Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Open Passageways - Live,All Them Witches,spotify:track:2pr9clpYQYmKRHtxfgnvlo,0.399,0.759,9,-8.219,0,0.122,0.335,0.0597,0.14,0.157,81.315,225375,4,82.04803,8Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
"Sulphur, Charcoal and Saltpetre",Lord Vicar
Descent,Lord Vicar,spotify:track:7ybW5rjoDUUiF6aHUcv4XH,0.267,0.65,8,-5.927,1,0.0309,0.000589,0.375,0.0792,0.0692,140.641,488720,4,35.83358,19
World Encircled,Lord Vicar,spotify:track:3zVDMA52yIJulLz8oZih28,0.404,0.754,1,-6.144,1,0.0315,5.93e-06,0.304,0.101,0.0758,63.748,396373,4,31.5769,11
Levitation,Lord Vicar,spotify:track:7IzDtwY3nWAdAE7OEB8AgF,0.272,0.786,6,-6.299,1,0.0383,0.000199,0.0573,0.146,0.182,143.383,297760,4,48.65021,16
The Temple in the Bedrock,Lord Vicar,spotify:track:3zwco0Tu6jtn1r3XDa16lJ,0.151,0.773,8,-7.034,1,0.0563,0.00017,0.395,0.14,0.0381,81.854,480027,4,142.45881,16
Black Lines,Lord Vicar,spotify:track:3Kl9pe5Vy4EbYegUhEteke,0.274,0.81,6,-5.473,1,0.0332,9.46e-05,0.0261,0.128,0.236,143.312,412053,4,25.75209,19
Impact,Lord Vicar,spotify:track:6Q4KVH6DeHAAuZpnQSXwlw,0.346,0.792,1,-5.798,1,0.0348,0.000111,0.398,0.109,0.232,80.408,178733,3,32.6299,8
Nightmare,Lord Vicar,spotify:track:5H4oKkM4AwSFo2wpdZUpMz,0.554,0.202,6,-17.709,0,0.0356,0.271,0.72,0.116,0.0959,119.834,242560,4,73.0742,9
A Second Chance,Lord Vicar,spotify:track:4kYTIHqcERb6qguavKNry9,0.284,0.739,11,-6.75,1,0.0456,9.95e-05,0.154,0.104,0.125,118.658,642413,4,106.36355,24
Birth of Wine,Lord Vicar,spotify:track:6pj8g8hEaQQ29NqNQXMEWa,0.356,0.508,9,-8.985,1,0.0309,0.00221,0.0527,0.252,0.146,129.242,454787,4,39.08619,17
The Green Man,Lord Vicar,spotify:track:4am4GQ1x1j5x0OfwAaVQ0c,0.274,0.756,6,-7.846,1,0.0348,0.000425,0.00461,0.141,0.385,100.561,247627,4,48.34515,10
