Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Hit And Run,The Bar-Kays,spotify:track:68oL33xGl9GsUhDSTCXCrD,0.845,0.44,4,-10.219,0,0.0328,0.31,3.7e-06,0.0431,0.968,112.43,230667,4,47.45407,12
Piece Of My Heart,Janis Joplin,spotify:track:1eujVQsT9v7ZTtvAkTEdZr,0.429,0.665,4,-9.681,1,0.14,0.406,0.00011,0.409,0.543,160.499,266240,4,34.43522,8
L'ÃÂÃÂÃÂÃÂ¢me des poÃÂÃÂÃÂÃÂ¨tes,Charles Trenet,spotify:track:67FiwcIh6TyjgA6Ji1LJf4,0.455,0.155,5,-15.213,1,0.0335,0.983,0.0235,0.0952,0.468,98.891,164400,4,83.54247,6
Oleo - Alternate Take,Grant Green,spotify:track:1Qoc2Y6iG6Lgo559FvpT3Q,0.414,0.347,5,-17.42,1,0.0426,0.827,0.279,0.189,0.695,118.722,360000,4,51.97068,15
Peace In The Valley,Sam Cooke,spotify:track:0dt77CzU2tlKwUR5hlC99X,0.41,0.196,2,-11.96,1,0.0278,0.896,0,0.204,0.605,98.082,162293,4,37.20212,6
Little League,Cap'n Jazz,spotify:track:1783hGvOoFRkxtW8QxjGWS,0.299,0.913,9,-7.645,1,0.0598,0.00158,0.00331,0.122,0.156,101.059,236560,3,35.38017,8
Tea Merchants,Rachel Grimes,spotify:track:0pB2PWMGnAHGDqtOPMXMRC,0.311,0.0652,0,-16.387,1,0.0499,0.978,0.875,0.0799,0.165,136.073,296560,3,50.05205,12
I Heard It Through The Grapevine,Gladys Knight & The Pips,spotify:track:3X0eGPIRJ20txKniu2s6RA,0.751,0.808,0,-8.13,1,0.0422,0.0864,1.5e-06,0.065,0.837,112.41,173733,4,34.2865,9
I Have the Touch,Heather Nova,spotify:track:7H20M5WIbT6FmGmBLZPlq1,0.596,0.812,2,-4.945,0,0.0276,0.0452,3.14e-05,0.0614,0.667,91.981,256093,4,30.56864,10
The Dragons' Flight Across The Waves,Amon Amarth,spotify:track:5bj5Nqllm7WhFPQ18yQX65,0.236,0.993,8,-5.335,1,0.205,3.15e-06,0.00117,0.134,0.0357,150.32,273800,4,57.56766,13
Push It,Static-X,spotify:track:6O7pihLJgeqxUnG7u9oYL2,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,154907,4,69.95275,7
Choir Practice,Lipps Inc.,spotify:track:59qnrsqtPt8vbhnDE00toq,0.794,0.414,0,-14.664,1,0.0401,0.0263,0.345,0.028,0.973,136.793,356640,4,46.89621,18
Moya,Godspeed You! Black Emperor,spotify:track:2g2dBiugZROCtl8ipW9NQo,0.169,0.641,10,-8.793,0,0.0449,0.00296,0.821,0.184,0.0396,128.473,651627,3,39.84375,27
Walk,Pantera,spotify:track:7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,4,50.7193,13
Army Ants,Stone Temple Pilots,spotify:track:6Hv2dcv2Ph9qgpghww6VQf,0.406,0.936,4,-9.226,0,0.0655,0.000163,0.0556,0.0853,0.139,102.295,226440,4,130.00941,5
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & MÃÂÃÂÃÂÃÂ½a),Pras,spotify:track:31bf9SEOppLU6lQ85d8om6,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,261133,4,34.32671,12
Only The Strong Survive,Jerry Butler,spotify:track:4pahDC9CyMqKp7VT60oNl1,0.404,0.433,7,-10.903,1,0.0433,0.63,0,0.316,0.824,122.298,155733,4,38.4741,9
Listen Love,Jon Lucien,spotify:track:02p9La6AiSQ5L3NNr7QvC3,0.447,0.861,3,-11.122,0,0.053,0.769,0.000776,0.101,0.825,142.952,393333,4,18.02138,17
The Tide Is High,The Paragons,spotify:track:6sCkLCSXMMf9q3ArEAsWnQ,0.522,0.252,7,-11.756,1,0.0375,0.83,0,0.51,0.847,97.154,164093,4,42.32411,9
Lunchbox,Marilyn Manson,spotify:track:1EYTOP6cIzADbgxCFG87ML,0.452,0.952,9,-6.499,1,0.218,0.00442,0.121,0.302,0.305,168.065,272800,4,40.70656,10
Souls of Black,Testament,spotify:track:5zAN2OQJsmcBVG1oO5QroD,0.403,0.891,2,-11.498,0,0.0547,8.3e-05,0.211,0.0859,0.515,128.933,202493,4,36.29343,10
My Sweet Dream,The Nutmegs,spotify:track:7ks8U4qxPxNaxLBELbbjEc,0.556,0.435,8,-11.838,1,0.0314,0.711,1.91e-05,0.142,0.554,107.318,134373,3,58.43422,6
21st Century (Digital Boy),Bad Religion,spotify:track:7C794YeXiiSdlvGLxgabkd,0.474,0.971,5,-4.134,1,0.0595,0.00046,0,0.284,0.743,132.21,170707,4,53.63132,7
Believe,Dig,spotify:track:524rh9nvX0UZdFfDbLK22e,0.168,0.839,11,-5.629,0,0.0499,0.289,0.000122,0.17,0.424,173.673,269467,4,50.66647,12
Ship to Shore,Dub Narcotic Sound System,spotify:track:6qP84clfLt9DgMhOXHRQkf,0.676,0.181,2,-13.646,1,0.0473,0.326,0.119,0.0764,0.353,92.811,324933,4,27.28076,15
Jessie's Girl,Rick Springfield,spotify:track:0TF3F5Lw5apoD1zvR8LikO,0.688,0.706,2,-7.925,1,0.042,0.0752,0,0.0924,0.842,131.705,192867,4,46.73862,7
Firecracker,Strung Out,spotify:track:7cJvf5ZrfXDTcYHq1iXuRW,0.226,0.954,0,-6.431,1,0.123,1.83e-05,6.12e-05,0.0815,0.219,178.859,174600,4,27.96912,13
Consolidated,Consolidated,spotify:track:3EWzU6SnUgASyqVIfOSLFp,0.408,0.713,7,-12.739,1,0.2,0.000126,0.0613,0.301,0.504,119.217,212293,4,44.12922,9
Bottom of the Sea,Billy Childish,spotify:track:2DDouU945MqNLeF26ofLxa,0.608,0.705,9,-4.425,1,0.0423,0.734,0.158,0.105,0.611,106.939,248173,4,26.45038,15
Days of the Broken Arrows,The Idle Race,spotify:track:7ja7aQuGPAxk9jW4hlOTfI,0.469,0.72,4,-8.02,1,0.0494,0.533,1.31e-06,0.233,0.655,128.685,231347,4,31.64781,9
Stone Believer - Single Version,Iron Butterfly,spotify:track:0E7zR87ReZ1bSp4Uo4qICM,0.594,0.702,9,-9.286,1,0.0447,0.161,0.00039,0.0897,0.67,115.813,265133,4,27.57168,11
Summertime,Doc Watson,spotify:track:5xV7bCTvuIcxvB1NcjshNY,0.625,0.215,4,-10.417,0,0.0326,0.913,0.069,0.186,0.493,100.531,260307,4,36.41341,12
Walk Away Renee,The Left Banke,spotify:track:4wfK7KMFTFMNDDfKDe1aWi,0.474,0.436,9,-11.715,1,0.0284,0.254,0,0.294,0.588,118.314,162907,4,23.79617,9
Teenage Loser Anthem,The Dambuilders,spotify:track:2xAU13DUso61IbfTRuTwG9,0.49,0.835,9,-7.346,1,0.0295,0.00423,0.00312,0.104,0.6,141.994,195587,4,34.87439,11
Cowboys In Africa,Bush Tetras,spotify:track:3q9Yn14sb1renGgM9sRQFm,0.491,0.937,0,-5.98,1,0.0452,0.000129,3.62e-06,0.027,0.625,152.26,174440,4,22.38434,10
From the Heart,Another Level,spotify:track:5lg3WRgq89Bpa2vcqRg752,0.502,0.45,2,-7.943,1,0.0268,0.574,0,0.0454,0.136,79.841,295507,4,33.36084,11
Secret Smile,Semisonic,spotify:track:5blIzPTIaEfCfBgYsFBsHl,0.552,0.505,10,-9.694,0,0.0276,0.276,0.000145,0.0844,0.544,98.993,277800,4,39.6923,8
I Put a Spell on You,Screamin' Jay Hawkins,spotify:track:1YwoYPfhuZlLDbJUH1cKSi,0.744,0.434,5,-10.807,0,0.0845,0.583,0.0151,0.0715,0.939,173.871,144360,3,25.4763,7
Piranha,Tripping Daisy,spotify:track:1vqw24tqUeqKtTA8fiPccF,0.205,0.932,4,-8.429,1,0.0856,0.00271,2.36e-05,0.112,0.346,183.76,287267,4,44.79587,7
CorazÃÂÃÂÃÂÃÂ³n Gitano,Nicola Di Bari,spotify:track:2Romw11EoDzDpg9lvRejU1,0.625,0.403,0,-13.355,1,0.0265,0.475,0,0.203,0.459,107.144,194467,4,33.47385,9
Keep a Knockin',Flamin' Groovies,spotify:track:2EyyGPTvtSTVR3jDN6rAuI,0.389,0.909,11,-5.229,1,0.164,0.332,0.102,0.0764,0.925,197.955,137253,4,31.89019,7
I'm Afraid To Go Home,Brian Hyland,spotify:track:539FVfBLcWAvqQLSiXu3yJ,0.606,0.408,4,-12.26,0,0.0328,0.617,0,0.225,0.671,123.517,162693,4,39.62045,10
Here In Your Bedroom,Goldfinger,spotify:track:7MH63filSWHfjwMlQrlQQG,0.489,0.767,5,-8.99,1,0.0398,0.00187,0.00572,0.0786,0.945,171.655,190800,4,28.97435,12
Sway,Bic Runga,spotify:track:35PYCZLdGi3gRMdA26dZ59,0.565,0.429,9,-9.196,1,0.0261,0.157,0,0.13,0.266,95.701,262493,4,24.65783,13
Optimo,Liquid Liquid,spotify:track:5j6H5de3TPYrw4sTjGHKAY,0.705,0.963,7,-6.266,1,0.0494,0.00346,0.743,0.171,0.764,123.341,160760,4,40.36906,6
Love Is All Around,The Troggs,spotify:track:5dssPp9k7Fc4zeyFWaObFM,0.44,0.577,2,-7.102,1,0.0332,0.471,0.000487,0.0752,0.56,98.541,181333,4,52.24399,7
Peace Of Mind,Dr. Lonnie Smith,spotify:track:5mh1rH0CUtGPr0mxYhwZlv,0.583,0.799,1,-13.064,1,0.0673,0.211,2.05e-06,0.714,0.487,102.243,458960,4,66.13327,14
Olhos Coloridos,Sandra De SÃÂÃÂÃÂÃÂ¡,spotify:track:3WbQeVrXDcwRh0oue6ouy1,0.842,0.633,5,-6.546,0,0.0417,0.0375,0.00365,0.094,0.971,97.082,403373,4,22.10895,15
Someday I Suppose,The Mighty Mighty Bosstones,spotify:track:0aep7pfKPiqgrk9QOWUFKF,0.527,0.711,9,-10.479,1,0.0488,0.024,0,0.0448,0.914,86.705,209133,4,31.08054,10
Skinny Jim,Eddie Cochran,spotify:track:07JOGpEHBICoVjcIjF4ROY,0.657,0.758,2,-8.342,1,0.0944,0.675,0,0.314,0.864,91.843,131867,4,79.95715,5
Groovin',Booker T. & the M.G.'s,spotify:track:29bU062RLWPo6OR6rjonrN,0.723,0.228,4,-17.689,1,0.0328,0.318,0.725,0.159,0.839,107.371,163800,4,28.62341,10
Don't Gamble With Love,Paul Anka,spotify:track:6u8099QQaPGHLz8760peX3,0.541,0.3,5,-11.262,1,0.026,0.889,0,0.199,0.687,102.501,154240,3,38.75038,8
Pecan Pie,Golden Smog,spotify:track:56DJzEuZugYdTYxi6VAdVh,0.498,0.57,7,-11.587,1,0.0266,0.225,4.52e-06,0.499,0.784,102.092,173960,4,22.35303,8
Grey Cell Green,Ned's Atomic Dustbin,spotify:track:3uVCJvMFKmsj9P44vNHfx1,0.293,0.717,9,-11.315,1,0.0577,0.0024,0.003,0.143,0.723,142.628,225573,4,40.89774,9
Do You Love Me?,Brian Poole & The Tremeloes,spotify:track:2H70BJxJYi2321FgdofmuN,0.428,0.673,2,-7.582,1,0.0508,0.367,0,0.305,0.818,166.452,142907,4,34.67768,7
Papa-Oom-Mow-Mow,The Rivingtons,spotify:track:0As6CEEV5d6tOEFhSx444J,0.563,0.696,11,-12.653,1,0.0413,0.399,0,0.157,0.788,158.893,143173,4,33.92371,7
Shadrack,Grant Green,spotify:track:1JiDyxJ8kktukwZtiiEjeH,0.581,0.326,7,-16.405,0,0.0416,0.796,0.00854,0.118,0.677,136.932,383933,4,49.57489,17
Jimmy Mack,Martha Reeves & The Vandellas,spotify:track:57AbtgUlds8zCEAuedOxxG,0.719,0.787,1,-2.826,1,0.0294,0.0985,0.00924,0.0641,0.892,129.464,173560,4,31.67275,8
Turning Japanese,The Vapors,spotify:track:30cHDhxUqgnHq78hv5UjMx,0.503,0.803,0,-9.701,1,0.0485,0.01,0.0648,0.292,0.941,179.007,225187,4,35.57974,12
There's a Kind of Hush (All over the World),Herman's Hermits,spotify:track:6p9EnvCMlkPacgiJBNeDp8,0.422,0.546,0,-9.312,1,0.0392,0.0495,6.74e-05,0.316,0.805,128.633,155867,4,27.27479,9
Black No. 1 (Little Miss Scare -All),Type O Negative,spotify:track:6HtFpG2WX3TfB8oLLua3XJ,0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,675653,4,72.60215,25
A Sunday Kind Of Love,Etta James,spotify:track:7ohRd2nzMP6dyPfzpbh5QV,0.353,0.252,2,-11.352,0,0.0305,0.808,0,0.416,0.395,95.399,195760,4,29.1431,9
Something So Good,The Railway Children,spotify:track:1NlWKeTXE8v5vupPAZ1IfD,0.575,0.929,4,-5.96,1,0.0314,0.000121,0.000816,0.186,0.738,124.557,253733,4,49.68884,6
Boogie to the Bop,Mantus,spotify:track:4u2JAhrdFcjjF97u2mTCIY,0.864,0.884,6,-7.876,0,0.0688,0.0888,0.0373,0.109,0.913,117.207,409627,4,53.1394,18
CorazÃÂÃÂÃÂÃÂ³n Viajero,Miguel Gallardo,spotify:track:4ycmCCAAuLq8tV9HBEbtuH,0.774,0.629,0,-10.93,1,0.0405,0.0851,1.76e-05,0.0763,0.634,119.947,191387,4,36.61109,10
Baby Hold on to Me (feat. Eddie Levert),Gerald Levert & Eddie Levert,spotify:track:38V9quY32pQ1DPK5JRTs94,0.741,0.511,9,-11.797,1,0.0401,0.493,0,0.0808,0.752,119.38,345200,4,32.13129,14
Angry Chair,Alice In Chains,spotify:track:5jCp5VtcpUlHtW8Dwlx13Y,0.325,0.937,8,-6.295,1,0.085,0.0443,0,0.0442,0.158,106.989,287800,4,24.14698,13
Stale,Seaweed,spotify:track:4y5kWS4kG7iqRE0DuXJXTX,0.365,0.843,11,-10.162,1,0.0418,0.0192,0.000783,0.337,0.496,135.842,155773,4,31.36489,8
Sing Sing Sing,Country Joe & The Fish,spotify:track:607B6idSUjCSmiR5Y4jAlH,0.521,0.518,9,-13.906,1,0.034,0.19,0,0.243,0.694,111.44,184000,4,33.43382,8
Superbeast,Rob Zombie,spotify:track:2lJvciTEU834w2Yl7VVueJ,0.525,0.973,11,-4.428,0,0.0562,0.000113,0.765,0.431,0.325,154.042,219661,4,37.84312,9
Astonishing Panorama Of The Endtimes - Album Version Explicit,Marilyn Manson,spotify:track:3mWtcD7VMgovl0g9fiZBdo,0.459,0.964,0,-3.787,1,0.187,0.000138,0.00118,0.41,0.192,157.358,239400,4,74.59154,12
Tua Boca,Itamar AssumpÃÂÃÂÃÂÃÂ§ÃÂÃÂÃÂÃÂ£o,spotify:track:4CyG1iMACBSBxRlQY2muys,0.696,0.273,4,-14.684,1,0.0428,0.906,0.424,0.0796,0.491,111.839,189227,4,51.37066,8
Painkiller,Judas Priest,spotify:track:0L7zm6afBEtrNKo6C6Gj08,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,4,25.7149,19
Waterbed ( Instr ),L T G EXCHANGE,spotify:track:1sRFt80Fmj8ENjvyVa5vQm,0.614,0.87,5,-10.009,1,0.0309,0.144,0.441,0.291,0.96,127.798,236867,4,37.59821,11
The Finest Drops - The A List Version,Wire,spotify:track:5nU3ZHxoKRdEUPCJ8rfrsA,0.711,0.797,7,-12.547,1,0.0299,0.234,0.00094,0.0733,0.962,119.23,296200,4,24.28906,13
Daisy Mae,The Seeds,spotify:track:51aJimIffF79BjyflAVC4e,0.483,0.478,11,-16.82,1,0.0455,0.0859,0,0.112,0.966,96.015,117493,4,31.42757,7
