0.775	0.866	9	-3.598	1	0.0295	0.135	0.0376	0.152	0.876	131.34	295067	4	53.07652	12	1
0.742	0.833	2	-6.463	1	0.115	0.079	0	0.384	0.816	113.375	188987	4	38.80167	8	1
0.818	0.785	7	-8.386	1	0.18	0.0187	0.004	0.221	0.48	97.986	217773	4	37.30366	8	0
0.112	0.725	9	-19.286	1	0.0648	0.00189	0.777	0.555	0.0273	85.106	197045	3	35.18656	10	0
0.764	0.456	8	-15.331	0	0.0331	0.0557	0.000588	0.0477	0.927	133.53	252240	4	38.82756	11	1
0.355	0.445	8	-10.221	1	0.028	0.401	0	0.244	0.357	76.093	236027	4	39.48636	13	1
0.444	0.965	9	-7.649	1	0.0727	0.153	0.489	0.196	0.393	137.785	151827	4	46.11006	5	0
0.692	0.221	11	-17.325	0	0.0427	0.91	0.000437	0.211	0.338	130.029	248667	4	76.17122	7	0
0.51	0.626	11	-11.14	0	0.056	0.285	0.000264	0.378	0.679	123.808	217600	4	39.88517	11	1
0.319	0.0986	1	-19.954	1	0.0332	0.582	4.9e-06	0.136	0.273	84.54	177160	3	43.59406	8	0
0.32	0.963	2	-2.867	1	0.0559	0.0327	0	0.111	0.892	194.97	213813	4	15.37518	9	0
0.547	0.836	7	-7.037	1	0.028	0.0437	0.822	0.0743	0.961	153.377	262773	4	73.89455	12	0
0.276	0.989	0	-5.37	0	0.077	0.00102	0.006	0.264	0.0862	161.183	201133	4	28.32113	12	0
0.619	0.277	7	-11.513	1	0.0495	0.669	3.72e-05	0.0659	0.646	172.91	184573	3	35.58864	8	0
0.118	0.755	11	-11.661	1	0.0721	3.13e-05	0.146	0.108	0.299	185.16	263907	4	43.28193	8	0
0.607	0.317	2	-13.605	1	0.0318	0.53	6.86e-06	0.185	0.429	82.005	190907	4	53.8002	7	1
0.85	0.466	1	-15.673	1	0.0555	0.314	0.0234	0.129	0.86	109.936	222627	4	78.8047	8	1
0.341	0.712	4	-10.894	0	0.0388	0.138	0.805	0.0811	0.921	123.536	200133	4	76.83058	8	0
0.772	0.822	10	-5.649	0	0.123	0.00797	0.00148	0.457	0.526	97.718	198573	4	46.9211	6	1
0.125	0.673	1	-15.758	1	0.0793	0.00267	0.884	0.787	0.0242	84.743	128894	4	37.39985	7	0
0.602	0.6	1	-13.692	1	0.031	0.0678	0	0.104	0.372	115.8	276067	4	43.43351	9	1
0.597	0.882	9	-5.923	0	0.0288	0.0107	0	0.0897	0.65	130.858	232587	4	22.70955	11	1
0.73	0.91	5	-7.171	0	0.0473	0.259	0.0109	0.157	0.919	148.679	224413	3	80.31807	9	1
0.407	0.206	11	-21.354	0	0.0337	0.925	0.954	0.0683	0.565	78.398	189000	3	23.02456	7	0
0.658	0.575	11	-10.365	1	0.0267	0.243	0	0.122	0.504	108.329	239827	4	26.82945	12	1
0.369	0.675	5	-11.334	1	0.044	0.76	5.86e-06	0.0833	0.82	160.768	234827	3	25.40951	12	0
0.39	0.859	7	-9.32	1	0.0974	0.000449	0.00253	0.709	0.334	93.971	342173	4	45.90116	11	0
0.71	0.773	0	-10.803	1	0.0318	0.136	2.49e-05	0.265	0.961	138.55	240533	4	29.14428	15	1
0.324	0.381	9	-16.531	1	0.0421	0.596	0.0208	0.112	0.356	99.092	406800	4	36.54469	16	0
0.211	0.774	5	-20.97	0	0.0771	0.002	0.759	0.146	0.0358	54.387	170922	4	49.50912	10	0
0.806	0.6	11	-9.642	1	0.0329	0.091	0.000436	0.0836	0.756	127.814	227880	4	31.16615	14	1
0.37	0.683	11	-5.702	0	0.036	0.452	8.11e-06	0.167	0.118	148.052	244733	4	40.02333	15	1
0.92	0.402	0	-16.656	1	0.0549	0.0586	0.000434	0.0234	0.957	99.91	240800	4	33.42605	10	1
