0.401	0.637	8	-6.415	0	0.0703	0.234	0.0181	0.322	0.515	152.612	140520	4	18.63904	9	1
0.17	0.176	4	-16.878	0	0.0434	0.954	0.567	0.156	0.184	71.227	188267	4	19.65251	9	0
0.685	0.326	1	-12.721	0	0.0365	0.606	0	0.0942	0.803	101.863	157227	4	30.13206	9	1
0.458	0.0899	10	-18.824	1	0.0362	0.863	0	0.137	0.386	109.574	262000	4	38.97167	13	1
0.511	0.887	5	-6.288	0	0.188	0.535	0	0.382	0.702	169.466	144613	4	81.40842	7	1
0.666	0.699	0	-6.636	1	0.0459	0.458	1.06e-06	0.0993	0.669	117.357	150093	4	22.4354	9	1
0.306	0.192	10	-19.255	1	0.0435	0.993	0.0334	0.273	0.0637	86.117	58893	3	34.15916	4	0
0.585	0.571	0	-8.342	1	0.0271	0.197	0	0.245	0.666	126.836	168800	4	57.61908	6	1
0.573	0.431	0	-6.962	1	0.0292	0.938	0.00995	0.17	0.722	174.662	141747	3	25.30408	8	1
0.386	0.345	9	-13.608	0	0.0524	0.572	0.832	0.114	0.333	135.669	131667	3	27.60312	9	0
0.656	0.559	7	-4.237	1	0.0529	0.771	0	0.173	0.886	65.22	158000	4	83.83584	5	1
0.603	0.504	8	-7.832	1	0.0329	0.607	0	0.146	0.743	119.777	170507	4	21.88765	11	1
0.703	0.88	11	-7.133	0	0.0608	0.00964	0.456	0.111	0.743	114.763	369960	4	93.84427	10	1
0.869	0.515	9	-10.261	1	0.043	0.456	0.000745	0.0746	0.953	102.702	157880	4	38.45632	7	1
0.521	0.354	7	-13.323	0	0.0252	0.5	0	0.109	0.662	95.727	242467	4	28.81872	13	1
0.274	0.131	2	-20.789	1	0.0538	0.976	0.504	0.113	0.0345	68.363	54187	4	27.59128	4	0
0.534	0.61	5	-5.276	1	0.0345	0.431	2.79e-06	0.0988	0.45	124.05	194600	4	25.47168	9	1
0.378	0.438	4	-10.898	0	0.0703	0.908	0	0.121	0.469	162.839	257960	3	64.35788	10	0
0.461	0.32	8	-10.759	1	0.0385	0.398	9.97e-06	0.197	0.761	110.718	165173	4	35.14618	6	1
0.538	0.404	7	-10.059	1	0.0432	0.832	0	0.357	0.751	103.951	151213	4	22.28968	10	1
0.602	0.566	0	-10.499	1	0.0349	0.683	0	0.557	0.87	125.157	174640	4	25.65717	9	1
0.29	0.408	7	-9.607	1	0.0318	0.662	0	0.272	0.542	102.229	164000	3	28.42746	8	1
0.317	0.23	9	-12.902	0	0.0316	0.146	0	0.158	0.199	75.32	198733	4	39.17834	9	0
0.539	0.369	7	-16.977	1	0.0406	0.755	0.249	0.26	0.756	97.711	224467	4	50.28677	11	0
0.781	0.574	2	-9.038	1	0.0801	0.0973	0.284	0.0387	0.937	122.126	106147	4	31.71638	6	0
0.731	0.533	0	-10.168	1	0.0409	0.357	0	0.379	0.848	111.003	154133	4	22.5817	11	1
0.425	0.344	7	-12.269	0	0.036	0.941	0.958	0.0991	0.359	127.812	161183	4	28.2163	10	0
