Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Punk Rawk Christmas,MxPx,spotify:track:1aWd5MkGpyhqENRiilEWxe,0.486,0.969,9,-4.457,1,0.0739,0.0108,0,0.0876,0.827,148.067,200573,4,26.46958,10
Borderless,Vantage,spotify:track:5yhP86pWElui5o5j1WtRlG,0.761,0.694,4,-7.563,0,0.254,0.00281,0.0404,0.0864,0.623,121.067,306446,4,50.60353,9
I Know There's Gonna Be (Good Times),Jamie xx,spotify:track:2zsa7Z6gCA5eBg0p9pbyLs,0.564,0.594,11,-9.912,0,0.155,0.119,0,0.536,0.507,89.394,213622,4,26.0282,10
Slow Dancing in a Burning Room - Instrumental,Lance Allen,spotify:track:2r0jcIuYzHbTMeGrYlpRLa,0.713,0.242,2,-13.788,1,0.0523,0.851,0.118,0.112,0.503,155.987,211538,3,50.7836,11
A Liar,Metal Command,spotify:track:5Sj8cHGAetTsXwEHDdTmEf,0.253,0.965,1,-5.666,1,0.0884,9.46e-05,0.686,0.145,0.272,110.664,396507,3,78.88236,15
"Out of Tune, Out of Time, Out of Here",Roger Eno,spotify:track:1lbKCudtwMM8igNW1HG2SU,0.267,0.0118,10,-23.415,0,0.0346,0.995,0.904,0.119,0.107,62.966,157219,5,45.87624,9
In Death,Belphegor,spotify:track:1K63Awzzf6OENCa5kcN4kr,0.374,0.988,1,-4.52,1,0.235,8.97e-06,0.267,0.132,0.166,169.029,252508,4,47.1324,12
Tar-Calion,Summoning,spotify:track:6WRM3YKEDMK73AsB0mxAgx,0.413,0.82,8,-6.35,1,0.0514,0.000651,0.864,0.112,0.292,130.156,435693,4,30.02662,14
Head Splitter,Getter,spotify:track:5GHb72Wb3FiB29SOD4ZfoO,0.739,0.876,11,-6.771,1,0.0504,0.00599,0.446,0.274,0.479,149.994,214400,4,40.01257,5
Art House Director,Broken Social Scene,spotify:track:5feuZknKlJYGMPvWvKrpwt,0.464,0.766,7,-5.298,1,0.041,0.000122,0.0275,0.544,0.335,130.458,212173,5,105.47915,6
Revolution,Dub Inc.,spotify:track:6pTKpGIsgQU0slP1dJOrLi,0.717,0.631,0,-6.104,1,0.0841,0.0741,0,0.21,0.529,171.978,333613,4,42.80373,12
Lois Lane,Joey Trap,spotify:track:5TGOcmBCSwc46D6MqONQT6,0.848,0.595,0,-6.538,1,0.251,0.0554,2.64e-06,0.11,0.473,140.002,236640,4,57.05352,13
Pop On Acid,Afrojack,spotify:track:7oiLammktrAGaAW2sTDyCG,0.56,0.886,5,-6.835,0,0.0688,0.00941,0.867,0.1,0.393,124.052,324266,4,85.54894,13
False Direction,Dayglow,spotify:track:3IxKc2OLHw5ltmUkQKoUkV,0.68,0.584,11,-10.459,1,0.0617,0.0304,0.000945,0.106,0.77,149.976,277200,4,18.80995,15
Roll the Dice,Wolfpack,spotify:track:5jj9Z63XHpM4CZDku1EQ2k,0.407,0.974,2,-4.599,1,0.0596,3.07e-06,0.351,0.183,0.429,94.955,131360,4,30.14774,8
La Voix Du Corps - Deep Beats Mix,Area 42,spotify:track:7pk4Rl15mTqgEvyqHlFfJe,0.89,0.641,1,-10.766,1,0.141,0.13,0.00136,0.0714,0.442,119.961,213500,4,30.50348,9
The Greatest Show - Recorded at Sound Stage Studios Nashville,for KING & COUNTRY,spotify:track:7MhZa55xSOwyRQTsafEEjX,0.649,0.52,9,-7.513,0,0.0506,0.182,0,0.0524,0.331,146.973,237880,4,23.46704,9
Spellbound,Ballet L'école,spotify:track:18cZRmsiu8XiiZRXNceazs,0.431,0.0164,7,-18.642,1,0.114,0.995,0.927,0.111,0.404,64.702,162427,5,51.79532,6
Confound Games,Destruction,spotify:track:4iLxCiLXeeHOL0OiRDFm5L,0.285,0.989,3,-3.348,1,0.216,2.22e-05,0.758,0.0843,0.453,160.387,291467,4,67.12676,13
Plus Ultra,Carousel Kings,spotify:track:5WLvGmjfyAEYCvFNsLon0i,0.495,0.974,6,-3.596,1,0.109,2.72e-05,6.81e-06,0.166,0.487,90.999,195387,4,42.85378,10
The Wolf I Feed,Napalm Death,spotify:track:6Y9hbtN9uwTH8YCfaEKoNz,0.328,0.995,6,-3.674,1,0.235,7.93e-06,0.236,0.214,0.0381,172.243,170890,4,29.55073,11
Heavy Metal,Clap Your Hands Say Yeah,spotify:track:2sZ7JL2i1SHnp8ppQzvr8b,0.31,0.968,7,-4.206,1,0.156,0.000389,0.00123,0.114,0.189,163.214,241040,4,59.57906,8
Lycanthro Punk,Wolfpack,spotify:track:2bW2kwQpnMXTy5j4KADZWr,0.155,0.989,0,-4.43,1,0.102,0,0.912,0.244,0.114,200.541,163667,4,48.24976,10
Burn The Ships,for KING & COUNTRY,spotify:track:6qNSq6OKjNgXAn3Kj9HBKf,0.497,0.542,5,-7.398,1,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,276400,4,37.17849,11
All This Time,Deorro,spotify:track:3zGpHUsSZ0xLRdDlbWbv5G,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160,4,29.3089,13
Black Metal Is Alive III,Abrasion,spotify:track:1SxdDlpYxmK1tw1wisvxL4,0.158,0.185,1,-18.181,1,0.042,0.996,0.963,0.116,0.0665,131.854,335360,4,49.2166,12
Sleigh Ride,This Wild Life,spotify:track:7G89dEgWAsFw4rODlvygqB,0.629,0.581,11,-7.701,1,0.0236,0.248,0,0.101,0.717,89.511,175998,4,49.74175,8
Spring To Come - Acoustic,John Butler Trio,spotify:track:5IHpSu8erGKfpWTjNDoW4f,0.664,0.501,7,-11.843,1,0.0324,0.571,0.0314,0.13,0.138,107.979,281532,4,42.04907,11
Nå er det Jul,Rövballebandet,spotify:track:3UX8LHMSc6bo9vcXcXZXzT,0.72,0.709,9,-6.063,1,0.032,0.0278,0,0.358,0.476,108.012,178056,4,43.077,10
