Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Ich hab nix,Ton Steine Scherben,spotify:track:7kYKE9yPNa4VccG90tUWZP,0.518,0.825,7,-6.619,1,0.0484,0.00155,0.000104,0.315,0.776,75.106,154520,4,25.8798,9
Gwine a School,Jah Thomas,spotify:track:7tuoZPm5TzeW7kMWmzwG8l,0.74,0.393,9,-12.202,0,0.115,0.595,0,0.386,0.65,138.881,271491,4,28.93665,16
Pennywhistle,Mango Groove,spotify:track:31TjeXsbZmwBbJqhwn6YG7,0.441,0.82,10,-7.546,1,0.0723,0.0174,0.162,0.888,0.751,166.064,199600,4,49.91901,8
B Minor Waltz - Remastered,Bill Evans,spotify:track:5S10I8WhtpaT3uS7AaPYZG,0.348,0.194,11,-16.429,0,0.0437,0.938,0.934,0.131,0.101,76.568,196027,4,20.7075,10
Exotic Functions,Throbbing Gristle,spotify:track:62MSYlF1N3XSZIqKsdJkql,0.541,0.488,9,-13.317,0,0.0545,0.767,0.716,0.874,0.77,121.748,258665,4,20.16558,13
Remembranza De Pedro Infante,Vargas de Tecalitlan,spotify:track:1c3h0SSkrCdHXVJ2o4PmsS,0.481,0.149,0,-17.132,1,0.0471,0.436,0,0.145,0.509,124.802,498640,3,56.56666,22
The Way You Look Tonight,Coleman Hawkins,spotify:track:7ln3tLGBE1knxxUnkt7IXE,0.517,0.343,7,-10.851,0,0.0291,0.865,0.0146,0.113,0.79,78.444,170333,4,66.06299,6
Shit-Hit,Ton Steine Scherben,spotify:track:78teUNRHhAI5m0c5NvpwKR,0.508,0.819,0,-7.789,1,0.0454,0.121,0,0.952,0.449,135.127,265640,4,26.40062,12
Aberdeen Mississippi Blues,Bukka White,spotify:track:411nXSxJYKYVOB0nmQgrPT,0.604,0.176,8,-14.273,1,0.0447,0.948,1.11e-06,0.132,0.579,105.607,153691,4,53.61946,8
Hail! The White Grain,Death In June,spotify:track:6OvUsfd2jgbSEeGedEXeSj,0.375,0.378,11,-12.434,0,0.0449,0.421,4.42e-06,0.0887,0.617,183.407,197573,3,20.05719,7
Le rock pirate,Vladimir Cosma,spotify:track:15HTWFAMojGlQxlQyp6srS,0.507,0.962,7,-7.105,1,0.0425,0.336,0.775,0.0778,0.846,157.892,155840,4,49.23759,7
Jane Says,Jane's Addiction,spotify:track:7c1Dar0pIAW7w5TzaGjt9t,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000,4,59.03197,12
Poli sila,Trifonas,spotify:track:09ssSs2PJ14GnFMPjXuirT,0.551,0.458,0,-13.209,1,0.13,0.5,7.3e-06,0.271,0.74,146.746,169160,3,42.28981,8
Rhapsody in Blue,Duke Ellington,spotify:track:0xoeC8rWOhU66yJd023HXk,0.362,0.294,10,-10.205,1,0.0327,0.623,0.791,0.0802,0.29,121.706,288600,4,36.88851,12
He's Nuts,R. Stevie Moore,spotify:track:0LHpPpm6P4PZ1d7z97cYYc,0.243,0.838,9,-12.951,1,0.17,0.00573,0.828,0.2,0.257,186.517,255333,4,30.52163,12
Восьмиклассница,Kino,spotify:track:2P8bTTSKnFC7q8EW0hWq15,0.729,0.42,8,-14.528,1,0.0558,0.581,0.00776,0.0925,0.879,129.082,165240,4,34.36715,9
Family Affair - Live,Chuck Brown and the Soul Searchers,spotify:track:0RDJ20gkJNgEQ4Tvk9zGHA,0.624,0.939,0,-11.417,1,0.0467,0.0395,0.869,0.131,0.864,90.741,372507,4,37.40338,19
Tattoo,Dennis Cruz,spotify:track:2rij8q3Uisu37MMWcynM5M,0.832,0.689,1,-8.359,0,0.101,0.000272,0.875,0.0975,0.649,122.998,375130,4,63.72387,15
Darklands,The Jesus and Mary Chain,spotify:track:7r1i1TZUGZQDxR5QHX4Mmx,0.57,0.777,7,-6.537,1,0.027,0.00294,0.181,0.0477,0.487,107.982,329979,4,73.29542,14
Hero Without Honor,Vinnie Moore,spotify:track:3kQbXCQA5rAaMTm1rnORM8,0.169,0.885,4,-12.583,0,0.128,0.0425,0.661,0.108,0.345,102.206,439467,4,31.83729,15
Estrella Del Rock,La Polla Records,spotify:track:1TsyGrdnPfXPxDaJNJ21Jg,0.599,0.64,2,-12.407,1,0.173,0.0724,0,0.279,0.681,121.982,77000,4,41.34424,5
Roundelay,Andy Clark,spotify:track:1HBXsOIPzn5Mmy0huvMRzJ,0.438,0.727,2,-13.364,1,0.041,0.0337,0.902,0.24,0.636,123.737,154560,3,17.81451,11
Thirteen O'Clock,Trevor Jones,spotify:track:2T2kaGyIDSSoo68xFUY2BM,0.548,0.474,0,-10.451,1,0.031,0.00633,0.214,0.119,0.138,119.153,188702,4,91.1264,5
את לי לילה,Boaz Sharabi,spotify:track:3150ESALE6LXKW579VwNCc,0.471,0.338,9,-10.7,0,0.025,0.108,0,0.217,0.0813,67.617,325453,4,54.59069,11
"'Twas the Uprising of the Leaves, 'Twas Autumn",Fariborz Lachini,spotify:track:7JVhmQLZ5JvZhp6aHbr11C,0.517,0.229,0,-15.4,1,0.0406,0.969,0.889,0.0909,0.361,73.552,190036,4,45.37359,10
Duendes,Celtas Cortos,spotify:track:4vV9tFjDZGPXKI3q0B1jgd,0.344,0.579,7,-11.596,1,0.0364,0.0136,0.0136,0.0235,0.471,120.008,331573,4,49.63563,11
Serene Streams,Nataural,spotify:track:6Un3BG407qp4qtCxwjh7s5,0.32,0.89,1,-15.527,1,0.666,0.461,6.73e-06,0.963,0.0355,83.012,101123,3,57.54467,5
Tone Bone Kone,Arthur Russell,spotify:track:1JnlKzzj0xwPvHqPJrXzHd,0.653,0.265,6,-17.536,1,0.0499,0.191,0.00331,0.355,0.129,121.021,64693,4,18.74924,3
When You Are Lonely,The Bluegrass Album Band,spotify:track:0VbrggIJu9cKxWG48K6TKJ,0.686,0.406,5,-11.511,1,0.0295,0.586,7.74e-06,0.111,0.866,110.742,158267,4,25.96098,10
Who Dies Wins,Satan,spotify:track:1JYEmtYcgVCxNPoZC38kLG,0.202,0.745,1,-12.151,1,0.0893,4.01e-06,0.637,0.148,0.424,171.671,409533,3,50.01738,22
The Little Humpbacked Horse: Girls' Round Dance and Quadrille,Rodion Shchedrin,spotify:track:1d6FnqJZx5UoHyzqt0IEJU,0.296,0.19,2,-17.384,0,0.0422,0.915,0.618,0.0719,0.127,128.755,369643,4,25.03755,20
Is He The One - Somewhere In Time/Soundtrack Version,John Barry,spotify:track:07R5GaqC3ZP8EiN5FnVm7H,0.152,0.113,0,-18.359,1,0.0414,0.917,0.715,0.159,0.0582,105.41,194907,4,17.87903,10
Chupke Chupke,Ghulam Ali,spotify:track:6N2MovdrH0lgMwgKZu2ScC,0.369,0.435,10,-13.354,0,0.107,0.745,0.00122,0.706,0.722,149.579,696573,3,42.73502,31
Jeena Nahi,Amit Kumar,spotify:track:4wTCkMHovw8OQ9xs3sjaWM,0.432,0.557,10,-10.139,0,0.0335,0.863,0.00857,0.288,0.534,103.32,477227,4,25.18574,20
Me Voy Pa'l Pueblo,Los Panchos,spotify:track:70t2CqFzXCRkWWFlsddw4B,0.797,0.542,9,-13.11,1,0.035,0.797,0,0.227,0.961,120.655,176627,4,33.2264,10
New Chance Blues,Tony Rice,spotify:track:75bjfCr2P7qd6EJ1QQYUqw,0.561,0.454,2,-17.846,1,0.0436,0.699,0.883,0.08,0.974,121.992,135507,4,32.64917,8
My Dreams,The Gun Club,spotify:track:61Gz5kJuC1EktspGlvIcdD,0.319,0.863,11,-6.964,0,0.0333,0.00349,0.000852,0.179,0.785,193.967,237280,4,68.88282,10
Sonho Molhado,Gilberto Gil,spotify:track:602iAxJVowA3KlIZothNGf,0.609,0.848,5,-6.392,1,0.0519,0.446,1.27e-05,0.597,0.711,88.043,269733,4,57.13647,10
Soldier,The Payolas,spotify:track:57zV6QXStKBEJbDDCZ6DKZ,0.554,0.504,7,-19.517,1,0.0334,0.0962,0,0.131,0.831,134.034,263560,4,54.70244,11
Metal Church,Metal Church,spotify:track:34LXW73avo8xz0NLiVuiow,0.427,0.893,10,-11.095,0,0.0626,0.000531,0.0484,0.253,0.25,102.331,301600,4,57.7216,9
Hare Krishna (Mahamantra),Jagjit Singh,spotify:track:4GxKzI5zyrignRGh9xuaIT,0.412,0.38,8,-10.348,0,0.0269,0.729,0,0.364,0.112,77.608,210029,4,19.73325,8
Feierabend,Ton Steine Scherben,spotify:track:0jOAKbpsVe1BrcGxRiOVAh,0.317,0.767,9,-6.78,1,0.0357,0.000983,0.000404,0.974,0.681,117.737,231800,3,32.15643,10
Apollo Jazz,Éric Serra,spotify:track:5r2kqKuAxrVhA5OtFB0YdE,0.592,0.444,0,-10.089,1,0.0251,0.522,0.0092,0.261,0.385,129.967,152547,4,32.21744,7
Hey Ram Hey Ram,Jagjit Singh,spotify:track:5JnPRzPMyraS531AD8BDua,0.367,0.539,7,-7.091,1,0.0317,0.274,0,0.63,0.617,87.803,499708,4,17.66806,19
New Day,Joe Satriani,spotify:track:7DWJC2RzZk2n8AXIAUnmj8,0.793,0.573,6,-6.644,0,0.0361,0.0537,0.135,0.199,0.515,122.699,226000,4,32.50015,10
O último romântico,Lulu Santos,spotify:track:0ZpH1N2msgGBp7wlh159QU,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,252307,4,19.88463,11
Wind In Lonely Fences - 2004 Digital Remaster,Brian Eno,spotify:track:31aECKjYHYUwWApiOaLLU2,0.139,0.176,8,-22.751,0,0.0374,0.877,0.949,0.373,0.0363,93.284,238240,4,51.14401,11
Hey Punk,Slime,spotify:track:7jYaEGy8CqFwfA4IdAtjDz,0.175,0.995,2,-3.443,0,0.221,0.0057,0.000603,0.431,0.0718,157.505,77480,4,25.15717,5
Punk Rock Girl,The Dead Milkmen,spotify:track:1l04CzFskMiq7c30lZvr7i,0.557,0.699,2,-11.625,0,0.0453,0.00793,0,0.536,0.887,129.492,158333,4,38.83859,8
Así Son las Cosas,Luis Enrique,spotify:track:1plrPtz1skGqMeggTvScSf,0.836,0.836,2,-4.662,1,0.0407,0.217,0,0.0636,0.926,87.34,274747,4,52.80721,13
"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",Amelinha,spotify:track:7tFMXpwIqQTeCpbPjNpM6H,0.477,0.437,5,-12.441,1,0.0406,0.46,0,0.0962,0.248,103.162,355760,4,17.49594,15
She's Playing Hell Trying To Get Me To Heaven,George Strait,spotify:track:21DmKjz0VgREmDbM9S2wf6,0.703,0.35,2,-17.997,1,0.0294,0.212,5.55e-06,0.108,0.734,130.49,161867,4,25.02284,9
Night Starvation,The Cleaners From Venus,spotify:track:6e1aeEz2rddeNdn9Wwawqh,0.525,0.649,9,-4.043,1,0.033,0.0828,0.257,0.0534,0.126,131.723,147000,4,33.77377,8
Chal Gayee,Kanchan,spotify:track:1OEWpKNGL3p4gvbTI3F0rO,0.587,0.672,7,-11.092,1,0.19,0.352,3.14e-06,0.548,0.803,147.593,265880,4,41.20444,11
One Time One Place,Skinny Puppy,spotify:track:2BePBbZjGplcHwq4HbDH8J,0.545,0.87,0,-10.971,1,0.071,7.23e-05,0.131,0.116,0.551,102.896,341893,4,47.50105,14
Fallait pas commencer,Lio,spotify:track:2IH0xiev3ZcA8BdQ5WYrj9,0.507,0.858,2,-9.906,1,0.13,0.128,0.000183,0.0724,0.877,157.869,230720,4,42.40585,10
Artistry in Rhythm,Duke Ellington,spotify:track:2PlKMCzgOcmp00kZINHIuH,0.416,0.358,7,-14.207,0,0.0491,0.529,0.343,0.0953,0.267,84.609,198467,4,69.51329,8
The Damn Thing,Roky Erickson,spotify:track:21j2eNbxE1h4Zt3hWZGfIo,0.446,0.86,7,-6.842,1,0.0448,0.0884,0.853,0.365,0.624,128.506,297307,4,120.92332,5
Do Or Die,Chris & Cosey,spotify:track:1qphDNxSIOirvVYBhFfPxt,0.673,0.34,7,-20.751,1,0.033,0.254,0.773,0.157,0.392,100.992,227333,4,34.56708,12
Nothing,Lycia,spotify:track:4Iax1uWX5cv1qpzHMhXYzz,0.431,0.923,10,-7.44,0,0.0514,0.000146,0.000471,0.106,0.193,109.665,225007,4,40.59294,11
Every Humble Knee Must Bow,The Nashville Bluegrass Band,spotify:track:2SBHZAaHV00pnsN8QzyAQp,0.708,0.25,9,-13.591,1,0.0442,0.83,1.15e-06,0.0968,0.828,146.388,150573,4,28.59106,7
Carnival Of Light (Remastered),Dead Can Dance,spotify:track:3U9MbfWJUQxJEMtGW5gBml,0.493,0.722,9,-9.132,0,0.0312,0.00457,0.967,0.447,0.346,103.354,212067,3,35.02018,12
Water & Suns,Stephan Bazbaz,spotify:track:3CzXn4V2xCgoMTG74zwnqc,0.689,0.957,1,-5.973,0,0.0477,2.16e-05,0.839,0.0669,0.336,123.991,512000,4,30.96369,15
I'm the Magnificent,Special Ed,spotify:track:2uBFtFh4TyuxiF4k484ZPn,0.919,0.515,10,-14.289,0,0.247,0.0751,0,0.0556,0.91,102.841,272707,4,24.13495,9
Colours,Sisters of Mercy,spotify:track:0REpPp52QdY7Uz4e4yjpHH,0.483,0.791,9,-14.192,0,0.0741,0.00115,0.747,0.156,0.324,200.713,436593,4,33.34393,22
Long Distance Man,Guided By Voices,spotify:track:0QPwbQvSDxXor4JKMSDJjG,0.625,0.354,3,-11.935,0,0.037,0.296,0,0.0669,0.512,123.504,77267,4,33.52912,5
Группа крови,Kino,spotify:track:0qlCTm0U6Jcgx29HEYIXrg,0.68,0.744,6,-7.122,0,0.035,0.0597,0.00279,0.192,0.675,123.731,235107,4,31.97058,11
Beat of Love,Voice Of The Beehive,spotify:track:0bcyYVJzV2JRY5AYfPxpFQ,0.626,0.856,9,-7.893,1,0.0466,0.0584,3.1e-06,0.148,0.635,123.213,245706,4,27.83916,13
Main Theme,Nobuo Uematsu,spotify:track:534JtmQfjJdgOB9jYfEvMr,0.418,0.399,7,-15.152,1,0.063,0.762,0.979,0.136,0.944,150.391,61893,4,33.27082,4
No Reason,Matthew Young,spotify:track:6Y5xvsGySH5DAzyQAc0AiE,0.415,0.0779,1,-33.337,1,0.0503,0.967,0.813,0.376,0.971,107.815,184813,4,19.15864,11
Islington John,Momus,spotify:track:0e0XftVTKKHBzHkyWuxbdH,0.704,0.484,9,-13.795,0,0.06,0.609,0.00546,0.331,0.841,138.737,316267,4,33.94425,16
Cats and Dogs,Nataural,spotify:track:08exIus3bdnnMa3rL3yr6l,0.204,0.000276,2,-10.371,1,0.104,1.99e-05,0.965,0.648,0.0315,85.775,162702,4,37.81275,8
Louco (Ela é Seu Mundo) (feat. Alcione),Nelson Gonçalves,spotify:track:65dqatLJtuDOFpPQfsniSG,0.515,0.439,0,-13.577,1,0.0489,0.575,6.16e-06,0.0737,0.627,89.314,196440,4,43.37054,9
Treehouse,Arthur Russell,spotify:track:0thtl4MuoUHKfuPDd7fSgW,0.722,0.353,1,-16.407,1,0.194,0.02,0.223,0.0959,0.366,136.892,135027,4,46.36933,5
Warriors Ascendant,Nobuo Uematsu,spotify:track:6JsYrqnECH6M4d99EhUH2n,0.466,0.241,5,-10.067,0,0.0369,0.514,0.981,0.253,0.594,134.311,78693,4,47.55804,4
Mujeres Divinas,Vicente Fernández,spotify:track:2PxGGRmj5yunYdNF2Ud2vm,0.607,0.296,5,-9.541,0,0.0601,0.565,9.17e-05,0.324,0.577,71.136,189720,3,23.21905,9
The Final Conflict,Keith Mansfield,spotify:track:2Bv2BT9uJGtVEq5I4pTEIZ,0.786,0.426,10,-15.523,0,0.0379,0.166,0.853,0.173,0.399,98.546,192992,1,51.0703,9
Temple of the Absurd,Jason Becker,spotify:track:3cPoEjTv7XOsj4YRPazxWJ,0.212,0.826,2,-12.473,1,0.059,0.0137,0.876,0.271,0.204,78.897,282600,4,42.3572,12
Alegre Menina,Dori Caymmi,spotify:track:5vQTlrcrUdKAfCVWxkwvzS,0.599,0.658,2,-12.777,1,0.0692,0.758,0.00124,0.195,0.401,104.494,198200,4,34.71985,9
"Akhnaten: Act I, Scene 2: Coronation of Akhnaten",Philip Glass,spotify:track:60qXdyyeqo3TqgSassSD77,0.231,0.179,9,-17.491,0,0.0363,0.954,0.95,0.0913,0.0384,114.402,1034293,3,104.33362,35
Monday Blues - Horror Stories,Dwarves,spotify:track:21YLCAdhASZBJ3ZG6aVbHb,0.0913,0.904,9,-2.65,0,0.186,0.000627,0.853,0.615,0.557,186.548,85600,4,38.22418,4
Rodent,Skinny Puppy,spotify:track:3Fv382oVGbqVZDaxqcKPDX,0.63,0.744,2,-9.126,1,0.0437,0.000441,0.826,0.0703,0.567,108.802,348267,4,16.16866,13
Save Me,Brighton Rock,spotify:track:4ojfhSnJLfTss9CYG8yNXV,0.497,0.812,7,-14.401,1,0.0464,0.0272,0.00115,0.278,0.305,136.373,210373,4,30.69333,10
I'm Available to You,Rev. Milton Brunson,spotify:track:2lWFN5HviKVkFtybv85FaU,0.201,0.376,10,-14.658,1,0.0356,0.556,0,0.913,0.215,90.702,379735,4,19.73129,17
Evidemment - Remasterisé,France Gall,spotify:track:1kYi6X7VMmU3rCiE2aWjV1,0.628,0.201,6,-15.111,1,0.032,0.762,0.000566,0.105,0.365,108.182,206627,4,27.36369,10
No Me Olvido,Nacha Pop,spotify:track:6XM8Sg5tfMHbtBKrZo1Wzw,0.791,0.582,11,-9.956,0,0.0512,0.359,0.00195,0.329,0.793,121.579,191173,4,49.84218,9
The This Many Boyfriends Club,Beat Happening,spotify:track:6c2hQs6pxhYySkmdgxQAYt,0.334,0.365,2,-10.627,0,0.0404,0.92,1.55e-06,0.898,0.188,102.343,198400,4,53.86648,7
Theme from The Fog,John Carpenter,spotify:track:1LR0PqiTFtdLsDSsApZwNH,0.542,0.464,7,-14.39,1,0.0379,0.174,0.886,0.15,0.0353,123.05,307240,4,57.14776,12
Historia de Las Sillas,Silvio Rodríguez,spotify:track:69gNjupK0pFKhH7k0E1O2w,0.616,0.126,4,-14.38,0,0.06,0.924,1.58e-06,0.11,0.469,112.437,144966,4,44.17793,7
Adrian S.O.S. - Live in Munich,Running Wild,spotify:track:6TDSNI7uK1W3Ez0tFa6Yy3,0.36,0.842,7,-13.375,0,0.0393,0.00103,0.177,0.393,0.507,88.807,155160,4,49.59481,7
Call of the Wighat,The Cramps,spotify:track:1ymfQPQqHUdrWdHdABX477,0.49,0.987,9,-4.541,0,0.0672,0.314,0.256,0.842,0.29,120.176,227400,4,90.744,9
Tear It Up - Remastered,The Cramps,spotify:track:1I7YQGe75fJmnRlCiJWj8R,0.48,0.967,9,-8.647,1,0.114,0.158,0.789,0.159,0.216,112.799,152160,4,92.10961,6
Right Brigade,Bad Brains,spotify:track:5LVC9BaSd6RlaMqX6LDbS2,0.204,0.968,11,-11.225,1,0.0777,0.437,0.988,0.121,0.0785,140.059,147760,4,19.60852,8
Ma Jaiye Oni,King Sunny Ade,spotify:track:47ZKAaOco4DebMlGRzcvUn,0.491,0.621,11,-13.303,1,0.0384,0.294,0.0856,0.0793,0.892,102.539,307867,4,40.33117,13
Suicide's an Alternative / You'll Be Sorry,Suicidal Tendencies,spotify:track:5s1pjjJPsKvHzKeyRgw9Bs,0.349,0.887,0,-7.631,1,0.138,0.00502,0,0.382,0.387,101.191,164907,4,31.73649,9
Is My Living in Vain? / You Brought the Sunshine / Hallelujah (Medley),The Clark Sisters,spotify:track:1D4IYk4ajd9ipJb8AccYy8,0.429,0.711,10,-14.252,0,0.0883,0.0136,0.0295,0.321,0.484,127.078,418427,4,60.28644,16
Echo Police,The Legendary Pink Dots,spotify:track:0RNwlFhkeWDiRjB4FrBmNd,0.521,0.443,10,-15.994,0,0.0478,0.0135,0.549,0.153,0.273,199.627,288733,4,39.76416,13
Calm Streams,Nataural,spotify:track:7wCVbiRkj0gJxoljbJkEA7,0.281,0.881,1,-15.288,1,0.738,0.527,1.83e-05,0.944,0.0373,165.826,109134,5,51.98096,4
Brave Captain,fIREHOSE,spotify:track:3RD6AMDIgly2CO5nrqUnmc,0.438,0.826,2,-8.616,1,0.0469,0.0678,7.2e-06,0.0267,0.766,171.45,195800,4,35.92507,11
Doin' Our Own Dang,Jungle Brothers,spotify:track:4fuLWKNpY01OLMT9tARnB4,0.835,0.447,6,-14.901,1,0.22,0.155,0.00876,0.108,0.839,113.082,258933,4,34.62123,10
Deliver Me from Mine Enemies,Diamanda Galás,spotify:track:08e6U2QpbkKEeguPxKPqvZ,0.195,0.582,11,-16.648,0,0.148,0.771,0.00554,0.659,0.0382,75.974,1157493,4,235.61008,27
Open Grave,Single Gun Theory,spotify:track:0huVZ8lYqeuq18ajzidaP3,0.733,0.417,3,-17.267,0,0.0303,0.195,0.00166,0.0812,0.859,102.503,182093,4,25.35848,9
The Last Beat Of My Heart - Live,Siouxsie and the Banshees,spotify:track:3bpA8kzflSlrXsJpdubN30,0.143,0.527,0,-8.669,1,0.0334,0.178,0.000846,0.763,0.0396,69.395,332707,4,32.42952,13
Libertad,Nana Mouskouri,spotify:track:3MKcTKttSWHDsQm1bao4z4,0.126,0.262,6,-15.139,1,0.0408,0.934,5.29e-06,0.176,0.162,79.017,240053,4,98.93968,8
Alexander's Ragtime Band,Billy Eckstine,spotify:track:6DBu9W6TLu4rPGpxZlimwC,0.495,0.472,3,-11.893,1,0.12,0.409,0,0.0822,0.813,143.356,245133,4,46.35668,14
Pétala,Djavan,spotify:track:2H4TYG8IkKIXeJFt2CLCaO,0.436,0.468,9,-7.287,1,0.0277,0.277,0,0.284,0.301,135.548,283240,3,20.08156,14
Just A Beat,Eric B. & Rakim,spotify:track:0Flx2Jv1sSxLRJoKfKCyEp,0.918,0.54,1,-9.219,0,0.147,0.00977,0.904,0.211,0.408,114.197,124867,4,32.97081,7
God Rest Ye Merry Gentlemen,David Grisman,spotify:track:40kQIEGz2iny8xjQgjHn4o,0.46,0.29,11,-18.945,0,0.0415,0.86,0.918,0.269,0.536,107.395,411267,4,39.22632,16
Struggle for Pleasure,Wim Mertens,spotify:track:1IKNZUBDmD19cz9RBiEZsM,0.525,0.771,5,-8.548,0,0.0333,0.862,0.914,0.0619,0.206,131.554,242114,4,56.61328,10
Skidmarks On My Heart,The Go-Go's,spotify:track:2Oib0kKefrQgffwl3V0UcA,0.391,0.875,7,-6.939,1,0.037,0.2,0,0.0415,0.849,177.557,187000,4,25.71606,6
נכון להיום,Zohar Argov,spotify:track:6z5tsKXxWroSzx3xA4V5kl,0.699,0.407,10,-12.979,0,0.0302,0.0795,0.00128,0.0674,0.649,131.835,235640,4,44.07468,11
"Always with Me, Always with You",Joe Satriani,spotify:track:0NNep3grWO95CVGp04gMM4,0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366,202533,3,26.60231,10
Mordor - Live in Munich,Running Wild,spotify:track:586JuEkUz9LMuw359tnENM,0.22,0.924,11,-11.801,0,0.0468,3.2e-05,0.0706,0.937,0.273,176.57,264440,4,30.08494,14
Possession,Sisters of Mercy,spotify:track:6zysR7eFOTHtCqimx9TjRb,0.526,0.681,9,-12.883,0,0.0389,0.00744,0.108,0.176,0.522,195.422,282107,4,20.74971,15
Ich geh' unter - Digitally Remastered,Peter Maffay,spotify:track:3HTX1clLQ9zi6pWSkyYWTh,0.826,0.814,4,-6.277,0,0.0321,0.576,0.000112,0.113,0.721,126.548,227373,4,32.77598,9
