0.337	0.823	4	-9.996	0	0.298	0.371	0.484	0.0872	0.59	172.498	489107	4	38.04629	15	1
0.631	0.833	9	-8.695	0	0.0286	0.169	0.0222	0.0745	0.901	126.041	316600	4	48.64395	17	1
0.362	0.641	9	-9.224	1	0.0421	0.407	0.0201	0.184	0.57	173.743	323227	3	36.70889	16	0
0.428	0.324	7	-14.811	1	0.0372	0.567	0.855	0.128	0.155	127.985	227613	3	33.9015	13	0
0.75	0.518	9	-7.087	1	0.0282	0.581	0	0.263	0.612	105.635	180453	4	40.73824	11	1
0.563	0.857	7	-7.618	1	0.0604	0.165	1.83e-05	0.134	0.687	118.29	163053	4	38.47118	9	1
0.698	0.676	11	-11.717	1	0.0277	0.0101	2.57e-05	0.112	0.961	116.486	212760	4	34.91973	9	1
0.456	0.492	9	-10.805	1	0.0297	0.644	1.03e-05	0.251	0.625	166.046	205000	4	28.96831	13	0
0.526	0.319	2	-10.698	1	0.0507	0.241	0.432	0.0782	0.352	113.793	145107	4	43.77136	7	0
0.402	0.824	4	-10.258	1	0.0411	0.127	1.22e-05	0.0623	0.897	176.431	202427	4	53.11151	8	1
0.866	0.505	0	-7.432	1	0.0475	0.322	0.0251	0.0977	0.679	95.004	151907	4	31.78807	11	0
0.621	0.769	5	-8.696	0	0.0547	0.0845	0.000317	0.0369	0.856	121.17	268200	4	81.69722	11	1
0.409	0.512	9	-12.215	0	0.0291	0.0447	7.67e-05	0.493	0.652	172.424	224600	4	28.90613	12	1
0.516	0.842	6	-8.062	1	0.0366	0.0304	0	0.0722	0.718	138.245	204093	4	42.28048	8	1
0.838	0.757	2	-5.399	1	0.0927	0.059	0.0119	0.0271	0.602	124.65	251333	4	21.86511	6	1
0.482	0.85	4	-4.945	1	0.0505	0.0166	0	0.495	0.796	123.796	241320	4	23.24239	13	1
0.317	0.526	0	-13.376	0	0.0401	0.29	0.0302	0.438	0.59	115.501	179899	4	40.77179	8	0
0.616	0.629	8	-6.9	1	0.0263	0.0285	1.32e-06	0.208	0.606	94.004	143213	4	25.51306	6	1
0.384	0.0984	9	-19.957	1	0.0264	0.977	0.962	0.145	0.315	92.267	126027	3	37.00864	7	0
0.541	0.711	9	-13.492	1	0.0383	0.0635	0.0201	0.719	0.588	136.58	291893	4	48.7823	12	1
0.551	0.252	7	-15.555	0	0.0391	0.789	7e-06	0.199	0.324	135.148	237933	4	32.72071	10	1
0.276	0.376	6	-17.616	1	0.087	0.353	0.824	0.539	0.045	116.292	1223800	3	40.68123	52	0
0.399	0.708	10	-4.224	1	0.0387	0.532	7.3e-05	0.41	0.823	170.564	179533	3	47.08617	8	0
0.357	0.391	2	-8.525	1	0.0482	0.527	0	0.0659	0.247	177.82	230960	4	21.99875	8	1
0.541	0.182	9	-14.9	0	0.0294	0.877	0.000718	0.103	0.146	79.399	317027	4	33.44665	16	1
0.547	0.372	4	-13.652	0	0.405	0.714	1.96e-06	0.834	0.667	109.544	188093	4	46.37414	11	0
0.18	0.453	0	-10.914	1	0.0336	0.678	0	0.375	0.427	164.328	219173	4	40.40943	9	1
0.228	0.551	0	-4.862	1	0.0312	0.288	0.165	0.87	0.353	175.626	317413	3	34.10806	14	1
0.408	0.133	9	-22.551	0	0.107	0.969	0.00768	0.0548	0.0558	118.739	220000	4	66.27108	10	0
0.619	0.315	1	-10.36	1	0.044	0.909	0.00384	0.142	0.415	124.209	193360	3	20.44608	11	0
0.691	0.7	7	-10.804	1	0.0511	0.795	0.000296	0.151	0.936	115.968	205840	4	59.50515	10	0
0.674	0.419	7	-12.413	0	0.268	0.747	0	0.0797	0.87	150.131	144760	4	31.83284	9	0
0.39	0.0868	9	-21.06	1	0.0471	0.872	0.2	0.109	0.361	129.5	68400	3	24.36417	5	0
0.409	0.521	10	-9.953	1	0.0335	0.226	0	0.132	0.278	76.82	230853	4	23.77848	12	1
0.351	0.739	4	-9.675	0	0.044	0.345	0.0382	0.369	0.413	127.979	401040	4	33.2849	12	1
0.491	0.85	6	-9.682	0	0.151	0.184	3.1e-06	0.624	0.389	135.113	317675	4	48.16498	13	1
0.697	0.104	7	-16.066	0	0.0612	0.86	0.0311	0.103	0.633	136.337	221770	4	51.82738	11	0
0.219	0.00517	1	-27.169	1	0.0437	0.942	0.886	0.121	0.0371	68.216	423080	5	115.33009	16	0
0.562	0.715	2	-8.481	1	0.0272	0.522	0	0.185	0.908	102.009	157467	4	28.6427	8	1
0.549	0.0946	1	-16.815	1	0.032	0.855	1.25e-05	0.106	0.426	138.75	171267	4	29.63185	7	0
0.536	0.766	0	-9.89	1	0.0522	0.0539	0.0051	0.292	0.758	87.893	217605	4	41.13822	9	0
0.487	0.703	10	-6.711	1	0.0306	0.00922	0.371	0.16	0.573	127.692	70627	4	35.75304	4	0
0.699	0.725	2	-9.315	1	0.18	0.0862	0.0153	0.0584	0.741	109.862	189413	4	53.87844	8	1
0.407	0.739	8	-12.267	1	0.125	0.208	0.000416	0.0922	0.527	128.433	582107	3	30.61787	29	0
0.283	0.458	5	-9.914	1	0.0421	0.263	2.36e-06	0.0971	0.323	86.043	126067	4	24.82858	9	0
0.516	0.201	2	-17.528	0	0.0333	0.937	0.89	0.111	0.319	130.938	1154040	4	29.98125	49	0
0.264	0.831	2	-7.257	0	0.0574	0.0625	0.593	0.175	0.334	91.618	374560	3	56.39602	17	0
0.703	0.826	10	-7.179	0	0.0341	0.0322	0.00629	0.179	0.945	103.564	285373	4	24.04446	13	1
0.382	0.318	2	-12.37	1	0.0539	0.862	0.00076	0.569	0.175	123.59	214307	4	42.80546	10	0
0.558	0.542	7	-11.512	1	0.0329	0.605	1.4e-06	0.153	0.557	147.029	216067	4	44.65706	9	1
0.66	0.829	10	-7.664	1	0.0277	0.029	9.38e-05	0.0734	0.968	123.924	209533	4	37.30197	12	1
0.682	0.436	8	-6.165	1	0.235	0.719	5.03e-05	0.0883	0.877	158.332	118093	4	38.97104	7	0
0.448	0.319	3	-11.655	0	0.0416	0.882	1.29e-05	0.0938	0.465	135.778	126000	3	39.0884	7	0
0.611	0.962	1	-6.66	1	0.1	0.0364	0	0.28	0.635	112.478	160920	4	61.59319	7	1
0.525	0.0201	5	-29.36	1	0.0441	0.93	0.863	0.093	0.239	124.617	230933	4	25.34722	12	0
0.543	0.932	7	-6.764	1	0.0548	0.0305	4.79e-05	0.0318	0.596	93.185	509520	4	20.5629	19	1
0.759	0.567	7	-9.245	1	0.0371	0.37	0.000298	0.102	0.76	97.648	205547	4	48.66764	9	1
0.552	0.432	11	-6.055	0	0.0287	0.845	0	0.115	0.495	94.861	190000	4	20.41572	12	0
0.509	0.0537	7	-16.095	1	0.038	0.78	0.000149	0.168	0.115	136.539	245893	4	65.60245	9	0
0.473	0.436	10	-11.91	1	0.0361	0.346	0.028	0.139	0.317	113.777	318893	4	70.58197	13	1
0.506	0.755	0	-7.345	1	0.0642	0.22	0	0.104	0.875	129.784	162653	4	54.59004	7	0
0.479	0.488	4	-11.633	1	0.031	0.075	4.84e-06	0.153	0.521	113.365	241867	4	49.88054	13	0
0.418	0.402	10	-12.942	1	0.0288	0.226	0	0.103	0.601	133.683	216280	4	31.34278	11	1
0.573	0.172	7	-19.793	1	0.0295	0.835	0.155	0.117	0.205	91.308	209146	3	29.98583	10	0
0.706	0.408	10	-11.242	1	0.0414	0.133	4.32e-06	0.0948	0.762	120.475	159867	4	49.80657	6	1
0.74	0.92	1	-5.16	0	0.0379	0.0007	0.882	0.113	0.962	143.609	277227	4	0	0	0
0.606	0.886	11	-7.102	0	0.0516	0.0221	8.77e-06	0.161	0.718	132.584	284093	4	27.66266	12	0
0.721	0.487	0	-12.947	0	0.0537	0.503	2.84e-06	0.131	0.692	120.958	182560	4	47.58731	8	0
0.653	0.605	5	-11.288	1	0.0621	0.608	0.00124	0.187	0.918	94.395	173973	4	23.5854	10	0
0.331	0.685	2	-18.301	1	0.0504	0.55	0.896	0.13	0.132	98.573	151440	3	30.85123	8	0
0.54	0.675	9	-7.269	1	0.0563	0.214	1.35e-05	0.149	0.827	166.483	263440	4	36.00138	14	0
0.759	0.889	7	-10.592	0	0.0502	0.125	0	0.041	0.886	126.201	225840	4	26.1137	10	1
0.436	0.532	0	-10.766	1	0.0476	0.308	0.00395	0.208	0.845	190.113	310867	4	31.31721	12	1
0.671	0.727	3	-10.617	1	0.0362	0.418	0.0378	0.346	0.918	96.438	184507	4	41.64615	10	1
0.69	0.227	1	-8.181	1	0.0751	0.773	0.342	0.0972	0.497	123.19	139773	5	52.08337	6	0
0.562	0.194	5	-12.573	1	0.0371	0.867	0.0182	0.0621	0.426	120.152	87000	4	25.10346	5	0
0.315	0.433	5	-7.973	1	0.0345	0.659	5.7e-06	0.195	0.408	145.247	204600	4	44.89956	9	1
0.379	0.312	7	-14.96	1	0.032	0.971	0.782	0.0911	0.136	75.594	96467	1	62.04693	5	0
0.466	0.67	7	-7.153	0	0.0463	0.52	0.00293	0.741	0.773	87.549	214507	4	19.87077	8	1
0.423	0.761	6	-9.433	1	0.0731	0.417	0.000573	0.127	0.918	165.581	179467	4	21.28643	11	0
0.461	0.784	9	-6.322	1	0.0379	0.109	2.53e-06	0.24	0.606	91.428	169038	4	22.20418	10	1
0.414	0.434	0	-13.175	1	0.0365	0.394	0.735	0.183	0.907	139.062	126867	4	35.82039	9	0
0.579	0.54	4	-6.962	0	0.0273	0.301	0	0.33	0.713	126.078	201387	4	45.27979	10	1
0.665	0.532	2	-10.793	1	0.0277	0.0889	0.0109	0.296	0.81	117.955	303333	4	45.56181	11	1
0.588	0.568	6	-9.766	1	0.0672	0.16	0	0.0792	0.952	106.938	232760	4	35.84442	12	1
0.642	0.641	2	-12.444	1	0.049	0.154	1.23e-06	0.0475	0.85	120.316	210827	4	31.412	9	1
0.49	0.396	1	-12.507	1	0.057	0.895	0.709	0.0998	0.583	123.562	429813	3	38.25963	19	0
0.431	0.476	1	-12.528	0	0.0322	0.0224	0.000301	0.303	0.423	166.752	225920	4	26.91792	11	0
0.522	0.671	5	-10.745	1	0.0415	0.291	0.0221	0.0743	0.411	133.621	207227	4	42.32252	9	1
0.757	0.514	4	-12.195	0	0.0356	0.204	0.0125	0.0717	0.911	107.691	362267	4	47.70805	16	0
0.622	0.542	2	-12.554	1	0.0292	0.0757	1.02e-06	0.0623	0.877	126.133	216067	4	35.98872	12	1
0.565	0.272	4	-22.26	0	0.0528	0.689	0.982	0.155	0.919	122.132	135080	4	21.62704	6	0
0.366	0.28	4	-10.627	1	0.0297	0.444	0.000117	0.316	0.261	77.333	186000	4	34.16433	11	1
0.507	0.365	6	-10.733	1	0.0378	0.742	0.00807	0.101	0.469	91.182	356560	4	30.73728	10	1
0.42	0.221	9	-14.742	1	0.0512	0.871	0.0236	0.184	0.255	92.387	152640	4	65.01224	7	0
0.403	0.451	6	-10.37	1	0.0379	0.815	5.04e-06	0.0742	0.493	149.773	236727	5	26.03138	11	0
0.707	0.873	5	-8.546	1	0.0667	0.355	0.897	0.151	0.772	94.118	286947	4	18.96217	13	1
0.87	0.564	10	-13.992	1	0.0794	0.00107	0.209	0.0824	0.926	134.484	591573	4	26.98748	21	1
0.644	0.633	0	-8.006	1	0.0261	0.102	6.82e-05	0.227	0.647	115.191	194453	4	34.44227	13	1
0.562	0.637	11	-11.527	0	0.0836	0.6	2.04e-06	0.0609	0.514	109.81	186533	4	22.20289	9	0
0.274	0.404	4	-13.541	0	0.0406	0.531	0.937	0.979	0.125	124.371	391920	4	62.10586	17	0
0.453	0.0221	1	-23.831	1	0.061	0.995	0.944	0.11	0.2	136.13	231491	5	17.37656	12	0
0.784	0.708	2	-9.141	1	0.11	0.457	7.5e-05	0.0913	0.749	120.109	233600	4	62.51701	11	1
0.467	0.531	10	-10.632	1	0.0471	0.644	0	0.0392	0.724	172.753	156667	4	34.40823	7	1
0.648	0.516	7	-10.272	1	0.0691	0.0656	1.85e-06	0.0452	0.922	163.845	221360	3	42.72593	12	1
0.676	0.339	1	-13.805	1	0.0509	0.717	9.77e-06	0.109	0.756	136.882	174840	4	27.49278	8	1
0.464	0.741	8	-13.23	0	0.0891	0.0999	0.867	0.0731	0.478	102.479	481040	4	18.65582	19	0
0.668	0.391	9	-8.654	0	0.0274	0.0663	0.0838	0.111	0.342	110.408	276200	4	28.42033	15	0
0.526	0.924	4	-6.386	1	0.0461	0.0949	3.07e-06	0.282	0.962	102.477	163800	4	66.27654	7	1
0.815	0.813	5	-5.992	1	0.0365	0.224	0	0.403	0.968	104.974	187267	4	37.0295	11	1
0.462	0.941	2	-3.679	1	0.0366	0.000153	0.797	0.127	0.523	132.446	222333	4	51.86081	10	0
0.661	0.667	0	-15.021	0	0.0804	0.00164	2.64e-05	0.345	0.789	126.769	201867	4	36.38434	8	1
0.645	0.598	1	-13.18	0	0.0335	0.221	3.53e-06	0.0721	0.913	105.929	227267	4	18.9211	12	1
0.625	0.625	7	-8.743	0	0.0959	0.545	0.913	0.181	0.76	94.953	224507	4	31.53758	10	0
0.323	0.775	4	-9.027	1	0.2	0.0222	5.71e-05	0.291	0.703	167.235	205543	4	30.9958	12	0
0.667	0.394	9	-8.741	1	0.0259	0.66	0	0.0653	0.531	108.432	155373	4	27.13686	10	1
0.63	0.0636	3	-17.572	1	0.0692	0.97	0.00735	0.093	0.2	79.639	204963	3	52.02201	9	0
0.387	0.0287	7	-18.887	1	0.0389	0.945	1.58e-05	0.139	0.162	70.639	222267	4	35.25165	11	1
0.343	0.911	2	-8.807	1	0.0796	0.0113	0.00149	0.283	0.435	147.73	223253	4	26.8474	13	0
0.487	0.489	9	-6.457	0	0.0296	0.411	1.21e-05	0.138	0.457	79.708	229018	4	35.72675	7	0
0.455	0.154	9	-14.251	0	0.036	0.941	4.36e-06	0.171	0.236	129.15	296053	4	26.91872	13	0
0.599	0.557	1	-9.846	1	0.0429	0.0611	0.0819	0.232	0.794	118.368	345093	4	32.36779	12	1
0.55	0.459	7	-14.171	1	0.0482	0.648	0	0.102	0.849	149.192	133347	4	58.32037	4	1
0.267	0.204	2	-13.714	1	0.0317	0.527	0	0.0924	0.0903	169.486	265973	4	41.42	13	1
0.669	0.533	0	-14.096	1	0.0273	0.261	0	0.156	0.847	92.273	200467	4	24.54361	10	1
0.547	0.28	5	-14.353	1	0.027	0.932	0.00782	0.188	0.653	103.342	141773	4	27.59955	8	1
0.466	0.548	0	-8.321	1	0.0252	0.0928	0	0.293	0.439	109.965	237973	4	54.97598	10	1
0.594	0.725	11	-11.192	0	0.0772	3.01e-05	0.911	0.162	0.547	129.121	144347	4	34.707	6	0
0.545	0.43	1	-13.029	0	0.0395	0.589	0.00432	0.103	0.476	142.401	236227	4	49.51908	10	0
