Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
Jessie	Joshua Kadison	spotify:track:4n8iSiSWRdaSeSpJMbdk9O	0.648	0.464	7	-11.592	1	0.0287	0.426	4.93e-06	0.262	0.512	142.924	319027	4	28.62967	16	1
Blind Man	Aerosmith	spotify:track:0sjPYRacvarCBduZaKdbJW	0.436	0.792	9	-3.375	1	0.0341	0.0179	0	0.0828	0.459	77.523	240533	4	40.4195	9	1
Expresso	The Monochrome Set	spotify:track:0x1Z6a29Fts0ybkqQ8GyIH	0.649	0.608	1	-13.157	1	0.114	0.00177	0.54	0.0628	0.944	101.036	193800	4	32.84479	9	0
Telepathic Exotika (Fred Giannelli Mix)	Chris & Cosey	spotify:track:2L7cJJHCSaKT0c1PVGl8DV	0.796	0.9	7	-8.757	1	0.0747	0.0125	0.907	0.097	0.227	130.884	545733	4	24.71074	23	0
What's Stopping You	The O'Jays	spotify:track:1gDOy8j5gPr8kpQwtXZGSm	0.783	0.637	9	-7.374	1	0.0552	0.434	0	0.0746	0.861	177.545	256581	4	47.35935	9	1
All That I Can Say	Mary J. Blige	spotify:track:6qgjAQbWw60HEuiZ5vM1Cc	0.665	0.727	9	-7.324	0	0.0559	0.0102	0.00126	0.241	0.515	95.926	330467	4	42.07162	12	1
How Much Is Enough	The Fixx	spotify:track:7vuN1z8YZjzu00F8sQkzUG	0.627	0.918	0	-8.268	1	0.0585	0.119	2.19e-06	0.173	0.655	110.929	230560	4	32.96662	10	1
If I Were A Carpenter	Tim Hardin	spotify:track:29WbmCTrjbMTxbsR5WiHFz	0.644	0.151	7	-18.309	1	0.0402	0.908	0.00215	0.122	0.71	79.765	161333	4	40.51058	8	0
Tic Tic Tic - (Extended Version) My Dream Is Yours (1949)	Doris Day	spotify:track:3MM33kBO1cOewAyBv7WY9x	0.772	0.338	7	-12.007	1	0.0597	0.826	2.24e-06	0.134	0.883	123.548	152533	4	38.91808	7	0
Step by Step	New Kids On The Block	spotify:track:6J6RWKCPN5RFKHUKEUFjxS	0.787	0.63	0	-12.295	1	0.0609	0.0274	6.69e-06	0.161	0.882	125.347	267293	4	46.14574	13	0
Connection	Elastica	spotify:track:53LZqMzQEnjBkFXPqOq0cD	0.684	0.694	3	-5.776	1	0.0375	0.000351	0.7	0.0496	0.882	121.342	140480	4	52.18907	5	1
Rock Me	Steppenwolf	spotify:track:5Eg2ruMUtdwmvISzZJ5V3K	0.594	0.929	0	-7.931	1	0.036	0.0648	0.0175	0.27	0.786	126.448	219533	4	59.87979	8	0
Charade - Remastered	Blossom Dearie	spotify:track:5CmMqObB8EOYmGqwDi4gjR	0.411	0.283	7	-16.55	0	0.0731	0.91	0.00194	0.126	0.503	187.862	117627	3	46.02267	6	0
Keepin' Up	Alabama	spotify:track:0HgpiaXip83f5BARVLfvu2	0.677	0.756	4	-7.063	1	0.0245	0.0272	0	0.0981	0.805	133.921	185373	4	32.13054	11	1
Lullaby	The Cure	spotify:track:4d4oXk7O2lEhZ83ivV93li	0.718	0.557	9	-10.679	1	0.0328	0.185	0.707	0.055	0.586	94.095	249880	4	43.43522	10	1
Images	The Freeborne	spotify:track:5jWsTOFel1SeifrWFd5yLH	0.336	0.486	0	-11.583	1	0.0279	0.6	0.646	0.081	0.748	107.888	217467	4	42.05475	10	0
Everyday & Everynight	Yvette Michele	spotify:track:5sIzSNxjMHT4oOajhanNVY	0.72	0.559	10	-7.519	0	0.259	0.0952	0.0148	0.172	0.597	97.865	211400	4	33.83296	5	1
Beauty	Dru Hill	spotify:track:125dAqUSmX1nOG50fBz9vb	0.725	0.279	0	-14.346	0	0.0701	0.592	0	0.0869	0.471	119.787	272560	4	24.25556	9	1
Andy Warhol	Treepeople	spotify:track:3uSvYxp7LFSiqfeOOZ94cl	0.131	0.932	9	-5.473	1	0.0664	0.000383	0.848	0.246	0.198	167.351	172600	4	30.33124	8	0
A Walk	Bad Religion	spotify:track:5hSqYDZhfykxlSb6jBEA4A	0.341	0.945	0	-5.264	1	0.0913	5.3e-05	0.00308	0.133	0.629	170.326	134133	4	23.38585	5	0
One Million Kisses	Half Japanese	spotify:track:3cuhPHZIShJvrVST5gkejp	0.61	0.822	2	-12.562	1	0.0306	0.284	0.0006	0.0682	0.968	141.706	115440	4	41.23724	6	0
Don't You Care	The Buckinghams	spotify:track:5QNlCdDeOL1WCFBc6aG8VU	0.404	0.493	6	-14.063	0	0.0458	0.0606	0	0.235	0.614	142.085	148733	4	38.05706	9	0
Jealousy	The Adventures Of Stevie V	spotify:track:0cIUZg5uaTRmvktHJEbDPu	0.85	0.742	4	-7.747	0	0.0733	0.0338	5.13e-06	0.0743	0.686	118.808	215403	4	59.89614	9	1
Too Much Passion	The Smithereens	spotify:track:1ek0Z7yy6WxDfaVuyvvuPK	0.668	0.621	6	-9.601	1	0.0247	0.218	0	0.108	0.924	91.861	275733	4	46.13773	11	1
Stars	Hum	spotify:track:6lQE6LF3MU63Z6VyhPxaV3	0.271	0.742	2	-12.669	1	0.0529	0.000285	0.26	0.0601	0.148	91.844	309107	4	26.17668	9	0
Last Night On Earth	U2	spotify:track:19Sbxm5YTEFwpCYMxrw1gz	0.552	0.696	1	-8.374	1	0.0324	0.00661	0.00104	0.0721	0.52	116.175	285667	4	19.03744	14	1
The Day We Find Love	911	spotify:track:1aqGEA5h6OyeTOjamOqQdB	0.587	0.574	11	-8.505	0	0.0232	0.041	0	0.145	0.521	83.989	292427	4	48.22705	11	0
You Can Make History (Young Again)	Elton John	spotify:track:3ca91BX2k7GSzEUsx1mPgI	0.664	0.739	2	-9.005	1	0.0262	0.106	0.0542	0.333	0.458	92.257	293973	4	42.50341	14	1
Damask Rose	Vangelis	spotify:track:4OqxR8Sahk7X5NdVMaNlZq	0.171	0.0369	2	-28.546	0	0.0455	0.308	0.399	0.173	0.0272	121.354	152827	4	31.92171	8	0
Only Love (The Ballad Of Sleeping Beauty)	Sophie B. Hawkins	spotify:track:0JVeSuoJzA8O8zbkZmZMPT	0.656	0.733	9	-6.87	1	0.031	0.425	0	0.0712	0.437	104.999	302693	4	35.55603	17	1
Break Stuff	Limp Bizkit	spotify:track:4WJNMSihHL8e4hs9SkBq9C	0.432	0.884	8	-6.659	1	0.13	0.0127	0.000527	0.166	0.624	108.948	166707	4	56.89235	8	0
Again	Janet Jackson	spotify:track:0IaMMHVbpJ0LrRAeigWOXr	0.358	0.287	0	-9.51	1	0.0303	0.882	0.00607	0.186	0.189	130.128	227133	4	59.81989	8	0
House Of Love	Amy Grant With Vince Gill	spotify:track:1NLUdUNqji3A8G1UMKHicV	0.526	0.811	1	-3.818	1	0.0338	0.444	0	0.0635	0.719	160.98	276933	4	29.97714	13	1
Please Don't Go	K.W.S.	spotify:track:41DTJjf2ZT7dTuZOKBNKbb	0.725	0.954	8	-7.234	1	0.0375	0.0437	0.0857	0.132	0.594	120.248	373600	4	33.30201	14	1
I Still Love You All	Kenny Ball	spotify:track:6ErGANRndGljcaajuyMC7m	0.262	0.691	5	-9.708	0	0.0542	0.642	1.73e-06	0.519	0.864	203.77	127880	4	28.26386	7	0
The Way I Feel About You	Karyn White	spotify:track:5LLRxnEQAbnQNzLK0mAC2R	0.673	0.888	1	-7.056	1	0.0364	0.261	0.000134	0.234	0.801	110.772	275467	4	51.84416	13	1
Man On The Moon	R.E.M.	spotify:track:4jLv3tDBu8ww2R07DvL12s	0.667	0.699	7	-7.574	1	0.026	0.42	0.000442	0.201	0.655	118.567	314173	4	65.08031	12	1
We're Not Making Love No More	Dru Hill	spotify:track:0fW2lTbzO1dcd2uahQUtwV	0.569	0.511	3	-6.88	0	0.0349	0.257	0	0.0997	0.193	114.047	292507	4	54.07153	13	1
Just Like Me - Remix	Paul Revere & The Raiders	spotify:track:2UYmhNeMJJzfanoTuZleBQ	0.558	0.754	0	-9.922	1	0.0621	0.346	7.88e-06	0.505	0.79	125.421	144000	4	23.45266	8	0
Cruise Your New Baby Fly Self	Girls Against Boys	spotify:track:2p3T60o0WzqcgFt2zh9kr5	0.332	0.879	4	-12.476	0	0.0521	1.78e-05	0.675	0.135	0.712	137.642	191560	4	44.67863	11	0
Don't Say Goodbye Girl	Tevin Campbell	spotify:track:2rVXKUyHxMoWk7vTyOcYIH	0.607	0.714	5	-9.776	0	0.0536	0.00805	1.24e-05	0.213	0.573	165.939	270652	4	31.80039	11	1
Funk Boutique	The Cover Girls	spotify:track:39Ef64qWq2zWhHAZzLB01M	0.629	0.857	6	-10.33	0	0.0396	0.00723	0.331	0.083	0.685	115.781	402940	4	21.43915	17	1
Sunset Now	Heaven 17	spotify:track:2J2FS4xCQjpOlGYuAQNrmv	0.723	0.816	8	-10.816	0	0.0377	0.123	0.00663	0.111	0.629	140.156	223573	4	23.24599	10	0
Lights	Journey	spotify:track:7EHmKkyAr6MZv5Y2FdZbXw	0.193	0.5	7	-9.903	1	0.0381	0.108	0.0067	0.332	0.354	207.639	190333	3	39.12345	8	1
3 Strange Days	School Of Fish	spotify:track:2Zd1hLu5AswuxE7xAYLvc9	0.518	0.619	3	-9.833	1	0.0294	0.000484	0.00141	0.631	0.46	102.202	312355	4	37.39908	12	0
Everybody Everybody	Black Box	spotify:track:6wBMTv8yTiNh50fqTkT0JC	0.712	0.785	5	-6.418	0	0.0386	0.00366	7e-06	0.0878	0.975	117.644	247002	4	33.70905	11	1
Knockin' On Heaven's Door	Guns N' Roses	spotify:track:7gXdAqJLCa5aYUeLVxosOz	0.486	0.747	6	-7.248	1	0.0407	0.0203	0.00607	0.0992	0.368	132.29	336000	4	39.35195	15	0
Havana	Kenny G	spotify:track:3h94vp5QyqopAwVolKhM5l	0.403	0.328	0	-12.372	0	0.033	0.807	0.785	0.228	0.291	113.075	440400	4	52.75216	15	1
Written All Over Your Face	The Rude Boys	spotify:track:3gk0lATx6SBRaJi1ZkBbc8	0.806	0.528	7	-12.126	1	0.0633	0.431	0	0.264	0.802	133.943	381040	4	48.44389	15	1
Jump!	The Movement	spotify:track:0tWafhSMBKXG1xcz6OPDNx	0.521	0.765	0	-14.367	1	0.0912	0.0027	0.0419	0.33	0.0924	135.025	235360	4	21.83266	9	1
Padlock - Larry Levan Mix	Gwen Guthrie	spotify:track:2ZM6cFkNH1YgLQKcj7PkHx	0.735	0.863	5	-6.672	0	0.0436	0.0428	0.0015	0.0878	0.906	115.321	418133	4	35.23779	18	0
Through The Rain	Tanya Blount	spotify:track:7lVEDSLP9MIhViYNV0oVtb	0.679	0.494	5	-8.894	0	0.0405	0.0568	1.31e-05	0.0441	0.561	150.126	310493	4	36.7167	15	1
Don't Say You Love Me	M2M	spotify:track:65i1UPsUtPlEVzewEZR6sY	0.627	0.723	1	-6.241	0	0.0341	0.0141	3.66e-05	0.118	0.596	97.555	225200	4	39.96201	9	1
How Did I Get By Without You?	John Waite	spotify:track:38IDDkncsXoh1Q0weShawp	0.574	0.586	7	-9.007	1	0.0246	0.101	9.44e-06	0.0524	0.511	88.42	244667	4	37.39275	10	1
Watermelon Crawl	Tracy Byrd	spotify:track:3Q9t1A12iUemHTAWnH7PjD	0.759	0.723	0	-9.315	1	0.028	0.173	0	0.179	0.962	136.746	181973	4	37.5427	8	1
Slowly, Slowly	Magnapop	spotify:track:31Hf2KX6ty3eiUYRXoCpWB	0.697	0.567	2	-10.122	1	0.0585	0.00182	0.143	0.368	0.963	125.823	217293	4	23.52014	10	0
Strange Currencies	R.E.M.	spotify:track:22L2W5zBju0h7mFSfFzUJW	0.325	0.597	0	-7.224	1	0.0311	0.141	0.0312	0.264	0.358	182.803	233427	3	60.77712	10	1
Call It Poison	The Escape Club	spotify:track:3lxGEScEFa9EndItaMZW2O	0.63	0.727	10	-7.256	0	0.0412	0.00237	0.000364	0.29	0.559	110.747	294427	4	29.02736	11	1
Staring At The Sun	U2	spotify:track:3fsTb3a8l5kJrtzpl04Ljr	0.533	0.702	9	-8.504	0	0.0265	0.0549	0.0221	0.27	0.515	140.201	276800	4	51.92991	13	1
5 Miles To Empty	Brownstone	spotify:track:2kJxVNGxZSENlLGCdV8AIV	0.671	0.733	3	-10.884	0	0.0283	5.01e-05	0.858	0.0745	0.803	123.577	225933	4	31.81401	10	1
Black Hole Sun	Soundgarden	spotify:track:2EoOZnxNgtmZaD8uUmz2nD	0.35	0.828	6	-5.373	1	0.041	0.000217	0.000161	0.0774	0.147	105.435	318587	4	46.80137	9	0
It Must Have Been Love - From the Film "Pretty Woman"	Roxette	spotify:track:6qB7YcFpeBEQa0D6QO482y	0.52	0.652	5	-6.655	1	0.0274	0.34	5.49e-05	0.256	0.722	80.609	258787	4	24.74831	12	0
Afro Puffs	The Lady Of Rage	spotify:track:287tdUcso07UAu5jxXB2BQ	0.799	0.876	10	-3.661	0	0.242	0.0424	1.08e-06	0.308	0.525	91.35	288333	4	19.83852	12	1
Detroit	Rancid	spotify:track:06yrcI03mmIh5bNtGMn2k5	0.318	0.932	9	-7.003	1	0.0611	0.00139	1.13e-06	0.0754	0.667	133.198	144400	4	33.54382	7	0
Amazing	Aerosmith	spotify:track:6beFuzSjwhOKFZp2aqYDdY	0.308	0.747	0	-5.434	1	0.037	0.0645	8.27e-05	0.431	0.278	139.454	356160	4	37.51634	14	1
Marijuana	The Reverend Horton Heat	spotify:track:61bdPPJFoRLK4zrmOALWdh	0.471	0.937	1	-7.195	0	0.0579	9.86e-05	0.81	0.0643	0.488	145.817	289760	4	20.07868	16	0
Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini	Brian Hyland	spotify:track:3Aug2RunJbjGiz2CTtWu5l	0.803	0.402	2	-13.233	1	0.0816	0.693	0	0.0271	0.967	122.142	143800	4	44.18731	7	0
Rub You The Right Way	Johnny Gill	spotify:track:40xz60ciGIpsRtDqRfPKBE	0.66	0.873	10	-6.952	1	0.0461	0.0152	0.00324	0.331	0.864	111.872	332307	4	21.96535	14	1
Breakin' My Heart (Pretty Brown Eyes)	Mint Condition	spotify:track:18sytW2s53Of6NVudQyUlH	0.672	0.52	7	-9.965	0	0.0407	0.0985	1.28e-06	0.0365	0.551	137.213	356960	4	70.72309	14	1
Your Love	Keith Sweat	spotify:track:0KgbwF3wEBvPWPwwTLo9iR	0.574	0.313	2	-14.227	1	0.0537	0.0526	4.76e-06	0.174	0.496	139.94	290800	4	27.94835	12	1
Jump On It	Sir Mix-A-Lot	spotify:track:3G1lmq2hDoJZlemVcJNFK0	0.908	0.938	2	-5.682	1	0.201	0.0691	0	0.799	0.751	113.974	300533	4	24.01126	9	1
Roll Back The Meaning	Donald Fagen And Walter Becker	spotify:track:7sZ0aGhmWNbAMjsnUwbrZp	0.667	0.502	9	-16.484	1	0.0392	0.691	0.0043	0.0958	0.646	136.061	227068	4	28.95721	12	0
Superman's Song	Crash Test Dummies	spotify:track:3lcP1anKWxdp6IRNF9vGhu	0.406	0.124	10	-19.825	1	0.0342	0.613	1.08e-06	0.108	0.316	168.4	271600	4	26.43334	17	1
Til I Hear It From You	Gin Blossoms	spotify:track:59IMJ1XHmOXRFE072RQafl	0.555	0.797	9	-6.653	1	0.0319	0.0645	0	0.322	0.652	124.396	230800	4	38.83888	10	0
Cruel Summer	Ace Of Base	spotify:track:4AxVXHgv0clBuS4dl4S7Gw	0.721	0.842	1	-1.97	0	0.0279	0.013	0.00187	0.076	0.882	109.966	215360	4	35.75785	7	1
Golden Brown	Drive Like Jehu	spotify:track:5l4zPdlofTzTjlcUJ0eMGf	0.353	0.996	2	-6.011	1	0.0869	1.52e-05	0.81	0.382	0.153	99.715	194533	4	97.70775	5	0
Bella	Mijares	spotify:track:6NEZnVWFbIRfLLibyIxNNW	0.356	0.761	11	-8.935	1	0.0612	0.311	0	0.0483	0.334	89.948	224080	4	37.14716	11	0
Days of the Broken Arrows	The Idle Race	spotify:track:7ja7aQuGPAxk9jW4hlOTfI	0.469	0.72	4	-8.02	1	0.0494	0.533	1.31e-06	0.233	0.655	128.685	231347	4	31.64781	9	0
I've Got Your Number	Nancy Wilson	spotify:track:4INB2v0Jh09BEnRL0vmeII	0.586	0.174	8	-18.103	0	0.0518	0.636	0	0.297	0.703	121.036	136240	4	22.53906	9	0
Whenever You're Near Me	Ace Of Base	spotify:track:6WbvcrrQeCDPJimzVDxHBk	0.626	0.863	0	-4.625	1	0.0362	0.0862	0.000841	0.0793	0.636	97.067	211453	4	41.68036	9	1
Native Place	The Railway Children	spotify:track:5YqRzwFt5dvdjTsG93A7QD	0.58	0.85	8	-7.056	1	0.0275	0.0201	0.0117	0.136	0.787	124.836	233173	4	38.03087	10	0
Happy to See	Small Factory	spotify:track:2MO3B6j9gOBQeuYiR3aYVk	0.503	0.878	0	-7.817	1	0.0302	0.0562	0.000928	0.322	0.958	153.283	133000	4	22.53128	9	0
The Chicken	James Brown	spotify:track:0E03DP0eGsuugsn9Gkt8c1	0.715	0.407	5	-11.502	0	0.0472	0.198	0.637	0.153	0.762	96.563	244987	4	49.30653	12	0
On Green Dolphin Street	Grant Green	spotify:track:6gqpJqDXHqu5KyLNKB3isv	0.582	0.173	5	-18.759	0	0.0376	0.881	7.9e-05	0.0987	0.477	93.564	386933	4	47.13879	15	0
Easy	Faith No More	spotify:track:4Y3WqmBWmG23thvU9xEhMv	0.506	0.554	10	-6.743	0	0.0339	0.339	0.000355	0.112	0.375	124.724	186960	4	27.71682	7	1
Downtown	Petula Clark	spotify:track:6WwoEE06UHJkFuzytECQ49	0.478	0.565	4	-9.565	1	0.0455	0.819	0	0.411	0.612	118.307	184533	4	23.74613	9	0
Friday's Child	Nancy Sinatra	spotify:track:0RwQSjXr7kPSVuA5BmiTIO	0.38	0.568	1	-6.47	0	0.0325	0.702	8.63e-05	0.0809	0.646	175.008	145840	3	45.64303	8	0
Hold Me Now	Thompson Twins	spotify:track:2L4t22pGXu9Icp6L7PHd14	0.788	0.624	7	-9.289	1	0.0313	0.631	4.19e-06	0.101	0.877	108.236	285560	4	73.90927	10	0
Christian Woman	Type O Negative	spotify:track:3634aKisKlGdUfD9V3MOY5	0.285	0.619	11	-8.965	1	0.04	0.148	0.0243	0.22	0.131	90.019	538107	4	28.45647	17	0
Hello It's Me	Todd Rundgren	spotify:track:2ckXnzyvgva2oE9FWjb405	0.578	0.848	5	-6.842	1	0.0261	0.0563	0.00426	0.0963	0.779	87.246	264093	4	46.65353	11	0
It Takes Two	Marvin Gaye	spotify:track:14NVzD8MXI9hCvKK6FSJaI	0.333	0.703	10	-5.498	1	0.0653	0.345	0	0.083	0.842	75.401	176000	4	40.06711	10	0
When I Fall In Love (From "Sleepless In Seattle")	Celine Dion And Clive Griffin	spotify:track:5kqmgfPEUWtDGWOvop4sP2	0.19	0.241	8	-13.251	1	0.0322	0.577	0	0.0952	0.107	68.353	260827	4	68.96294	11	1
I Wonder If Heaven Got A Ghetto	2Pac	spotify:track:2dKxXi4c1Y8sbcxavCbkfb	0.928	0.687	1	-4.813	1	0.096	0.105	3.53e-06	0.051	0.782	108.054	279853	4	27.70029	13	1
The Secret Ocean	Elf Power	spotify:track:50KUFJclysZnDp69onxM9y	0.188	0.805	9	-5.874	1	0.0373	3.33e-05	0.0127	0.0329	0.651	148.75	179107	4	56.8084	6	0
Sweet Nothin's - Single Version	Brenda Lee	spotify:track:70AZYcdYmiqsTsUt9wbLV8	0.788	0.331	5	-12.729	1	0.0638	0.776	2.33e-05	0.211	0.95	125.228	143333	4	35.74177	6	0
Water Runs Dry	Boyz II Men	spotify:track:7yhmvQh1JOzbNiNFQo4Tfc	0.589	0.368	0	-12.979	1	0.0264	0.475	0	0.108	0.523	89.626	201400	4	32.73671	11	1
Give It To You	Jordan Knight	spotify:track:6xNnPtnmqpktZLFkgT21u7	0.83	0.655	7	-7.072	1	0.0544	0.0552	1.09e-06	0.0567	0.653	134.869	289760	4	33.32386	11	1
If You Want Me to Stay	Etta James	spotify:track:3ux4SABKVVgyXzB0A4D2zQ	0.836	0.478	6	-10.935	1	0.0572	0.157	0.0103	0.0824	0.245	101.36	320840	4	75.85182	8	0
Let's Get Rocked	Def Leppard	spotify:track:74fwEVZtBveVqNuuvYKRNN	0.566	0.884	5	-6.729	1	0.0296	0.00909	5.09e-05	0.187	0.505	92.007	295957	4	23.87625	16	0
Tour	Capleton	spotify:track:0rfs9GDi3zUljlHSzZDL1v	0.848	0.896	1	-3.871	0	0.323	0.223	0	0.229	0.758	129.147	212547	5	25.46329	10	1
I'm Goin' Down	Mary J. Blige	spotify:track:0I5mUa3CZPcsrWwlUmTWkV	0.572	0.324	0	-9.297	1	0.0511	0.737	0	0.124	0.234	94.047	222333	3	35.76709	11	1
3 A.M. Eternal	The KLF	spotify:track:1tI36YWFNZuDJa033aMVSl	0.631	0.907	1	-11.208	1	0.0558	0.00129	0.0401	0.904	0.805	119.259	192458	4	19.71964	9	1
You're The Inspiration	Peter Cetera Featuring Az Yet	spotify:track:2ukfmf2Yup3nwpIyV8znKz	0.645	0.6	10	-7.605	1	0.0252	0.0834	0	0.0599	0.411	143.48	246880	4	42.81537	9	1
Heal Yourself And Move	Theo Parrish	spotify:track:5q71tXlqJa5PrNFLT6bBWM	0.826	0.458	8	-14.385	0	0.0709	0.379	0.793	0.0954	0.354	118.869	617493	4	39.71856	21	0
Never Too Busy	Kenny Lattimore	spotify:track:0usjZV6Bed30idVp5a1Ju1	0.761	0.423	4	-10.152	0	0.0694	0.0953	0.00166	0.0872	0.75	167.973	331813	4	33.95836	15	1
Doctor Doctor	UFO	spotify:track:0k6WmaM1k6gegrjKY8vmtJ	0.384	0.691	5	-9.061	1	0.0328	0.0167	0	0.19	0.733	140.501	167573	4	35.4818	8	0
Drain You	Nirvana	spotify:track:5Ddlk6C2JVxb1SReZ6O1wk	0.325	0.929	11	-5.625	0	0.0695	0.000129	2.22e-06	0.184	0.198	133.358	223880	4	43.94998	7	0
Ode To My Family	The Cranberries	spotify:track:1eQuRtkMEPhf2DGzpBVTE6	0.367	0.443	7	-10.11	1	0.0235	0.0472	1.46e-06	0.344	0.149	93.93	271533	4	56.2148	12	0
I Want To Come Over	Melissa Etheridge	spotify:track:7tOEXhPdFosbBcQrAISAfl	0.537	0.488	9	-9.874	1	0.0316	0.0631	0.00295	0.108	0.538	113.796	324667	4	44.7144	13	1
Female of the Species	Space	spotify:track:5beiMMlsINDI5fxRdF0D42	0.654	0.773	7	-6.484	0	0.027	0.0123	0	0.155	0.677	108.03	199067	4	57.08935	9	0
Just Another Day	John Mellencamp	spotify:track:55MW5FDncO7dP8SE5fYboa	0.715	0.738	0	-5.674	1	0.0325	0.096	0.000136	0.0978	0.896	144.145	207893	4	40.21719	10	1
Between the Bars	Elliott Smith	spotify:track:7BhZDvzJV21Dd5bY9xvtII	0.519	0.0774	7	-23.593	0	0.0629	0.937	0.886	0.107	0.353	135.245	141200	3	36.96006	8	0
Good Golly Miss Molly	The Swinging Blue Jeans	spotify:track:5Yi1Fh3yymr9lwFYFCjtk0	0.404	0.711	9	-10.676	1	0.0312	0.143	0	0.299	0.965	146.643	125107	4	41.98154	7	0
Get Lifted	Keith Murray	spotify:track:544gpqcu9htj6mnufI5pk7	0.849	0.549	2	-10.698	1	0.348	0.53	0	0.0552	0.696	92.585	242103	4	19.10599	12	1
It's A Miracle / Miss Me Blind	Culture Club	spotify:track:2vexD4fGrQ2VI6mqogjjnD	0.84	0.513	10	-13.264	0	0.0612	0.0344	0.00549	0.0588	0.673	121.873	550933	4	24.41223	26	0
Another Weekend	Five Star	spotify:track:3ZzNgOuSh3X8ojL7AQlXAg	0.754	0.914	0	-9.197	1	0.0367	0.126	0.0354	0.0282	0.921	111.087	320973	4	26.75638	10	0
You	Jesse Powell	spotify:track:0hcW7qPqWWJc8189OaqQvX	0.728	0.324	0	-9.467	0	0.0258	0.307	0.00198	0.0554	0.252	112.212	318467	4	26.51395	14	1
Red House	Shudder To Think	spotify:track:2I4LOQquNM0Fbj73SiFuWF	0.539	0.669	0	-9.908	1	0.0389	0.00361	7.02e-05	0.274	0.552	141.41	212140	4	34.7936	11	0
I Want To Be In The Land Of Milk And Honey	Vicki Anderson	spotify:track:4MRrCCjo6U3oBBunSlcyjB	0.528	0.28	5	-10.985	1	0.0599	0.416	4.8e-05	0.135	0.542	111.472	174773	4	44.72037	9	0
You've Really Got A Hold On Me - Mono	The Miracles	spotify:track:3vwyRdYaHX6fQU04bOuWeq	0.682	0.399	0	-10.671	1	0.0309	0.777	0	0.245	0.557	118.138	179907	3	28.67997	8	0
Islands of the Orient	Vangelis	spotify:track:6yzWjmKhcghia7k1YLaA1s	0.303	0.39	7	-15.291	1	0.0382	0.551	0.843	0.189	0.132	119.782	444200	4	30.39849	20	0
Tom's Diner	DNA Featuring Suzanne Vega	spotify:track:7f9sC9fvtjYSZYOLSmKJlq	0.86	0.439	6	-12.264	0	0.0496	0.0204	0.0147	0.0465	0.725	99.144	228307	4	35.07609	11	1
Yolanda	Reality	spotify:track:6auKJC7E0UN96e3kQuEaT1	0.763	0.678	8	-9.25	0	0.0577	0.00049	2.26e-06	0.013	0.943	123.927	307049	4	30.25096	13	1
Slicker Drips	The White Stripes	spotify:track:5vP40XK8zauGwlSKgBWLxV	0.277	0.977	0	-1.82	0	0.256	0.428	0.751	0.154	0.722	138.265	90600	5	37.73211	4	0
Out of Hand - Extended Version	The Mighty Lemon Drops	spotify:track:4w05QDY5c3KnoFoiuUFhf3	0.596	0.853	9	-10.233	1	0.0297	0.00163	8.28e-05	0.293	0.739	114.845	327733	4	34.18132	17	0
Secret	Madonna	spotify:track:15FcP9qwmIKqaD5NhfhNpu	0.813	0.655	1	-7.884	1	0.0262	0.101	6.65e-05	0.146	0.46	99.982	304933	4	27.74914	13	1
Serious Kinda Girl	Christopher Max	spotify:track:2Y3299bX3dNCgtsXv2DZ67	0.77	0.596	7	-12.194	1	0.0527	0.0122	0.00311	0.0483	0.93	112.107	281800	4	26.62103	11	1
Jamboree	Naughty By Nature Featuring Zhane	spotify:track:3MPKTMJIxlORqcxw542HHK	0.849	0.635	0	-9.425	1	0.266	0.0344	0	0.082	0.856	92.003	213907	4	23.06675	11	1
You Have The Right To Remain Silent	Perfect Stranger	spotify:track:7KgBgVGO5Ey46Z8r78eKAG	0.577	0.436	2	-10.988	1	0.0275	0.411	0	0.107	0.442	163.928	210867	4	40.08354	11	1
Supermodel (You Better Work)	RuPaul	spotify:track:1AAwAM9IjTlvi8x10kc2I1	0.792	0.562	7	-11.379	1	0.0929	0.0152	7.48e-05	0.428	0.592	126.222	239933	4	32.85669	8	1
Win Or Lose	Sam Dees	spotify:track:3rbkg8h6onwZLP0QJXt6oI	0.592	0.575	2	-11.549	1	0.233	0.0834	0	0.141	0.755	143.045	174333	4	40.59769	8	0
Turn The Beat Around (From "The Specialist")	Gloria Estefan	spotify:track:7c1Bvtl2u7t2aTU3wj22Gi	0.73	0.739	6	-9.113	0	0.0364	0.0137	0	0.0711	0.567	130.045	231827	4	38.84106	9	1
The Keys to the Car	Michael Nesmith	spotify:track:0tGDOLyVhj1eRt8kIWHYUN	0.51	0.417	0	-10.215	1	0.0267	0.338	0	0.125	0.839	74.071	172627	4	31.31742	9	0
Big City	Merle Haggard	spotify:track:4BNuX53RTmoClp7NCtYI3W	0.708	0.395	4	-14.456	1	0.0677	0.158	0.000854	0.206	0.583	135.955	182400	4	20.84326	12	0
Cuttin' Capers (with Frank DeVol & His Orchestra)	Doris Day	spotify:track:7hD2vE23R6JInQHzRt4ayG	0.593	0.204	5	-13.27	1	0.133	0.903	3.19e-06	0.0877	0.702	173.086	160627	4	27.12411	11	0
