Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
Stand Up (Kick Love Into Motion)	Def Leppard	spotify:track:0dr71rw5oIcPtUHRJES6gP	0.603	0.779	4	-7.479	1	0.0273	0.0854	1.58e-05	0.0628	0.792	103.027	272871	4	28.23034	13	1
Could This Be Love	Seduction	spotify:track:3vlhjgeKW3u1Fjzf6JiJvo	0.526	0.484	0	-11.302	1	0.0254	0.448	0	0.109	0.276	73.978	380400	4	27.98122	20	1
Give Back the Key to My Heart	The Texas Tornado	spotify:track:7E43EZNxDD6lAtrIjIGykh	0.553	0.569	9	-11.492	1	0.0277	0.0305	0	0.0781	0.629	116.765	192707	4	44.54724	10	0
By The Light Of A Magical Moon	T. Rex	spotify:track:6A8vJgf4E95E9ZuxvRC2WJ	0.518	0.635	3	-12.383	1	0.827	0.975	0.857	0.679	0.837	95.764	189440	4	81.5918	7	0
She's so High	Tal Bachman	spotify:track:7mnGQesk1TzQLzQ9bYWZPR	0.537	0.84	9	-4.626	1	0.0363	0.2	2.15e-06	0.0998	0.211	124.269	224693	4	38.78852	10	0
Say Hello 2 Heaven	Temple Of The Dog	spotify:track:4L2S9GbwEgwfSbHjTCvNQX	0.306	0.649	0	-9.968	1	0.0319	0.0773	0	0.366	0.322	148.087	384467	3	34.82424	20	0
I'm into Something Good	Herman's Hermits	spotify:track:3oPiOllzIveMTKJfnXg8fc	0.587	0.332	0	-12.301	1	0.0331	0.64	0	0.203	0.696	133.461	155667	4	68.82183	6	0
Comin' After Me	Flamin' Groovies	spotify:track:656SVqB7nkE9Sn32C96DOu	0.507	0.789	9	-5.611	1	0.0517	0.753	0.00345	0.0853	0.895	153.951	214400	4	46.39186	14	0
But Now I Find	The Brogues	spotify:track:60DnR8nlUlzZKnMUBZYJGx	0.481	0.935	7	-4.762	1	0.0799	0.0189	0.0147	0.0934	0.826	80.115	145000	4	73.83206	5	0
Please Rain Fall	Sea Urchins	spotify:track:6OzSrGdSpuukM2yEUFR8Rp	0.297	0.472	7	-10.554	1	0.0288	0.089	2.87e-05	0.274	0.342	155.236	213627	3	28.05128	11	0
Me And Bobbie McGee	Roger Miller	spotify:track:6ty9QDdHsYhJQ7Gqye1t8R	0.569	0.647	2	-11.976	1	0.11	0.537	1.07e-06	0.0807	0.886	84.876	246160	4	30.5951	14	0
Spark	Tori Amos	spotify:track:7bG5NDhlrDel1aNofKPNf6	0.351	0.738	4	-4.309	0	0.038	0.0797	5.21e-05	0.0829	0.475	138.025	253413	3	45.36672	12	1
Battle Of Evermore - Live	The Lovemongers	spotify:track:1dvlQqRV6oOALkRtW7vD50	0.394	0.805	4	-6.2	0	0.0357	0.411	0.901	0.557	0.645	136.92	339747	4	78.91536	16	0
Love And Mercy	Brian Wilson	spotify:track:0S3izfZXcQAO6uoVN9mQvn	0.517	0.336	9	-10.968	1	0.0296	0.673	0.00118	0.0811	0.318	102.46	193600	4	101.96454	7	0
I Feel Like Dynamite	King Floyd	spotify:track:71DQfBQCvo9ABszBfosPhy	0.75	0.51	6	-12.049	1	0.0541	0.698	0.0661	0.0605	0.911	92.925	201733	4	52.22962	7	0
Sometimes	Britney Spears	spotify:track:1UI0l2L66HJ9AtoEOlHzv4	0.745	0.742	10	-5.693	1	0.0259	0.42	0	0.102	0.806	95.996	245067	4	48.13902	8	1
I Don't Know Anybody Else	Black Box	spotify:track:5CcM19gH1zYf9NGt3qb7RM	0.706	0.88	0	-7.063	1	0.0576	0.0787	0.00795	0.0501	0.947	120.127	273059	4	26.97725	15	1
Pickup Man	Joe Diffie	spotify:track:3dSUY34vmIYWJn0M6oZ3BD	0.712	0.723	7	-7.47	1	0.0377	0.426	0	0.264	0.867	140.566	216173	4	22.44159	12	1
You Still Touch Me	Sting	spotify:track:5kFCKt7T3ObVmDZjMKcBSP	0.666	0.577	7	-9.012	1	0.022	0.0543	0	0.0837	0.634	101.283	226760	4	43.64186	12	1
If Wishes Came True	Sweet Sensation	spotify:track:5gAdATsfINRIljv4LbrKX2	0.493	0.453	3	-10.878	1	0.0248	0.0944	0.00467	0.1	0.188	143.725	315160	4	41.10892	14	1
Camille 2000	Piero Piccioni	spotify:track:02xoswVvBiJFf76QTqncsF	0.263	0.541	10	-10.621	1	0.0379	0.333	0.461	0.112	0.161	97.011	418000	4	25.87024	17	0
Falling In Love (Is Hard On The Knees)	Aerosmith	spotify:track:1oBTw7IkWnEUxiestsAD1V	0.612	0.862	7	-4.568	0	0.0294	0.0144	0	0.119	0.89	116.663	205800	4	44.80972	10	1
Turtle Power	Partners In Kryme	spotify:track:3dFAXD9FtN2gmoZToyoJl2	0.622	0.627	9	-14.456	1	0.0441	0.119	0	0.185	0.55	105.937	260560	4	32.61441	11	1
Tears In Heaven	Eric Clapton	spotify:track:612VcBshQcy4mpB2utGc3H	0.695	0.336	9	-12.999	1	0.0313	0.8	0.00264	0.701	0.422	79.109	280000	4	48.21607	6	1
When I Dream Of You	Tommy Page	spotify:track:7dtxgjo3IOPKgR7koxzjY8	0.461	0.495	9	-8.854	0	0.026	0.47	1.2e-06	0.127	0.177	91.865	247493	4	19.43475	14	1
(They Long To Be) Close To You	Gwen Guthrie	spotify:track:16042JGTKvVDOkyQ7tOI3Z	0.648	0.565	0	-5.732	1	0.0414	0.297	0.000232	0.114	0.416	96.711	332733	4	21.42296	8	0
Dancing on the Fire	INDIA	spotify:track:7DMC8jE0nEVQXtDlVrI57I	0.733	0.872	7	-9.544	1	0.0681	0.123	0.256	0.322	0.806	115.801	293267	4	55.76978	11	0
Stepping Stone	Lari White	spotify:track:4fVqsTSHG6FAuFpRCRsLP1	0.639	0.667	7	-6.005	1	0.0272	0.226	0	0.123	0.744	79.181	209040	4	35.89542	9	1
Cowboy Take Me Away	Dixie Chicks	spotify:track:3rXCZRMiMZp0feGcYXpwYX	0.467	0.622	6	-7.255	1	0.031	0.365	0.00527	0.0982	0.455	164.418	287267	4	24.23904	15	1
Wishing On A Star	The Cover Girls	spotify:track:7EE5va6hu88TSdtbXrEl0J	0.353	0.544	5	-10.812	0	0.0331	0.581	9.95e-05	0.0835	0.48	88.898	281200	4	18.40205	12	1
Silver Thunderbird	Marc Cohn	spotify:track:2Jd4KhCwRbEqsrRC57cTe3	0.462	0.267	7	-15.35	1	0.0341	0.721	0	0.0815	0.56	139.042	278720	4	47.41316	11	1
Brothers Of Metal (Part 1)	Manowar	spotify:track:4gF2A9TkLzI0IMLxzgtaud	0.564	0.92	4	-6.384	0	0.0641	5.75e-05	0.0597	0.102	0.52	164.309	234600	3	25.07493	11	0
Jacaranda	Luiz BonfÃÂÃÂÃÂÃÂ¡	spotify:track:1kZ1Zm6zFYxypwn4GVQz4S	0.723	0.439	5	-12.387	1	0.0403	0.828	0.623	0.0889	0.714	82.696	249208	4	29.113	13	0
Cure	Metallica	spotify:track:7nCbY78AePDycLhcFgKDIA	0.609	0.846	8	-5.43	1	0.0276	2e-05	0.000909	0.0574	0.778	115.274	294200	4	43.09834	14	0
Show Me Love	Robyn	spotify:track:6SluaPiV04KOaRTOIScoff	0.546	0.643	6	-4.069	0	0.0437	0.0746	0	0.213	0.706	181.838	229227	4	35.39864	10	1
Villains	The Verve Pipe	spotify:track:2DiRWzu2wnN8se8OvjjuXW	0.503	0.682	9	-8.031	1	0.0381	0.00111	0.108	0.118	0.0989	100.025	282400	4	53.57555	7	0
Do You Compute	Drive Like Jehu	spotify:track:2pX7sV7IftnXvvU2v7dm98	0.281	0.706	4	-9.416	0	0.0367	0.00197	0.453	0.0946	0.418	134.004	432933	3	35.02836	11	0
El Greco: Movement V	Vangelis	spotify:track:7ivEGC9b2Tt4Le97cqqjkB	0.148	0.115	11	-23.332	0	0.0363	0.881	0.058	0.122	0.072	99.234	216467	4	22.12341	12	0
U Send Me Swingin'	Mint Condition	spotify:track:1mC7u32zemMLC1mVOU02Pm	0.608	0.569	6	-5.835	0	0.0283	0.123	0	0.151	0.346	72.076	314538	4	32.50854	14	1
Down Home Style	Jack McDuff	spotify:track:08bHQCerRhmOZDM92IWMdI	0.71	0.612	0	-6.669	1	0.0501	0.357	0.862	0.0579	0.74	134.406	306093	4	20.2331	16	0
Again (with The Mellomen)	Doris Day	spotify:track:6flnMIJrllR54zxOH8TTAm	0.495	0.0209	3	-21.329	1	0.0348	0.981	1.13e-06	0.0753	0.145	62.588	167907	4	96.57054	5	0
(She's Got) Skillz	All-4-One	spotify:track:4tlryZypTlbIaa7YrgxCSN	0.942	0.595	8	-9.781	0	0.0458	0.152	0.000142	0.0861	0.958	100.41	245067	4	56.96416	9	1
One Way	Levellers	spotify:track:6lufyj9TmhXAvuWv9lLSPj	0.415	0.787	7	-10.969	1	0.034	0.144	0.00194	0.279	0.935	111.141	248200	4	28.02228	14	0
The Moron Brothers	NOFX	spotify:track:7B0XWr4O3lvYjNHSXPLsbI	0.25	0.888	0	-9.914	1	0.0784	0.000237	2.66e-06	0.109	0.518	188.477	146933	4	24.19462	9	0
Nothin' To Do	The Dandy Warhols	spotify:track:22gaKGOIYIjfmlrBsWHyMf	0.334	0.884	4	-5.914	0	0.0407	2.59e-05	0.841	0.331	0.529	115.337	144173	4	102.29549	4	0
Movin' On	CeCe Peniston	spotify:track:79yf0zbMB74hJT8xjzixuX	0.726	0.694	0	-8.098	1	0.0281	0.0646	0	0.0977	0.843	95.779	227240	4	86.43734	9	1
Out There	Blake Babies	spotify:track:5QJb5iWgjUtPjPMtDNzAvr	0.666	0.709	6	-8.672	1	0.0277	0.251	1.4e-05	0.237	0.705	119.688	166133	4	29.57297	11	0
King Ink	The Birthday Party	spotify:track:7LO9JQQPqTSHh7gx3TyEz5	0.299	0.515	11	-15.726	0	0.0427	0.000906	0.0387	0.255	0.806	199.751	280040	4	36.22193	12	0
Sugarcube	Yo La Tengo	spotify:track:3uD0MyPsS8HsWfzyw0EAQ3	0.236	0.587	4	-7.54	1	0.0373	0.0013	0.837	0.18	0.219	77.241	201000	4	78.94326	8	0
Echame A Mi La Culpa	Albert Hammond	spotify:track:01LHmbTALqwnoGWT3gZPYH	0.623	0.505	0	-12.736	1	0.0294	0.308	0	0.261	0.817	110.983	177800	4	26.85906	9	0
Never Leave Me Alone	Nate Dogg Featuring Snoop Doggy Dogg	spotify:track:6lah2pPQVdTsfoMSHkyYmn	0.821	0.549	8	-3.591	1	0.0371	0.0437	0	0.0737	0.963	100.023	360507	4	30.97036	16	1
Sweat (A La La La La Long)	Inner Circle	spotify:track:1SssFw74DdHVjRa6ADggdD	0.787	0.727	0	-7.705	1	0.224	0.0124	0	0.157	0.936	173.025	227067	4	25.12828	10	1
Put On A Happy Face	Blossom Dearie	spotify:track:3cD2RpRexAYBCEZcWCzEqB	0.592	0.26	7	-15.245	0	0.0615	0.851	6.33e-05	0.16	0.54	79.098	132907	4	57.58151	5	0
Behind Bars	Slick Rick	spotify:track:1kxq2ByL62HX8YQQdvK3mz	0.549	0.804	7	-6.115	1	0.366	0.103	0	0.18	0.707	190.479	201960	4	43.58976	10	1
Lollipop (Candyman)	Aqua	spotify:track:5tnqSEWM3EKoEtjSZpmHcH	0.718	0.944	0	-6.405	0	0.0282	0.0297	0.0148	0.13	0.824	139.04	216707	4	21.94503	13	1
Superblast!	Lush	spotify:track:2ojberQOPGUP9KMdOWiuSE	0.239	0.873	4	-9.909	1	0.0649	0.0172	0.000548	0.427	0.364	194.101	247493	4	40.18228	8	0
Incomplete	Sisqo	spotify:track:3w8Mw9GHYepoTWOSdiyosj	0.746	0.443	1	-7.693	0	0.0771	0.282	0	0.14	0.272	119.311	274227	4	45.76608	17	0
It Ain't Hard To Tell	Nas	spotify:track:2CPturRUlpvirYr7VpkXCV	0.69	0.729	11	-5.819	0	0.221	1.7e-05	0.0431	0.152	0.357	91.376	202107	4	31.41853	9	1
My Maria	Brooks & Dunn	spotify:track:09qzRI951OVkXGCc33gzcT	0.673	0.842	3	-4.627	1	0.0365	0.06	0.000257	0.184	0.897	125.571	207772	4	31.97347	9	1
Eternity	Vangelis	spotify:track:0X6SplektlOd1CwtwuOOaM	0.173	0.162	9	-18.957	1	0.0374	0.948	0.669	0.205	0.0727	150.046	118893	1	41.6236	7	0
Teen Angst (What The World Needs Now)	Cracker	spotify:track:21gRGP5LdIgto8sznRZ7xz	0.398	0.947	7	-8.738	1	0.0479	0.00315	1.81e-06	0.295	0.563	157.031	254400	4	50.24815	9	0
The Man In Me	Bob Dylan	spotify:track:2j1Ign9DL4AzOewotVETYY	0.419	0.44	8	-12.922	1	0.0282	0.244	0.0121	0.0668	0.912	143.166	188533	4	37.93497	9	0
Knockin' Da Boots	H-Town	spotify:track:6x53SJOV1PAZ8ZUwH4NFXQ	0.726	0.501	1	-13.884	0	0.154	0.155	0	0.0893	0.582	128.099	330945	4	70.51133	16	1
Let's Make A Night To Remember	Bryan Adams	spotify:track:3wgNhWuV5gkcEkTgMBNcoA	0.469	0.621	0	-6.763	1	0.0253	0.205	0.000776	0.135	0.395	175.906	378907	4	35.07704	17	1
Give It Away	Red Hot Chili Peppers	spotify:track:0uppYCG86ajpV2hSR3dJJ0	0.666	0.936	7	-9.919	1	0.0476	0.00244	0.086	0.153	0.776	91.577	282907	4	44.39333	9	1
Money	Jon Anderson	spotify:track:7jNX7msCwjEIbvRk0axlVv	0.632	0.521	8	-11.439	1	0.0358	0.114	0.00175	0.12	0.127	104.923	367520	4	29.95676	16	0
Walk on By	Sybil	spotify:track:2FDIwfqSI44hVE9D6RmLQQ	0.682	0.722	9	-7.599	1	0.0496	0.013	0.000816	0.0338	0.904	95.753	247267	4	30.4841	13	0
Stay (I Missed You)	Lisa Loeb	spotify:track:00U1MDChdOTxWwtKoOoBXE	0.612	0.591	1	-7.02	1	0.051	0.462	0	0.111	0.349	160.659	184333	4	34.62292	6	0
We Didn't Start The Fire	Billy Joel	spotify:track:3Cx4yrFaX8CeHwBMReOWXI	0.712	0.967	7	-5.206	1	0.047	0.0771	0	0.356	0.895	145.024	287733	4	34.10485	17	1
Not Guilty - Anthology 3 Version	The Beatles	spotify:track:39QrPQjBJKKw3KPy6sUrCM	0.47	0.635	9	-7.942	1	0.0989	0.0348	0.00149	0.786	0.621	117.219	202453	4	26.40265	12	0
Sick of Myself	Matthew Sweet	spotify:track:4inXYz8i3xRpNbxZJ99Clo	0.433	0.829	11	-7.715	1	0.044	0.0126	2.36e-05	0.084	0.822	122.733	218560	4	177.38599	4	0
Let The Little Girl Limbo	Doris Day with orchestra conducted by Robert Mersey	spotify:track:0hM1OBWw3Nd2iFEB0UxXLM	0.506	0.565	0	-9.659	1	0.0409	0.591	0	0.376	0.805	152.139	151240	4	26.99911	8	0
Gett Off	Prince And The N.P.G.	spotify:track:0wFkjAM4VVoepQdYB6kl4U	0.655	0.628	10	-11.407	0	0.0946	0.00448	0.000732	0.29	0.603	99.841	271667	4	22.58898	10	1
99.9 - Original	The Buckinghams	spotify:track:07GpPvSElCzsd829uAVDyf	0.669	0.789	5	-8.253	0	0.0321	0.113	4e-05	0.0626	0.909	104.057	275893	4	31.97151	11	0
Get Down Tonight	KC & The Sunshine Band	spotify:track:4msPRe3NEDVL6dsBcE7AhL	0.669	0.754	10	-12.223	1	0.0279	0.134	0.0069	0.46	0.906	112.683	315745	4	36.19335	17	0
We Will Rock You	Warrant	spotify:track:1Jq1355GLFkIPYHIxZFn69	0.499	0.721	6	-9.185	0	0.0741	0.00632	0.000661	0.221	0.782	93.917	175907	4	68.82922	8	1
The American Way	Sacred Reich	spotify:track:2SA2tTWoELC0ciMuYRfbpT	0.53	0.99	0	-4.676	1	0.084	0.000968	0.0259	0.0626	0.582	148.524	221640	4	75.10123	9	0
Sunday Sermon	Booker T. & the M.G.'s	spotify:track:1VQafOMVQSAngQwX8qe0FS	0.608	0.25	3	-18.002	1	0.037	0.343	0.787	0.174	0.552	81.105	245693	4	49.98197	11	0
Doin' The Do	Betty Boo	spotify:track:6jeWf72DAncUShiI537oOq	0.807	0.971	5	-7.174	1	0.0621	0.00975	2.63e-05	0.0648	0.921	120.374	220533	4	72.46848	9	1
Everyone Falls In Love	Tanto Metro & Devonte	spotify:track:6nGwWIh0ATJqK9cXbLqDw8	0.754	0.702	10	-8.033	0	0.0429	0.0275	0	0.0619	0.736	95.998	228360	4	40.4018	13	1
Down with Disease	Phish	spotify:track:3B1cnD5CuR6WSN71V7Rlco	0.636	0.796	2	-7.628	1	0.0668	0.0293	0.000168	0.33	0.577	122.725	247733	4	31.21305	11	0
Amphetamine	Everclear	spotify:track:57a2a5vsEqnZsjcwMuo6Vo	0.322	0.993	7	-6.639	1	0.464	0.0139	0.0049	0.402	0.0383	97.199	215040	4	57.37741	9	0
Too Much	Spice Girls	spotify:track:1RQnYh2xw2BPpnzQFbO5r5	0.333	0.631	2	-4.992	1	0.0461	0.484	0	0.332	0.342	80.14	271933	4	59.58643	7	1
This Used To Be My Playground	Madonna	spotify:track:637V2ymBt4Ljlbz4EmRys8	0.499	0.308	7	-11.692	0	0.0264	0.754	0.000928	0.125	0.0708	75.91	310267	4	60.06537	12	1
Volcano Girls	Veruca Salt	spotify:track:3cMliO9emUSa4d1Ap2MbfW	0.543	0.961	4	-2.749	1	0.0373	0.000789	1.29e-06	0.431	0.567	131.463	198933	4	29.58158	9	0
I Go Blind	Hootie & The Blowfish	spotify:track:060AenZFpUKot40Pv0CJ0l	0.611	0.793	0	-7.538	1	0.0303	0.213	0	0.136	0.86	121.987	188800	4	51.63314	11	0
Sugarbush (with Frankie Laine)	Doris Day	spotify:track:3oBPlGrNWLS9koXmQxGKAJ	0.718	0.359	7	-15.884	1	0.0776	0.892	0	0.199	0.891	112.512	118200	4	27.92271	7	0
Now That I Found You	Terri Clark	spotify:track:4XLPTrNMDa0irXp98Wre2A	0.593	0.461	2	-7.549	1	0.0236	0.356	0	0.183	0.27	90.399	217360	4	79.94442	7	1
Written In The Stars	Elton John & LeAnn Rimes	spotify:track:5feGb2CbTKTPqhGYe1Mixl	0.61	0.589	0	-7.594	1	0.0325	0.756	0	0.115	0.382	121.849	257840	4	52.78165	11	1
More Than Words	Extreme	spotify:track:1gVgkQFOKa8Wc1HYsJtPdH	0.626	0.134	6	-14.898	1	0.0298	0.467	0	0.113	0.239	91.893	334107	4	65.80852	17	1
I Miss My Homies	Master P Featuring Pimp C And The Shocker	spotify:track:53nmK2ARfSnBFvhYXxmgGc	0.828	0.657	0	-6.958	1	0.201	0.0981	0	0.408	0.613	125.567	325760	4	35.35259	17	1
Kiss From A Rose	Seal	spotify:track:3YKptz29AsOlm7WAVnztBh	0.583	0.532	10	-7.11	0	0.0309	0.684	0	0.306	0.223	131.741	288427	3	24.39038	15	1
Love Is The Ritual	Styx	spotify:track:5stIYIS2BnzkSzKeVUimdj	0.583	0.913	8	-7.567	1	0.0635	0.0222	1.03e-06	0.365	0.652	103.729	229227	4	34.91425	9	1
Anyone Else	Collin Raye	spotify:track:2xvsy2gEUN5AI3PlFNm2Fm	0.623	0.646	5	-9.888	1	0.0316	0.035	0	0.0736	0.492	121.301	227707	4	35.12971	11	1
Sin	Chris & Cosey	spotify:track:7vRphtJiOXzMPrzpqQxnXv	0.797	0.587	2	-12.88	1	0.0554	2.17e-05	0.84	0.0858	0.635	119.989	297560	4	20.06508	16	0
Pretty Pain	Money Mark	spotify:track:5k58rJgg3b6efKhwbBljXJ	0.746	0.424	2	-15.518	0	0.0339	0.269	0.919	0.195	0.58	107.372	189840	4	58.08869	9	0
Head Like a Hole - Soil	Nine Inch Nails	spotify:track:2uQdXUm6VfFryzj7bj9eAS	0.745	0.883	6	-13.11	0	0.0418	0.13	0.0169	0.838	0.607	115.513	398733	4	31.84326	14	0
Shout	Lulu And The Luvvers	spotify:track:5pnjC3ic5HEhPAG5ELQYGj	0.465	0.728	9	-11.116	1	0.0377	0.534	0.000252	0.37	0.87	143.744	173827	4	33.63694	11	0
Suki	Unrest	spotify:track:10KncNlE4ees6CBRoXByHb	0.471	0.78	9	-8.066	1	0.0548	0.000143	0.179	0.107	0.516	143.504	213680	4	47.92768	6	0
All For Love	Bryan Adams/Rod Stewart/Sting	spotify:track:4lsEHglVsLzILTDQ3CNESV	0.51	0.44	2	-11.015	1	0.0293	0.125	0	0.0994	0.135	74.8	281200	4	16.99594	9	1
Here Is Why I Love You	The Spaniels	spotify:track:6BKEUnKSMiDqU52PBLopyr	0.345	0.192	10	-14.338	1	0.0414	0.899	0	0.268	0.304	175.286	153507	3	42.17743	7	0
Bullet Train to Vegas	Drive Like Jehu	spotify:track:0HobrVdP8OoQY3YP8Lcv0q	0.272	0.979	11	-7.475	1	0.105	0.0501	0.00576	0.0843	0.103	107.911	160000	4	32.83343	7	0
Beautiful Hills	Hasil Adkins	spotify:track:1duC6WRLn2L0TYq0RQk6uT	0.597	0.384	5	-6.192	1	0.0247	0.543	0.000178	0.112	0.0894	76.763	270627	3	23.31361	11	0
Into Dust	Mazzy Star	spotify:track:7l5nkTZpoD93OkynN0gcon	0.415	0.132	7	-18.839	1	0.0353	0.94	0.137	0.113	0.122	169.006	336760	4	21.75769	17	0
It's My Thing (You Can't Tell Me Who To Sock It To)	Marva Whitney	spotify:track:4svQ1clOSvlI7pz0yF7p02	0.768	0.517	2	-11.846	0	0.0673	0.244	0.00293	0.0948	0.816	107.993	240573	4	83.09041	10	0
Comforter	Shai	spotify:track:6vHJpgX1QTYa9SVXankGVR	0.725	0.384	7	-12.64	1	0.0317	0.00569	0.00022	0.158	0.497	121.9	250600	4	97.13051	9	1
All Woman	Lisa Stansfield	spotify:track:4ySKy336eck2JSTo52ssnj	0.583	0.338	7	-13.63	0	0.064	0.607	9.86e-06	0.0708	0.378	141.889	317373	4	51.71488	14	1
Whateva Man	Redman	spotify:track:0pSaDwrMLM7F82LWJg9v6s	0.581	0.712	6	-7.803	0	0.476	0.268	0	0.895	0.709	172.567	188547	4	55.31669	10	1
Little Good-Byes	SHeDAISY	spotify:track:5ZX3IrB9tPxOoBZdXILNpy	0.56	0.692	1	-6.438	1	0.0302	0.112	0	0.0638	0.698	83.588	200693	4	25.06532	8	1
Criminal	Fiona Apple	spotify:track:6PNvv1dmDbOWrAYwEcuKBX	0.595	0.804	7	-7.911	0	0.0326	0.0129	1.97e-05	0.299	0.586	89.846	341533	4	21.44611	14	1
Twist Little Sister	Brian Poole & The Tremeloes	spotify:track:1lOXvwKEu6iPMatIUdrWsG	0.502	0.691	7	-6.719	1	0.0486	0.647	1.47e-05	0.285	0.967	165.2	116240	4	49.42892	5	0
It Ain't Over 'til It's Over	Lenny Kravitz	spotify:track:6VnpKLtfNH4Dk09YSGPSyR	0.679	0.568	6	-10.74	1	0.0423	0.422	0.00948	0.322	0.93	159.689	242640	4	50.78852	8	1
Big Pow Wow	The Looney Tunes	spotify:track:7wuxoqNQFvOos4gA2v6dls	0.355	0.43	4	-14.372	1	0.032	0.094	0.855	0.109	0.243	140.111	167400	4	29.52479	9	0
Mini, mini, mini	Jacques Dutronc	spotify:track:5VySneRdTtys1LeFxpz6yt	0.784	0.515	9	-8.393	1	0.0616	0.0169	0	0.075	0.746	165.012	113893	4	76.7805	4	0
Sister Havana	Urge Overkill	spotify:track:6E8hhcSnvtevktpFSnHmjK	0.591	0.803	5	-8.874	1	0.0325	0.000983	0.0537	0.0659	0.729	136.769	230800	4	48.63708	11	0
Walking On Broken Glass	Annie Lennox	spotify:track:4CcSw8wQAHYf4XNckayPoc	0.75	0.562	0	-8.45	1	0.0281	0.215	1.1e-06	0.105	0.807	115.008	253296	4	25.77059	13	1
Home	Deep Blue Something	spotify:track:7zgaCNXiN8F1JPlFXtEffv	0.456	0.582	4	-11.132	1	0.0412	0.103	0.373	0.391	0.282	183.24	268800	4	24.21663	10	0
Halo	Deep Blue Something	spotify:track:7HqKaTgHVUrjHfdgtWxG3Q	0.604	0.924	7	-5.083	1	0.0454	0.00528	0.00325	0.0988	0.497	125.001	164760	4	46.82499	8	0
Fu-Gee-La	Fugees	spotify:track:1rJM37Dd4OcSJvzI84yCcP	0.682	0.505	1	-11.709	1	0.138	0.137	0	0.234	0.4	89.954	260067	4	61.57225	12	1
I Ain't No Miracle Worker	The Brogues	spotify:track:0Kaj7mmQ5e2ajwjEI2cCVp	0.397	0.823	7	-2.361	0	0.0399	0.0397	5.89e-05	0.113	0.79	148.131	168640	4	30.40783	10	0
Real Time	Chris & Cosey	spotify:track:3U4tMrG3Tc67JTrx72iqga	0.698	0.697	0	-14.369	1	0.0432	0.000323	0.851	0.0995	0.508	134.37	556733	4	54.2205	17	0
Angels Would Fall	Melissa Etheridge	spotify:track:5vuLPGz5irIX7TAHsFKQcQ	0.472	0.714	7	-7.546	0	0.0248	0.102	2.91e-06	0.0485	0.7	92.874	279573	4	37.51236	11	1
Prince Charming	Metallica	spotify:track:2roCajk4owZx6yCW2utKUP	0.551	0.975	3	-3.682	0	0.0469	1.97e-05	0.000811	0.0235	0.461	99.813	365227	4	35.33116	15	0
Loco	Coal Chamber	spotify:track:34SVUs66rBnOqsCJl45Ek8	0.497	0.914	6	-6.532	1	0.0601	0.00178	0.00105	0.258	0.16	133.738	254693	4	48.26029	12	0
I Won't Dance	Blossom Dearie	spotify:track:4hV5rlMgCoxlF1fWxNlgpo	0.53	0.226	4	-19.661	0	0.267	0.639	0	0.605	0.733	75.933	164027	4	30.16314	6	0
Bye Bye Country boy - Live	Blossom Dearie	spotify:track:1f2kckTmR24hudrb2d5LhO	0.395	0.0274	4	-29.069	0	0.0484	0.939	0.475	0.65	0.125	101.36	353160	3	38.77138	16	0
Tell Me Where It Hurts	Kathy Troccoli	spotify:track:5mToyWoRfFU64nKZIpYrGO	0.652	0.603	7	-6.903	1	0.0247	0.293	0	0.0816	0.353	90.997	240240	4	28.37471	13	1
Nu Nu	Lidell Townsell	spotify:track:0qMUoCJmSPCjeej1d6g85A	0.936	0.55	3	-12.744	0	0.0548	0.00935	0.000322	0.0688	0.763	120.963	199627	4	24.79791	11	1
Sysdome	Chris & Cosey	spotify:track:2jcOwuaZVuBakow2qdETXk	0.496	0.231	0	-22.354	1	0.0407	0.86	0.94	0.0789	0.044	123.85	509867	4	46.54602	17	0
No 1/2 Steppin	Shanice	spotify:track:2k9Zv2L4kq2yq0wT2Yxoy5	0.79	0.874	1	-7.06	1	0.0935	0.02	0.000381	0.0226	0.682	114.874	296333	4	72.07546	11	0
Cold Rock A Party	MC Lyte	spotify:track:1iVdwLsbPsKnqUoZOWlEqv	0.896	0.744	11	-5.239	0	0.246	0.192	1.19e-06	0.108	0.744	92.91	247307	4	25.28002	12	1
Grandma Got Run Over By A Reindeer	Elmo & Patsy	spotify:track:49iHYFjT5yO6WEw6KerX9o	0.781	0.53	4	-14.848	1	0.0685	0.227	0	0.106	0.817	110.157	206360	4	21.57383	11	1
Reptile Queen	Demented Are Go	spotify:track:6xpkDOuLt0N1L3yyvNpEmV	0.355	0.969	5	-4.823	0	0.163	2.69e-05	0.000406	0.115	0.545	162.864	166667	4	71.7236	8	0
This Is The Last Time	Laura Enea	spotify:track:2NiJZ3uFwXXGY93Jz1BT52	0.646	0.951	6	-5.528	0	0.0318	0.00141	0.00152	0.211	0.756	121.0	238943	4	20.84644	13	1
I'm Afraid Of Americans	David Bowie	spotify:track:6ZUwzAFkFYHbe8dqqe2pB5	0.62	0.755	10	-7.896	1	0.0762	0.00184	0.244	0.225	0.75	160.027	300160	4	42.63748	13	1
Stay	Eternal	spotify:track:3DCAjSZiLK127tGL0URVGE	0.591	0.727	10	-8.058	0	0.054	0.00411	1.53e-06	0.0289	0.846	98.528	237533	4	18.63801	10	1
