Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Sister Anne,MC5,spotify:track:18I0xoEx3j6XhUkhM5NUpS,0.261,0.778,9,-7.249,1,0.0506,0.214,2.65e-06,0.251,0.532,141.065,441373,4,24.5333,19
Loose,The Stooges,spotify:track:4giZRI3pgupzawIJXLx7T9,0.362,0.896,2,-6.812,1,0.0338,3e-06,0.79,0.355,0.713,136.083,213027,4,60.03415,7
Like The Man Said,The Web,spotify:track:3wy9WOtTryiAKwxsgM3mOD,0.43,0.422,11,-11.69,1,0.0375,0.416,4.07e-05,0.158,0.527,136.488,426360,4,35.3724,16
Errare Humanum Est,Jorge Ben Jor,spotify:track:404gMKWRXpT3B2A6U8MXIL,0.601,0.56,4,-12.534,0,0.0281,0.508,2.32e-05,0.119,0.835,105.009,290893,4,23.07658,11
I Try - Remastered,Angela Bofill,spotify:track:2RVAqALeI5XUWbqIRhIQmx,0.404,0.485,0,-9.208,1,0.0355,0.42,0.000911,0.132,0.32,150.795,338000,3,35.28625,14
Working Class Man,Third World War,spotify:track:3r8XyPnYRmg8emt5tAcNPe,0.683,0.631,4,-10.444,1,0.0523,0.209,0,0.0779,0.954,125.029,270960,4,32.22633,14
Adrie's Dream,Sandro Brugnolini,spotify:track:54va6BEMi0UbEelkAKOW3u,0.488,0.291,7,-14.679,0,0.0301,0.882,0.867,0.124,0.507,136.302,196964,3,39.55236,9
Rainbow,Prana People,spotify:track:29iSQhzOtuskV5ZVh6YFuz,0.695,0.644,2,-8.622,0,0.0548,0.00246,0.139,0.126,0.834,119.674,279051,4,64.87672,8
Freelance Fiend,Leaf Hound,spotify:track:0pw11qkvwif0NkH4y7CgOQ,0.288,0.569,2,-9.839,1,0.0731,5.66e-05,0.138,0.186,0.608,164.585,193173,4,42.29202,10
Pretty Woman,Primevil,spotify:track:1ngSBqcALEu5xWOtp6rexp,0.428,0.812,4,-8.917,0,0.0509,0.0739,8.97e-05,0.107,0.836,93.951,195680,4,33.57509,7
Sharpshooter,MotÃÂÃÂ¶rhead,spotify:track:2tYhZWNBZFtRQfxKJytyM1,0.417,0.946,5,-7.884,0,0.0388,8.52e-05,0.0234,0.187,0.709,93.561,198187,4,47.68682,11
Three Girl Rhumba - 2006 Remastered Version,Wire,spotify:track:0bN5W8EhIJhh6zvgeNG57J,0.937,0.479,4,-8.739,1,0.106,0.157,0.000289,0.0667,0.976,120.617,83733,4,39.22448,4
Hot As A Docker's Armpit - 2013 Remaster,Budgie,spotify:track:1ouurnRI6CzmiAU8YpNrHc,0.392,0.493,11,-16.273,0,0.0646,0.000912,0.0373,0.178,0.644,98.504,351907,4,28.01018,13
Who Put the Garlic in the Glue?,NRBQ,spotify:track:6VbpdPefZsJfMBtIbVvILE,0.556,0.642,9,-8.417,1,0.0637,0.155,1.06e-05,0.0611,0.943,181.653,121640,4,25.51065,8
Deadly Dancer,Legs Diamond,spotify:track:5E0qIHHuUee3dJqdb9FflX,0.514,0.805,5,-7.759,1,0.169,0.0373,0.00516,0.0479,0.891,158.677,178093,4,48.32294,8
Kilario,Di Melo,spotify:track:00Xcf47ApZUt6omH2RgdUM,0.862,0.726,11,-7.11,0,0.035,0.275,0,0.129,0.864,126.216,167533,4,45.85615,7
