Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Overdog,Keef Hartley Band,spotify:track:142tCVlceQeYzzGVwNnj8A,0.488,0.544,0,-15.431,1,0.0417,0.19,0.585,0.0917,0.719,111.644,259933,4,21.42045,15
I'm Gonna Sleep With One Eye Open,Jim Rooney,spotify:track:5kdo9EPJVRRBsIEYrDRTlG,0.535,0.399,2,-13.656,1,0.057,0.759,7.28e-05,0.0597,0.863,186.241,196293,4,57.81967,9
Bruton Town - Bonus Track: Alternate Version,Pentangle,spotify:track:2pikwmjvGepxMlrw7V82GJ,0.658,0.356,9,-13.634,1,0.0561,0.538,0,0.0912,0.509,111.03,312240,4,25.7159,16
Metal,Jeff Resnick,spotify:track:4VaxjJtdPjBZJKyiu6UCM9,0.424,0.718,9,-12.558,0,0.104,0.206,0.46,0.334,0.708,150.547,220543,4,27.9323,8
Put The Money Down,The Who,spotify:track:5JvNTY3crh3qahUCjN8bvt,0.633,0.877,9,-4.37,1,0.0428,0.318,0.000336,0.0872,0.743,140.742,271573,4,84.3806,7
I'm Thinking,Rare Bird,spotify:track:3NKCZlMV8fX8iboe5peJXO,0.416,0.203,10,-18.541,1,0.0525,0.906,0.317,0.128,0.0741,120.1,337240,4,66.9832,14
Lady of the Lake - 2014 Remaster,Jade Warrior,spotify:track:0UVncE8Dnxml20OKZEFwGK,0.377,0.181,0,-15.101,1,0.0337,0.86,0.00461,0.152,0.104,132.42,199813,4,28.79175,10
Lucy in the Sky with Diamonds,Rainbow Ffolly,spotify:track:2evTo2DceDW1WmN4KxHkxn,0.358,0.445,1,-6.753,1,0.0299,0.0242,7.85e-06,0.0656,0.54,74.673,191147,4,33.61385,10
Ain't Nobody Else Like You,Cass Elliot,spotify:track:7l5BTHQXkTQxZjc9HyoN3h,0.427,0.164,0,-18.375,1,0.0277,0.819,0.0195,0.156,0.335,94.982,144160,3,30.4401,8
Winter is Blue - Extract 1 (2017 Remaster),Vashti,spotify:track:4v9eZNKU362aSXFsQYMyzU,0.55,0.274,2,-13.07,1,0.027,0.662,0.0139,0.0622,0.686,105.455,87803,3,77.85116,3
Flight Of The Snow Goose - Single Edit,Camel,spotify:track:03CfI0TbFBmKzEicpEbzpL,0.266,0.575,9,-10.376,1,0.0348,0.241,0.89,0.185,0.347,137.367,125533,1,38.47441,7
Orchestrion,Michael Rother,spotify:track:5grj7G27dLug28lSPPYC7l,0.319,0.62,4,-9.434,1,0.0322,0.293,0.944,0.402,0.355,139.351,223278,4,36.52032,11
West Cow Story,Francesco De Masi,spotify:track:6oID9bcJDZdBzZDnpAMKTL,0.436,0.278,10,-16.008,1,0.05,0.657,0.0007,0.0867,0.309,95.607,121333,4,44.13635,7
Joie De Vivre - Swedish Radio Concert, 1975,Greenslade,spotify:track:3XIFrCIEzzlEhHw2IZYiMv,0.43,0.525,2,-14.004,1,0.0557,0.238,0.241,0.119,0.0847,100.006,658653,4,20.1261,15
How Many Times,Yusuf / Cat Stevens,spotify:track:5HLmunnPy4JHv4ZqRrhQNp,0.744,0.197,7,-14.235,1,0.038,0.762,0.00176,0.132,0.24,114.579,269573,4,23.34723,12
Tell Me You're Satisfied,Goliath,spotify:track:7Ik7hxCAtH3MeKevNoFLvo,0.463,0.468,2,-10.018,1,0.0502,0.0426,7.15e-06,0.0426,0.58,144.339,303707,4,19.7023,15
Freelance Fiend,Leaf Hound,spotify:track:2IENiPNTterTWliYOPogQS,0.253,0.798,2,-5.283,1,0.104,0.00467,0.000289,0.338,0.687,164.865,190573,4,74.38316,8
I'm so Glad,Traffic Sound,spotify:track:1gFfavXHJ0wFOi8nq8x73w,0.301,0.487,9,-13.922,1,0.0415,0.112,0.000963,0.345,0.653,123.452,196747,4,32.92367,8
Highway Blues,Roy Harper,spotify:track:6j8MDDk8fzMjto83W7mrzC,0.404,0.534,4,-7.675,1,0.0376,0.344,1.12e-05,0.145,0.43,149.466,391133,3,48.76554,17
Put The Money Down,The Who,spotify:track:179HToT3PShYcd9TquhB8f,0.644,0.881,9,-4.381,1,0.0436,0.325,0.000448,0.115,0.738,140.758,269760,4,84.3335,6
Seq. 23,Giovanni Fusco,spotify:track:5w1oTcQtYlLxdPX6xe0LzP,0.183,0.0336,2,-22.927,1,0.0422,0.933,0.716,0.139,0.505,127.951,45893,1
Bush Doctor (Remastered) - Live,Peter Tosh,spotify:track:0GX1DDAdJYSDQqPrSH8q7r,0.337,0.762,4,-10.387,0,0.13,0.236,0.0168,0.277,0.546,142.534,318373,4,22.57759,17
Annabelle Lee,The Groop,spotify:track:2bkgin5rTQPXoTLLrfRJ0b,0.516,0.725,7,-6.948,1,0.0349,0.276,0.0957,0.212,0.671,107.939,148337,4,44.55672,8
Madame du Barry,Jeff Simmons,spotify:track:1aYsCoP16Axnbajdat3ECj,0.489,0.405,10,-13.781,1,0.0394,0.446,7.68e-05,0.346,0.593,121.681,169440,4,33.9374,10
Blast Off - Demos & Garage Rehearsals,The Master's Apprentices,spotify:track:24u4XBDKxqj6k28gFweEdN,0.226,0.523,0,-9.237,1,0.0563,0.913,0.906,0.627,0,115.965,17573,1
Solen (Parallellt Eller 90 Grader),Bo Hansson,spotify:track:5toVOjFVDs5fIPE7xJ6TBe,0.663,0.395,11,-10.67,0,0.0404,0.0272,0.512,0.122,0.5,147.882,434747,3,40.35138,16
Who Are They,Graham Gouldman,spotify:track:0H85yPzhL1UK6Y6uz4HVW6,0.508,0.571,4,-8.274,0,0.0253,0.238,0,0.376,0.537,90.928,121933,3,23.17271,6
Autumn Song - Remastered,Steamhammer,spotify:track:4lxB6DmT6vnbf3bXl4x2uu,0.476,0.74,0,-7.518,1,0.0399,0.272,4.92e-05,0.155,0.645,137.413,245853,4,48.74833,12
Stranger In Paradise,Gene Harris,spotify:track:1fORuxKlRTheaaEkb9hiAU,0.607,0.786,4,-10.556,0,0.0445,0.128,0.471,0.0612,0.853,99.925,315120,4,44.21845,14
Distillation,Blue Phantom,spotify:track:6Te5pKN0knE6AH6vfpOH2E,0.357,0.52,7,-10.358,0,0.027,0.128,0.0418,0.116,0.456,80.852,169173,3,21.67975,10
Run On See What The Ends Gonna Be,Lenny Williams,spotify:track:4LF8o5cKRzgTHJPtX2j9zB,0.792,0.782,11,-8.812,0,0.0669,0.241,1.52e-06,0.0998,0.77,111.253,162027,4,44.41595,8
Bright Light,Silverhead,spotify:track:6fy9fdtLTGJfxqIDUWyZvG,0.303,0.69,9,-9.89,1,0.0604,0.0093,0.00136,0.104,0.721,96.491,290413,4,42.06306,14
But I Might Die Tonight,Yusuf / Cat Stevens,spotify:track:6BpA64rXianuOj1O9DbSvw,0.499,0.568,7,-10.942,1,0.0514,0.185,0.0007,0.157,0.437,137.861,113600,4,34.37597,7
Backstreet Luv,Curved Air,spotify:track:1d4lS5M1URec80lUeRqUsn,0.49,0.7,0,-7.329,0,0.0317,0.0244,0.0435,0.0803,0.527,147.954,218167,4,25.53257,12
