Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
The Safety Dance - Club Mix	Men Without Hats	spotify:track:3WX2i0dP7ZlwPzAoSe96Kr	0.766	0.669	5	-9.07	1	0.0364	0.0359	0.00064	0.106	0.415	100.267	352507	4	58.6345	15	0
I Freak For You	Carol Lynn Townes	spotify:track:4awKslchJjkmgO5Ae8DPNt	0.721	0.767	10	-10.292	0	0.0469	0.122	0.00188	0.0552	0.681	112.853	338907	4	68.25493	16	0
World Shut Your Mouth	Julian Cope	spotify:track:4JBkrs9CPkGdOiuFjh0V9A	0.639	0.724	9	-10.143	0	0.0568	0.0202	1.61e-06	0.241	0.733	126.25	214200	4	20.02193	11	1
88 Seconds In Greensboro	Orchestral Manoeuvres In The Dark	spotify:track:3h8dVtvsLgJp8PvJcPEpOw	0.589	0.667	11	-7.027	0	0.0309	0.0042	0.0541	0.0908	0.791	124.528	255933	4	21.05371	9	0
Tulsa Time	Don Williams	spotify:track:5BTUfUNq9sa7OUbles1qvS	0.877	0.489	4	-15.244	1	0.0385	0.493	8.05e-06	0.0611	0.929	103.886	192800	4	27.18634	10	0
The Lady Don't Mind - 2005 Remaster	Talking Heads	spotify:track:03HUTPHpK8CJkBlIXTNvVL	0.75	0.88	4	-5.947	0	0.0307	0.271	0.0506	0.0657	0.976	127.981	238547	4	29.60445	8	0
I Think We're Alone Now	Tommy James & The Shondells	spotify:track:0jfOA16bjZxrkIzibPcl6U	0.786	0.442	9	-10.083	1	0.0528	0.177	0.000146	0.0625	0.849	131.156	132800	4	38.73226	7	0
Brand - New - Life - Taken From The Salad Days Album	Young Marble Giants	spotify:track:7lm9P1GdZkMYGSEnqE4yx4	0.83	0.159	6	-21.788	0	0.475	0.897	0.918	0.108	0.755	143.595	174387	4	23.21554	9	0
B-Boys - 12" Version	Nona Hendryx	spotify:track:11MBqlyWBc7i40e8XXmR0U	0.863	0.669	7	-8.959	1	0.0701	0.0176	0.000328	0.272	0.867	113.594	394480	4	18.67024	16	0
Finish What Ya Started	Van Halen	spotify:track:37A5wFomo4EVz5tGInAynI	0.779	0.799	9	-14.766	1	0.0341	0.55	0.000404	0.0575	0.964	125.148	263133	4	81.17164	10	1
Brilliant Disguise	Bruce Springsteen	spotify:track:0nqbZ17t9v52SCemAm1QP0	0.703	0.726	9	-12.438	1	0.029	0.152	1.45e-06	0.0319	0.949	126.353	254840	4	56.38817	11	1
Contramio	Moebius	spotify:track:144Us5FMPFz6SX0utMHk0s	0.967	0.794	1	-10.73	1	0.0316	0.946	0.366	0.101	0.979	114.589	148347	4	35.56071	9	0
Call It Love	Poco	spotify:track:2pFLsd3LCZAxhBzkbql331	0.546	0.622	9	-10.426	1	0.0247	0.0722	0.00302	0.193	0.372	104.493	257427	4	42.95425	15	1
Killin' Time	Clint Black	spotify:track:3otZLoLcx2d74hx8RaHXh6	0.711	0.491	7	-10.323	1	0.0295	0.381	9.12e-06	0.249	0.671	121.294	167933	4	78.06357	5	0
Some Kind Of Lover	Jody Watley	spotify:track:7mJq5UJOfh5yzyjCaiPaZH	0.827	0.596	0	-13.486	1	0.0559	0.0744	0.0266	0.0768	0.899	118.73	249440	4	17.77406	16	1
Do You Wanna Wanna - Live	Dolly Dots	spotify:track:3tVOb9fAO4nRu7hOvUTheU	0.623	0.812	9	-11.738	0	0.051	0.261	0.00604	0.88	0.702	128.528	238893	4	34.30504	13	0
The Ides Of March - 1998 Remastered Version	Iron Maiden	spotify:track:39Mq3jyLsMqGJXMTPYKOrD	0.299	0.713	4	-6.754	0	0.0375	0.00294	0.846	0.106	0.336	97.195	106133	4	42.46094	5	0
Lying	Peter Frampton	spotify:track:4K2FHrkTVq8e63ZGxzNiqL	0.494	0.884	9	-6.513	1	0.0419	0.00961	0.000297	0.946	0.393	114.596	370467	4	33.49842	14	1
Changeling	Simple Minds	spotify:track:1MH6AEvEEjvOLc5OWCeJ3d	0.521	0.818	9	-11.535	1	0.0533	0.0686	0.0264	0.327	0.59	114.49	253267	4	81.07475	7	0
The Jezebel Spirit	Brian Eno	spotify:track:0PYxXJYdv1JOfW1PVkMqv8	0.767	0.916	10	-5.663	1	0.0479	0.607	0.905	0.39	0.955	118.507	294827	4	25.23946	12	0
(You're My One And Only) True Love	Seduction	spotify:track:0symbiCfmFvJDJgR6y8gkf	0.659	0.65	10	-12.115	0	0.05	0.0139	0.0028	0.0625	0.672	104.407	230267	4	22.05854	10	0
The Big Sky - Special Single Mix	Kate Bush	spotify:track:50T7xShSIGpOKvpyVahSAx	0.524	0.877	0	-12.768	0	0.051	0.113	0.381	0.165	0.458	122.704	278160	4	41.92845	10	0
Zebra Trucks - Taken From The Final Day Single	Young Marble Giants	spotify:track:0BSqCnlRw5QXw28emk7NyY	0.957	0.298	3	-14.11	1	0.406	0.971	0.913	0.092	0.957	105.921	93240	4	21.01145	6	0
Try My Love	Denise LaSalle	spotify:track:2ah6hJAGIugm4w6ehqcyBH	0.743	0.776	9	-12.19	0	0.0313	0.258	0.303	0.0949	0.667	115.158	311533	4	34.50153	13	0
The Gates Of Ancient Cities	Chris & Cosey	spotify:track:4BPjqPs8ZY4tfSpSceWatA	0.239	0.367	8	-12.75	1	0.0355	0.884	0.00806	0.123	0.357	95.371	275173	3	88.19499	10	0
Watch Out - Remix	Brandi Wells	spotify:track:5ftOo80c8NVs7Hf0q7zyFY	0.859	0.358	11	-15.051	1	0.0658	0.073	0.231	0.11	0.905	117.772	443093	4	32.60556	20	0
Election Day - Consensus Mix; 2010 Remaster	Arcadia	spotify:track:1ZrL7GpysONc35pLYoyvwH	0.696	0.67	2	-9.347	1	0.0392	0.00285	0.000311	0.0961	0.374	111.285	518907	4	34.11842	18	0
Fake Friends	Joan Jett & the Blackhearts	spotify:track:5kvMLw3iuA2dHH7FLFDgsM	0.492	0.834	4	-6.784	1	0.112	0.0652	0	0.117	0.675	134.222	204413	4	103.15343	4	1
Life Goes On	The Damned	spotify:track:5fHTdGsnnj0minXaTKAdFV	0.527	0.8	2	-7.151	1	0.032	0.251	0.0163	0.129	0.505	147.096	243345	4	29.44835	10	0
White Wedding - Part 1 - 2001- Remaster	Billy Idol	spotify:track:4zmx3vEPgRPjRT2CszUsZo	0.634	0.804	9	-6.74	1	0.0329	0.00363	0.00499	0.347	0.719	147.335	250760	4	25.60956	12	0
Angel Of Harlem	U2	spotify:track:7iBav4v8maicL8cWKGxFhQ	0.519	0.694	0	-10.792	1	0.0264	0.104	2.3e-06	0.111	0.928	102.718	229267	4	41.96893	11	1
Don't Answer Me	The Alan Parsons Project	spotify:track:3IeVrRu0jOlwOkTwD9AykT	0.615	0.783	0	-8.716	1	0.0303	0.0717	0.000109	0.215	0.634	115.133	251853	4	30.43757	14	1
Nasty	Janet Jackson	spotify:track:07OzC5JlcaDwEkzWmvqp6y	0.839	0.89	1	-11.697	0	0.0628	0.452	0.0224	0.0866	0.575	103.652	243133	4	19.2577	12	1
Baby Can I Hold You	Tracy Chapman	spotify:track:2DjWsDGgL1xNbhnr7f6t5F	0.692	0.422	2	-10.533	1	0.0333	0.0811	0	0.0848	0.468	74.375	193120	4	44.55304	7	1
The Man Amplifier	Young Marble Giants	spotify:track:6mfraSPzm0PVVtaG4NT0xo	0.541	0.161	0	-13.566	1	0.0347	0.0534	0.00712	0.13	0.749	115.429	195493	4	21.04046	9	0
Shout - 2006 Remaster	Depeche Mode	spotify:track:4QnqC2P3Jmzo8H6yI53L0Y	0.696	0.956	0	-8.899	0	0.0509	0.0262	0.922	0.0528	0.853	119.364	227223	4	52.34742	10	0
Sola Con Mi Soledad	Marisela	spotify:track:1DocEW5Vym3fuAHkWN81LE	0.805	0.313	3	-15.552	1	0.0294	0.615	0	0.144	0.837	106.754	229933	4	21.15436	11	0
Matters of the Heart	Freur	spotify:track:69udlWEm7QCeH8YkF1Oep9	0.637	0.636	0	-13.05	1	0.0459	0.35	0.0918	0.29	0.726	120.087	241067	4	41.12207	10	0
Come into My House	Queen Latifah	spotify:track:0bjNXksA2DhWwEzFgzraBq	0.825	0.806	8	-11.181	0	0.146	0.00371	1.14e-05	0.0378	0.859	119.377	258040	4	17.77734	16	0
Two People	Tina Turner	spotify:track:4Zu3egEh8DxX4Z8mSLjf8L	0.743	0.574	10	-6.563	0	0.0289	0.267	0.000441	0.0526	0.682	89.685	249053	4	36.76152	13	1
The Sweetest Thing (I've Ever Known)	Juice Newton	spotify:track:3EFgVWb1TAYP3CF17BB4fU	0.38	0.228	7	-14.373	1	0.0261	0.602	0	0.154	0.181	77.177	248133	4	26.70628	12	1
King For A Day	Thompson Twins	spotify:track:7sRe0zpDlI1e2qSQsesrP7	0.721	0.624	4	-12.672	1	0.0301	0.112	0.000195	0.305	0.749	108.769	359373	4	35.68606	14	0
Here I Am (Just When I Thought I Was Over You)	Air Supply	spotify:track:38mMrNPAJKXMBK2l9actEA	0.344	0.466	0	-8.453	1	0.0255	0.534	1.61e-05	0.569	0.132	137.974	230400	4	33.60308	12	1
Barbarism Begins at Home - 2011 Remaster	The Smiths	spotify:track:35WDTZhAwkoBF65jGTzF2O	0.533	0.793	9	-5.953	1	0.0374	0.0277	0.0429	0.327	0.91	127.397	413427	4	44.50498	22	0
Siboney	Connie Francis	spotify:track:48IyOuAQjgCqH9zAbm7JYe	0.453	0.25	7	-15.694	1	0.0341	0.847	4.86e-05	0.18	0.441	118.67	171067	4	42.50916	9	0
Another Part of Me - 2012 Remaster	Michael Jackson	spotify:track:2hBJgz4Ye9MkkmBbaDTTKx	0.78	0.868	10	-4.5	1	0.0705	0.11	7.67e-05	0.352	0.773	106.069	234720	4	23.99215	9	0
Under The Boardwalk	Bruce Willis	spotify:track:6a4mvE1CdiRMPyAvG8ByLN	0.729	0.296	2	-14.321	0	0.0286	0.747	0	0.232	0.66	114.434	183173	4	32.07535	11	1
Killed by Death	MotÃÂÃÂ¶rhead	spotify:track:4W2CRPuOl8wN3aR7QmOmQE	0.378	0.953	4	-4.969	0	0.0527	5.18e-05	0.000695	0.303	0.268	134.581	278307	4	29.42081	14	0
Only The Young	Journey	spotify:track:1E2iehquphUsbmj8VTzWdQ	0.331	0.833	7	-6.204	1	0.0408	0.0115	0	0.209	0.527	72.369	244960	4	60.85756	10	1
Madman's Honey	Wire	spotify:track:2WdQGz8WWrzXsAjaJ7tl7D	0.59	0.507	9	-14.827	1	0.0308	0.671	0.0332	0.0673	0.841	136.041	269133	4	36.18494	12	0
America - From "The Jazz Singer" Soundtrack	Neil Diamond	spotify:track:5mY04rUWixYG9amFzMJDhI	0.548	0.488	0	-14.834	1	0.0318	0.00974	0.000205	0.187	0.269	126.446	257600	4	15.62215	10	0
The Clock - Taken From The Final Day Single	Young Marble Giants	spotify:track:4Ordj94cL2crvRJyrD5e4M	0.913	0.217	2	-13.762	1	0.0589	0.465	0.942	0.123	0.956	126.416	99040	4	22.24661	6	0
Adeste Fideles	Mijares	spotify:track:2vwgqWqp8YGfgJZCfeqzY2	0.528	0.645	9	-5.698	1	0.0417	0.756	0	0.0808	0.613	132.092	187520	4	41.69028	9	0
Stand Back	Stevie Nicks	spotify:track:6sleEAnBH0sZMe0pOQNidG	0.638	0.783	11	-9.455	0	0.0435	0.00736	0.0447	0.0381	0.637	115.269	297093	4	22.18523	12	1
Motel	The Connells	spotify:track:0pgjUMcYUWuB2zTEbMhE4J	0.485	0.383	7	-12.716	1	0.0252	0.11	0	0.259	0.173	104.731	220293	4	21.8351	10	0
Mighty Mouth	Kix	spotify:track:39ufYFKM0J677RdDLFV0RB	0.393	0.975	1	-2.374	1	0.15	6.82e-05	0.631	0.262	0.396	104.228	226667	4	38.31759	9	0
The Dim Locator	The Birthday Party	spotify:track:5ECCwJy1MDGphn0LAFsbYh	0.252	0.77	4	-14.81	0	0.127	5.44e-06	0.782	0.239	0.558	133.949	169733	3	37.3785	10	0
Along Comes A Woman	Chicago	spotify:track:6DW3KgSRAJ01nKUpfccktX	0.735	0.643	2	-4.597	1	0.0323	0.0964	5.37e-06	0.0644	0.891	111.901	255093	4	87.43225	11	1
Hard to Get Around - Full Length Album Mix	The B. B. & Q. Band	spotify:track:3SuroosN4iRPyD8yzR4wBO	0.88	0.385	10	-9.552	0	0.0976	0.109	0.000588	0.116	0.766	95.757	303627	4	105.53641	12	0
Northern England	The Wild Swans	spotify:track:1ka2Bo4JFbCQTsDvpyBiLy	0.57	0.759	2	-11.12	1	0.0262	0.00585	0.11	0.351	0.795	123.381	209026	4	21.23122	10	0
No Stars	Figures On A Beach	spotify:track:3TIpyijw7PoBSlFwV8me9C	0.581	0.712	6	-12.875	0	0.0388	0.0239	0.179	0.0992	0.9	139.494	284800	4	53.93131	12	0
Keep Giving Me Love - Album Mix	D-Train	spotify:track:1IjOQR8vUV2pKBoXn5RKjN	0.687	0.71	9	-10.573	0	0.0502	0.00113	0.0212	0.0428	0.95	122.447	414933	4	104.67183	17	0
Mama Weer All Crazee Now	Quiet Riot	spotify:track:2bkpCVvOn2XZGhzA4fPyuZ	0.433	0.785	7	-13.527	1	0.0503	0.00726	0.0126	0.0889	0.421	136.484	216560	4	22.77698	9	0
Video Killed The Radio Star	The Buggles	spotify:track:6t1FIJlZWTQfIZhsGjaulM	0.675	0.61	1	-13.811	1	0.085	0.0852	0.0188	0.159	0.344	131.037	253800	4	50.65732	13	1
Stay - Full Length Album Mix	The B. B. & Q. Band	spotify:track:5uQFDGmG76yGRxLHeepx1N	0.812	0.487	0	-9.199	1	0.172	0.17	0.00426	0.0975	0.659	120.003	327680	4	29.78938	17	0
Money Lover - Live	Dolly Dots	spotify:track:3ufBnnkqESLPFil81UtZRq	0.624	0.873	8	-11.528	1	0.111	0.35	0.0048	0.974	0.767	158.355	224773	4	62.71849	8	0
My Girl	Suave	spotify:track:5WFQZpKy1fDjJaDkeXJ4Be	0.709	0.701	10	-12.169	0	0.0428	0.0562	0.00109	0.0934	0.752	102.465	339533	4	68.56675	13	1
You Belong To The City	Glenn Frey	spotify:track:0b8eSsBka9epA2J0wnPMax	0.669	0.703	4	-5.789	0	0.0299	0.06	0.00147	0.0623	0.436	109.48	352760	4	36.00134	12	1
Everywhere - Remastered	Fleetwood Mac	spotify:track:0U6Ga0VWSGq6iEE1AKkgO1	0.73	0.487	4	-10.991	1	0.0303	0.258	0.01	0.0852	0.731	114.965	226653	4	33.42698	11	0
Send Me An Angel '89 - Extended Mix	Real Life	spotify:track:7CYil2FMychZdNNg9t4sYn	0.648	0.889	2	-9.68	0	0.0294	0.071	0.000126	0.048	0.866	130.89	376640	4	52.55725	15	0
A Girl Named Property	The Associates	spotify:track:0lqAmPlLFSU7c0stWLfj9z	0.576	0.735	0	-8.111	1	0.0283	0.0488	0.0898	0.0907	0.574	102.327	296360	4	45.95802	15	0
One To One	Carole King	spotify:track:5nI0dG8Div5AApredQ6Z7v	0.723	0.541	3	-12.71	1	0.0324	0.539	0.00023	0.229	0.707	112.187	196493	4	56.61052	6	1
Together Forever - House Of Love Mix	Rick Astley	spotify:track:4IpRMXImp07XAXKvJpERul	0.766	0.975	11	-7.655	0	0.0504	0.0338	0.0192	0.0804	0.9	115.146	416241	4	55.41592	15	0
Channel Z (Rock Mix) - Remastered	The B-52's	spotify:track:7nosDVDzRfczBWekzPx1AU	0.665	0.7	1	-7.299	1	0.0334	0.000764	0.000719	0.049	0.949	132.245	382120	4	47.74976	17	0
Queen Of Hearts	Juice Newton	spotify:track:6xBUWSz8INNHO6wFYuPtQl	0.669	0.779	2	-11.522	1	0.0533	0.211	8.98e-05	0.132	0.975	169.478	206867	4	35.88157	12	1
Take My Heart (You Can Have It If You Want It)	Kool & The Gang	spotify:track:7jHOi7ls5RjJaOtmMSxY8w	0.927	0.379	11	-15.887	1	0.136	0.216	8.3e-06	0.0432	0.947	111.733	246427	4	26.52234	8	1
My Turn to Love You	Lenny White	spotify:track:4TXxR8KzJopAwltElR7VoP	0.835	0.747	6	-11.624	0	0.0473	0.0323	0.158	0.193	0.821	122.471	348747	4	20.83483	15	0
De Kleeer Ting	Kleeer	spotify:track:7JKAsbDgbK61EL5ThgY9P1	0.696	0.822	9	-11.166	1	0.0471	0.0368	0.00869	0.347	0.891	116.966	283680	4	21.37722	9	0
Headed For The Future	Neil Diamond	spotify:track:202FXP04wn1t9cQsFAHD9F	0.722	0.578	0	-14.563	1	0.04	0.0138	8.43e-06	0.12	0.754	128.447	248427	4	31.2118	11	1
Golden Brown	The Stranglers	spotify:track:2AX5E86cn9n2dgioZEjirI	0.562	0.383	6	-15.474	1	0.0304	0.143	0.124	0.138	0.599	93.764	206760	3	41.34295	10	0
Cool Magic	The Steve Miller Band	spotify:track:25CuoO5ZVIllKFgSaycsMP	0.62	0.572	4	-10.942	1	0.0365	0.446	0	0.418	0.961	123.25	265667	4	40.36926	12	1
Thank God for the Bomb	Ozzy Osbourne	spotify:track:45faLsegmASiOQneczF4C5	0.516	0.966	1	-4.972	1	0.0575	0.021	0.00182	0.898	0.557	150.009	232013	4	20.97804	14	0
Glory of Love	Peter Cetera	spotify:track:1eyq8cjUQ2daFthW2PC2GM	0.518	0.585	5	-8.485	1	0.0279	0.0778	2.43e-06	0.31	0.312	144.998	258120	4	40.71143	12	0
Catch My Fall	Billy Idol	spotify:track:6vrQiNJDkGyKzxlNCQGwNo	0.668	0.783	7	-5.943	1	0.0288	0.0102	0.0375	0.223	0.676	131.472	224333	4	31.19526	8	1
For America	Jackson Browne	spotify:track:2r0oEagiOBdEAhVzc3ltly	0.521	0.831	2	-8.083	0	0.0543	0.00508	1.55e-05	0.207	0.545	143.839	307933	4	24.57995	15	1
Salad Days	Young Marble Giants	spotify:track:61SMFxIcc2EXOrvWA9KL7Z	0.768	0.297	4	-12.4	1	0.0892	0.503	0.286	0.103	0.38	141.916	120973	4	38.69378	7	0
Shine	For Against	spotify:track:236GlsgI5MWIZegLxCozdi	0.211	0.961	5	-9.455	0	0.0698	0.00236	0.209	0.127	0.239	170.229	246733	4	43.87602	10	0
Rhythm Of Love	Yes	spotify:track:7Jgz1CgFVfBmtYJ1lc0UXa	0.572	0.834	2	-5.754	1	0.0348	0.0405	0.000461	0.139	0.343	124.508	292173	4	24.56557	12	1
In Between Days - 2006 Remaster	The Cure	spotify:track:07CyrZF9eVd02zzIse7tZA	0.541	0.83	9	-6.246	1	0.0316	0.109	0.701	0.167	0.711	142.592	177987	4	50.28402	9	0
Desecration of Souls	Mercyful Fate	spotify:track:4M71qVOAhupXG0yNLTgBKQ	0.274	0.896	11	-9.057	0	0.0911	0.000104	0.806	0.385	0.242	104.47	296827	4	41.44279	10	0
Love In The First Degree	Bananarama	spotify:track:1TFS02PcnGgERMwb0uXdIS	0.787	0.92	0	-5.328	1	0.0914	0.246	9.82e-06	0.178	0.661	117.565	211410	4	44.94551	9	1
Watching You Without Me	Kate Bush	spotify:track:0ZYBIpXWHbQVHx5vOf9mFT	0.771	0.206	5	-18.248	1	0.039	0.868	0.194	0.104	0.767	108.41	247293	4	47.61553	12	0
Nobody	Sylvia	spotify:track:1IyktkUQ3ktjlc6eDXG967	0.764	0.448	0	-12.371	1	0.0336	0.249	0	0.107	0.868	124.226	199200	4	24.42111	9	1
New Way of Life	The Sound	spotify:track:3wRg4yWqH7BH5YljnYeKp0	0.514	0.659	0	-8.131	1	0.0462	0.000692	0.02	0.33	0.677	139.349	278631	4	28.4303	9	0
Slipstream	Allan Clarke	spotify:track:5KNZrSrNySJBWtdBMSCCpc	0.751	0.509	2	-15.408	1	0.035	0.215	0.000894	0.0414	0.948	119.221	274547	4	61.11905	12	1
Peek-A-Boo	Siouxsie and the Banshees	spotify:track:3VkyKA0iCT1ABwaSjb0kpf	0.825	0.684	2	-8.6	1	0.256	0.444	0	0.106	0.622	105.207	192813	4	21.05265	11	0
Layin' Rubber	Kix	spotify:track:5fyo7Xv69D8ukfYg0nNm19	0.424	0.749	1	-13.309	0	0.0382	6.75e-05	0.939	0.422	0.883	182.07	232067	4	22.2577	13	0
Swampland	The Birthday Party	spotify:track:4TIQAwQUvLYKUwETnvmfB1	0.232	0.884	0	-15.006	1	0.0614	0.000371	0.00059	0.863	0.107	151.129	210693	1	32.74234	11	0
Heatwave - Remix	Bronski Beat	spotify:track:5hSgQKu7Ecbd1IZ85FM1iZ	0.553	0.337	8	-16.734	1	0.122	0.632	4.46e-06	0.771	0.62	135.562	342400	4	23.99801	20	0
Roller Boogie	Voggue	spotify:track:1rPpYDFuoZfPTPnAFdzN6Z	0.669	0.602	8	-12.662	1	0.0349	4.61e-05	0.829	0.137	0.717	138.728	359467	4	40.02691	19	0
Panic	Fiction Factory	spotify:track:7tZrUnCPOYKfTBQxhRN2UB	0.658	0.698	2	-12.014	1	0.0406	0.387	0.000428	0.112	0.869	109.142	262818	4	16.78712	12	0
I (Who Have Nothing)	Shirley Bassey	spotify:track:71BaSbtrr3wHBePBVrb1jd	0.477	0.1	9	-11.194	0	0.05	0.943	0.00028	0.372	0.325	133.557	161960	4	85.33715	6	0
Freaky Dancin'	Cameo	spotify:track:78mi0Ecvr92ZTn9pBPPg9S	0.927	0.885	11	-3.6	0	0.0492	0.0311	0.00379	0.0394	0.87	120.457	323173	4	54.05795	16	0
Party Lites	Slave	spotify:track:40elpzEG4gqLB1sQwhaQni	0.673	0.708	4	-10.307	0	0.0647	0.104	0.000245	0.356	0.578	112.987	294227	4	27.06319	12	0
Island In The Sun	Minnie Riperton	spotify:track:1U4zbf15IxO8Bw28NnpQWb	0.665	0.702	4	-9.216	1	0.0504	0.733	0.0059	0.0569	0.705	115.405	293733	4	35.04264	12	0
Breakout	Swing Out Sister	spotify:track:5JsIknb4lyIKQCytjv0Uw5	0.704	0.557	4	-12.813	1	0.0316	0.175	0.00231	0.0631	0.777	113.194	226453	4	27.96687	11	1
Dixie On My Mind	Hank Williams, Jr.	spotify:track:2IHWabwhSEdpB5XEhaz9zx	0.617	0.752	2	-5.667	1	0.0241	0.0723	7.1e-06	0.202	0.809	104.791	156107	4	71.64753	7	0
So The Story Goes	Living In A Box	spotify:track:2DsBDML9W0jYUkTCSUUvDC	0.648	0.724	8	-13.568	0	0.0437	0.0753	0.00051	0.0282	0.89	101.02	262173	4	19.85985	12	1
Capital Heaven	Moev	spotify:track:5wVRXCypnxluHm6Nq0sKkq	0.598	0.832	5	-13.747	0	0.0381	0.000754	0.486	0.0766	0.714	119.985	290373	4	33.57385	12	0
Hangin' Tough	New Kids On The Block	spotify:track:16flEBCtUF67V5yO0GxYWn	0.764	0.551	6	-11.98	1	0.0451	0.12	0.000656	0.28	0.746	90.775	256560	4	44.41261	13	1
It's My Life	Talk Talk	spotify:track:4jhsuQCUCJKA5f0bXb6XdJ	0.627	0.802	0	-8.432	1	0.0348	0.197	0.784	0.404	0.867	126.283	232400	4	49.28476	9	1
Constantly Changing	Young Marble Giants	spotify:track:5NmoHCw34we0KiaZKLoQbr	0.66	0.42	5	-12.48	0	0.0682	0.409	0.465	0.0849	0.389	91.83	124760	4	22.07965	6	0
Beat Patrol	Starship	spotify:track:6y4zeRB8JhTeQVF5ALpnSF	0.633	0.88	8	-6.566	1	0.0472	0.0434	0.000201	0.0741	0.976	154.058	265667	4	62.19912	9	1
A Song From Under The Floorboards	Magazine	spotify:track:4C82x9y3lKCn5zd8XYUtsD	0.749	0.749	0	-7.99	1	0.035	0.0981	0.00914	0.152	0.81	114.508	250467	4	34.89904	12	0
Love Fever - Mastermix	Gayle Adams	spotify:track:4VeGfBCGdQs1b2n7P7R5yq	0.795	0.583	1	-11.584	1	0.0463	0.0353	0.00515	0.335	0.632	108.773	471693	4	36.68947	19	0
Dance On Your Knees - Extended Version	Daryl Hall & John Oates	spotify:track:3HHwri1isnrHbvwhwtE2hZ	0.655	0.929	7	-6.336	0	0.0624	0.000585	0.417	0.397	0.622	118.269	400173	4	37.78103	15	0
Jump (For My Love) - 12" Long Version	The Pointer Sisters	spotify:track:6G0Z3FVfSm84VcCASsdZJq	0.874	0.73	6	-8.858	1	0.0871	0.018	0.000224	0.096	0.881	133.965	384627	4	30.11554	14	0
Some People - Extended Version	Belouis Some	spotify:track:1V0GfZbvbCnRYP4D846eVu	0.69	0.835	0	-12.445	1	0.0412	0.117	0.677	0.0683	0.926	113.855	458453	4	26.45039	20	0
Shot By Both Sides	Magazine	spotify:track:5zuQyE2dJWjGTbdpaMxmMA	0.184	0.862	6	-5.171	1	0.0487	0.016	0.863	0.0792	0.626	168.459	241827	4	46.8198	9	0
Misled	Kool & The Gang	spotify:track:1kMInPKhtOag4FX4cMlqOT	0.827	0.643	11	-7.806	1	0.0455	0.012	0.00239	0.0365	0.938	122.373	246293	4	37.00002	9	1
Party Fears Two - Instrumental	The Associates	spotify:track:252bqm9GTOf5eYx6t33MXP	0.636	0.691	7	-8.371	1	0.0284	0.00135	0.681	0.337	0.885	128.413	281973	4	33.60123	13	0
Everywhere	Fleetwood Mac	spotify:track:254bXAqt3zP6P50BdQvEsq	0.73	0.487	4	-10.991	1	0.0303	0.258	0.01	0.0852	0.731	114.965	226653	4	33.42698	11	1
Scientific Love	Midnight Star	spotify:track:0LbCRmrO23yK5ppFcTbEvx	0.715	0.765	11	-8.442	0	0.0431	0.00585	6.76e-05	0.298	0.507	113.214	380227	4	42.43861	15	1
Two Sides Of Love	Sammy Hagar	spotify:track:1lMJ5SvAH2s5hr2RUaZwhZ	0.448	0.874	4	-5.191	1	0.0403	0.000783	0	0.145	0.571	126.723	221400	4	43.14809	12	1
Love Me In A Special Way	Debarge	spotify:track:64Qr40PagVTJhUHQyHYbB4	0.491	0.314	0	-14.144	1	0.0336	0.644	0	0.0916	0.192	125.685	255493	4	39.77561	13	1
Sweet Dreams (Are Made Of This)	Eurythmics	spotify:track:1TfqLAPs4K3s2rJMoCokcS	0.692	0.711	0	-7.498	0	0.0317	0.227	0	0.12	0.875	125.135	216933	4	38.9539	12	1
Rock the Box	Sylvester	spotify:track:6gzUi6an8slC9kR2A2GLiE	0.689	0.725	10	-8.893	0	0.0448	0.0102	0.382	0.108	0.438	124.257	300773	4	32.22291	16	0
Vanity Kills	ABC	spotify:track:3rVMvWZ80QQUdZjbvJhNqy	0.843	0.876	0	-9.951	1	0.0525	0.119	0.00129	0.0667	0.92	125.12	209333	4	15.60415	10	1
Rocket	Def Leppard	spotify:track:0RVeadY2MbHz4Pe4MreLNw	0.521	0.916	11	-6.822	1	0.0467	0.000249	0.00116	0.948	0.398	81.998	396823	4	24.18601	16	1
Blue Light	David Gilmour	spotify:track:0jn4nZA7te79ZebfJwTzGd	0.603	0.926	9	-9.27	1	0.0494	0.108	0.0831	0.36	0.629	123.888	275827	4	23.90459	15	1
Waterfall	Jeff Lorber Fusion	spotify:track:6AXjkK4JGzBplMpUwjK2Z8	0.702	0.568	7	-9.344	0	0.039	0.705	0.644	0.139	0.9	94.71	244813	4	42.72046	13	0
Holy War	Manowar	spotify:track:0LD7ZyOV79svI89FhmTLjH	0.524	0.798	9	-16.015	0	0.0621	7.18e-05	0.17	0.0957	0.186	99.937	284627	4	30.29535	10	0
My Only Love	Roxy Music	spotify:track:0Gy2Mq49a3qb79jwlEa59o	0.606	0.636	3	-8.347	0	0.0261	0.0323	0.0297	0.2	0.513	119.57	319133	4	33.84358	11	0
Wild Thing	Tone-Loc	spotify:track:0gljI0CtjpdZK6ecidfxto	0.943	0.685	7	-11.903	1	0.188	0.000507	8.56e-06	0.0604	0.813	125.515	263573	4	19.04662	15	1
Electricland	Bad Company	spotify:track:6zBFaST5m1DJdvOaluVlgZ	0.53	0.678	1	-7.643	0	0.0284	0.2	0.142	0.121	0.703	111.005	326933	4	48.86963	13	1
