0.629	0.795	6	-6.02	1	0.0278	0.136	5.44e-06	0.132	0.6	110.583	190080	3	28.82459	12	1
0.311	0.725	2	-3.472	1	0.0317	0.275	0.0201	0.185	0.54	74.62	299253	4	56.25498	15	0
0.421	0.241	0	-18.01	1	0.0323	0.0598	0.879	0.144	0.258	121.434	132627	4	52.04712	6	1
0.514	0.384	5	-11.672	1	0.0257	0.803	0.0569	0.113	0.514	98.365	163840	4	42.6675	9	0
0.507	0.088	9	-23.309	1	0.0343	0.51	0	0.0984	0.398	144.226	206867	4	68.51697	8	0
0.676	0.596	4	-9.107	1	0.0272	0.0699	1.96e-05	0.351	0.97	100.687	66533	4	36.22319	4	0
0.606	0.686	9	-9.506	0	0.0262	0.182	7.13e-05	0.11	0.415	98.091	168560	1	29.12341	9	0
0.586	0.431	0	-5.675	1	0.0271	0.729	0	0.263	0.582	104.757	149360	4	46.43087	7	1
0.483	0.275	0	-13.609	1	0.0418	0.232	0	0.125	0.31	138.063	240800	3	33.10884	12	0
0.563	0.564	0	-9.371	1	0.0278	0.0534	0	0.228	0.716	126.287	171493	4	52.89839	8	1
0.561	0.666	5	-5.604	1	0.0382	0.36	0	0.0994	0.904	125.852	180107	4	23.835	10	0
0.725	0.382	4	-16.127	1	0.0853	0.572	0	0.258	0.606	115.797	169333	4	81.27628	6	1
0.733	0.394	9	-9.867	1	0.03	0.249	6.19e-06	0.249	0.792	99.787	161573	4	28.5752	9	1
0.394	0.361	0	-9.246	1	0.0283	0.176	0.00042	0.488	0.774	201.109	133640	4	28.35372	8	1
0.498	0.796	8	-4.882	1	0.0453	0.607	0	0.3	0.906	79.648	157027	4	30.47367	9	1
0.534	0.488	9	-12.787	1	0.0413	0.0915	0.00153	0.338	0.587	111.6	605080	4	28.93276	24	0
0.572	0.544	9	-11.684	1	0.0338	0.376	6.55e-05	0.0969	0.526	121.983	210973	4	16.88587	11	0
0.487	0.951	9	-4.292	1	0.0458	0.227	0	0.123	0.901	134.323	140480	4	28.69573	8	1
0.301	0.634	5	-10.432	1	0.0397	0.33	0.552	0.167	0.403	106.06	155600	4	50.37056	8	1
