Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,spotify:track:5M7qj3MkvGK36ZAPP89euN,0.763,0.478,0,-13.924,1,0.0312,0.569,2.79e-06,0.522,0.76,107.979,201467,4,41.02391,9
The Loneliest Night,Dale & Grace,spotify:track:0IenVuQhHGEXycoBh1TQZz,0.35,0.321,10,-8.782,1,0.03,0.748,0,0.0964,0.516,76.464,141080,4,37.69886,5
On A Saturday Night,Eddie Floyd,spotify:track:6IcU1BradM1l3E3IdCWSlA,0.781,0.739,6,-8.157,0,0.116,0.269,0.0198,0.142,0.826,103.038,162906,4,40.41973,6
Don't Be Cruel,Barbara Lynn,spotify:track:585ZObjzGQuYHXcaLL1GGl,0.799,0.557,6,-8.364,0,0.0381,0.763,1.35e-05,0.406,0.771,114.597,158600,4,34.52956,8
Let There Be Drums,Sandy Nelson,spotify:track:0nf1kn9Nt1WeQyOinNadKz,0.594,0.819,1,-11.067,1,0.0378,0.0907,0.845,0.0613,0.661,101.29,138667,4,34.52485,10
Dreamy Eyes,Johnny Tillotson,spotify:track:1nzSlIXqHVFN5779epOolr,0.416,0.43,4,-9.929,1,0.0334,0.824,0,0.115,0.556,123.876,144093,3,110.35531,4
San Francisco Girls (Return of the Native),Fever Tree,spotify:track:4x4Kr9zOCzs8DFI5PXPfOO,0.188,0.516,2,-9.793,1,0.032,0.452,0.799,0.451,0.501,77.898,252200,4,46.01402,8
Please Don't Ever Leave Me,The Cyrkle,spotify:track:6ePHOwkfopJ5DbkjnJ8UBl,0.516,0.336,7,-12.697,1,0.0295,0.103,0.00123,0.727,0.708,131.575,117973,4,57.35701,5
Please Don't Ask About Barbara,Bobby Vee,spotify:track:1nL8geqtGBTM1u9FVNxP4A,0.515,0.342,3,-10.801,1,0.0265,0.538,5.68e-05,0.355,0.68,92.383,124800,4,38.06163,6
Surfin' U.S.A.,The Beach Boys,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,38.3035,8
Shake! Shake! Shake!,Jackie Wilson,spotify:track:5p2kF5o1t88QHTy1NdjDeA,0.524,0.741,8,-7.224,1,0.0562,0.369,2.84e-06,0.302,0.96,100.969,128642,4,25.27479,7
