Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Day After Day,Badfinger,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,0.397,0.687,5,-7.11,1,0.0311,0.109,0.000739,0.112,0.385,101.822,191053,4,29.55248,12
Easy To Love,Leo Sayer,spotify:track:7iPAalcNvDrNXBc62gksNC,0.67,0.604,9,-12.09,0,0.0432,0.199,0.252,0.023,0.827,96.83,221933,4,41.44759,10
Voices,Cheap Trick,spotify:track:3ao7thlAYIVPJw3e1u51PE,0.259,0.55,7,-11.353,1,0.0324,0.368,1.63e-06,0.329,0.64,193.147,261067,4,97.40285,9
L.a. Sunshine,War,spotify:track:56dbFMifNE6rCu4fYckBgk,0.697,0.714,10,-7.062,1,0.0979,0.255,1.34e-05,0.0533,0.895,169.168,331080,4,57.85689,11
I Can't Stand It No More,Peter Frampton,spotify:track:7xupDJPT98LQ80rz4QObqZ,0.852,0.683,0,-7.881,1,0.0376,0.109,0.31,0.139,0.963,105.38,252347,4,23.60706,11
Bed And Board,Barbara Mason,spotify:track:6yEg26wBh3jjtOFErN9XgA,0.418,0.566,5,-7.289,1,0.0319,0.228,0,0.0796,0.415,133.446,226347,4,16.53691,10
Starry Eyes,The Records,spotify:track:2RdSvcrsyPCSsmVb2JsLUN,0.422,0.711,4,-11.435,1,0.0352,5.41e-05,0.00565,0.257,0.884,157.995,263560,4,25.51636,12
Love Is Gonna Come At Last,Badfinger,spotify:track:699RFhWGga3oOq5lau7bTJ,0.62,0.633,10,-10.905,1,0.0446,0.128,0.000904,0.221,0.805,111.96,217360,4,28.5391,9
Blow Away,George Harrison,spotify:track:67F9MFQj4YZG2i0V0HCMUs,0.643,0.633,2,-8.788,1,0.0316,0.303,0,0.119,0.228,115.246,240680,4,38.6097,11
7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,spotify:track:157ESNUvJI8NeHjV9hcDEd,0.717,0.695,1,-9.941,1,0.0972,0.0148,5.51e-05,0.132,0.693,116.39,306973,4,118.28767,11
Duncan,Paul Simon,spotify:track:2SgNoPUi4SOUNmp2Y7SNQj,0.438,0.398,7,-13.692,1,0.0347,0.763,9.2e-06,0.0871,0.456,93.954,283133,4,35.13105,14
Me And You And A Dog Named Boo,Lobo,spotify:track:3wRiwV9HdarzkktRH7If46,0.628,0.603,6,-10.286,1,0.0312,0.178,1.73e-05,0.0686,0.951,120.782,177933,4,34.54393,9
Strange Way,Firefall,spotify:track:1MMojvYXRUFhk6nSSWxnjT,0.406,0.904,2,-8.301,0,0.0609,0.0268,0.00393,0.707,0.642,130.724,571440,4,26.58857,24
"Music, Harmony And Rhythm",Brooklyn Dreams,spotify:track:11jbFBDpBlJwMOJQi3m9jk,0.644,0.622,5,-12.79,0,0.0604,0.0562,0,0.222,0.686,109.799,217027,4,36.39212,12
All Strung Out On You,John Travolta,spotify:track:7CmF7T1WPusOeZwTDf1lLY,0.621,0.351,10,-16.432,1,0.0364,0.963,3.24e-05,0.136,0.606,107.228,210000,4,31.74801,8
