Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Merry-Go-Round,The Ills,spotify:track:2qn4mOm9OnugNCHme5vPcl,0.358,0.433,6,-10.157,0,0.0292,0.0144,0.858,0.104,0.121,139.98,317000,3,47.45996,11
Come with Me,Fleur de lis,spotify:track:1aGO4XYriwObg6gcV1H1vW,0.35,0.448,0,-10.01,1,0.0277,0.151,0.795,0.164,0.0394,97.06,449560,4,53.7251,13
Adrasteia,Mechina,spotify:track:7eblFWm0eQbijsxnyQoQMi,0.427,0.165,9,-18.275,0,0.0372,0.727,0.909,0.651,0.0352,109.965,177551,4,35.78221,10
Make Luv 2 Me,Zo!,spotify:track:6wSS1PXZcHbjIKHwQK6g1v,0.563,0.392,6,-11.875,1,0.0295,0.623,0.00381,0.0814,0.285,89.541,635533,4,214.72323,16
Box of Stones,Benjamin Francis Leftwich,spotify:track:7e1J5LYQjQEpyMHNF0FFTs,0.558,0.494,6,-8.25,1,0.0298,0.627,0.000637,0.126,0.432,132.047,164013,4,60.1085,5
Good Help (Is So Hard To Find),Death Cab for Cutie,spotify:track:7C1p70Zs3pBZEQGeWMF8sS,0.705,0.856,9,-5.921,1,0.0423,0.0414,0.00228,0.0666,0.765,117.005,285600,4,21.76209,16
"The Moon, the Stars and Everything Else",We Deserve This,spotify:track:6BRLsqlUHIlIxb4DOQFDmK,0.225,0.754,5,-5.897,1,0.0407,0.000122,0.684,0.186,0.0387,104.652,267357,4,48.02832,9
Invisible Giants,Long Distance Calling,spotify:track:3bT2IOAG91yaQBPGHlNxAh,0.281,0.758,7,-8.585,0,0.039,1.93e-05,0.832,0.0872,0.0398,119.737,430777,4,46.32574,18
Fool for You (feat. Melanie Fiona),CeeLo Green,spotify:track:1gbl7aJgaR4HFjtJVUovxH,0.639,0.738,1,-5.059,0,0.0506,0.0148,0,0.302,0.691,141.998,221045,4,27.70175,12
Bible,Ghost,spotify:track:1nXzRFoBuTvgvYUifcAcus,0.349,0.559,2,-6.629,1,0.0296,0.055,0.00115,0.103,0.0981,144.588,394747,4,42.64637,15
Inland Rain,Cult Of Luna,spotify:track:7JeT6AKeEBNhgT20jfknMl,0.323,0.739,4,-8.362,1,0.0417,6e-05,0.662,0.123,0.199,115.582,420400,3,38.4333,14
